,resume
12465,"
Proactive and skilled Business Analyst / Project Manager with 6+ years of commercial experience in different domains. A highly motivated and disciplined person, with good technical and excellent communication and organizational skills, focused on the results and goals of the company.

2+ years of experience in IT outsourcing
2 years of experience in project management 
5 years of experience in ERP/CRM systems
6 years of experience in retail
2 years of experience in healthcare
2 years of experience in sales and marketing
"
12466,"
Skils:
- Strong analytical skills, ability to analyze complex problems 
- Project management
- Statistics and data analysis
- Business processes optimisation and business modelling
- Excellent communication and presentation
- Ability to work both solo or in a team and manage multiple engagements  Negotiation and conflict solving
- Learning and teaching
- Confident PC user, Advanced in Excel, PowerPoint
- English, Russian — fluent; Ukrainian — native language; German — basic

Experience:
- Development of ToRs and technical requirements
- Development and implementation of data processing
- Verification and compilation of data
- Development of specifications for the construction and equipment

- Researches and analytics, creation of analytical reports
- Functional and effectiveness analysis
- Identification, analysis and interpretation of trends and patterns in the data 
- Description and optimization of business processes
- Analysis of best practices and international experience of central purchasing bodies
- Development of proposals on the strategy of the CPB in Ukraine

- Analysis of public procurement procedures in Ukraine with QlikView & QlikSense BI tools
- Monitoring of e-procurement system, ProZorro (product IT company): compliance, reporting, researches, investigations
- Participation at the development of terms of references, technical tasks to e-procurement system according to Open Contracting Data Standard
- Searching, gathering and processing of catalogues and information
- Communication with BI users, procurers, suppliers, controllers, and other clients
- Participation at public events, conferences and lectures as a speaker, BI expert, participant
- Support at the development of e-procurement risk indicators system 
- Reporting, trend analysis of public procurement procedures for government institutions
"
12467,"
SRS (Use cases, UML), Backlog (User Stories, Acceptance Criteria), UX, Agile Certified Professional (IC Agile), Scrum. 
Technical (basic level):  MySQL, HTML, CSS.
I have previous experience in working as a marketing analyst and marketing coordinator in FMCG, so when I switched to IT I had a client-oriented approach and I knew what business means.
On my current job I am involved both in the pre-sales process and delivery. Basically, besides Business Analyst functions I often partly cover Project Manager functions.

I expect a company with interesting projects and fast-changing environment."
12468,"
Three-year experienced Business Analyst and Project Manager. 
Familiar with the Healthcare domain and specifics of BI tools. Immerse in a projects’ technical details quickly, apply my professional skills to gain project goals, and support the team at any execution stage. 
My experience as soft skills trainer allows me to create a safe, energized atmosphere in a team, and handle conflicts effectively.
"
12469,"
Translating & proofreading reports, presentations, websites from/into English for healthcare/pharmacy market giants, such as Novo Nordisk, Bayer, Parexel, EURORDIS.
Teaching English to students via Zoom platform, various online resources, and Google tools; providing individual educational plans, assessment & evaluation.
"
12470,"
Working on various startups and existing products, helping the founders with validating their product ideas, conducting user research, setting product strategy, managing the design team, etc.
I'm looking for a company where I can partake in challenging multi-platform projects and continually improve my BA skills."
12471,"- successful management of teams up to 15 members
- building processes according to clients' pipelines
- organizing work to avoid overtimes
- solving controversial issues with clients concerning budgets and deadlines
- establishing a comfortable working climate
- under my leadership were created 9 new internet projects and more than 22 projects were improved
Experienced Business Analyst / Project Manager. Skilled in Customer Service, Strategic Planning, User Experience, User Interface, SEO, Event Management, and Public Speaking. Strong program and project management professional.

I have more than 7 years of experience as an IT Project Manager and Business Analyst in various companies – from start-ups with a team of 5-10 people to companies with an 8000 team (more than 800 in IT) and head office outside Ukraine – both in-house and in Digital agencies with a focus from three to 10 different projects at the same time.

I have experience in such fields as education, educational tourism, medical tourism, sailing, tourism, showbiz, e-commerce, fintech.

I worked with both B2C and B2B clients, on the introduction of the product to the Ukrainian and foreign (Arab countries, China, Great Britain, USA) markets.

I manage projects and terms, conduct negotiations, conduct business correspondence, compose commercial offers, write user stories, work with customers, developers, designers, copywriters, advertising specialists, create the design for individual blocks and pages, accept and test tasks, conduct usability tests.
Interacted and set up the work of both the in-house of development team and the remote team.

I have experience with: Agile, SCRUM, Kanban, Jira, Confluence, Asana, CRM, ERP, BPMN, SEO, Email Marketing, VCC, Google Analytics, Hotjar, Power BI, Quality Assurance Guide, Adobe Photoshop, Adobe Illustrator, Adobe InDesign, CMS WordPress, and Drupal; I know the basics of HTML and CSS.

Goal-oriented, efficient, open-minded professional and team player, proficient in project development methodologies.

I’m looking for a full-time job or part-time, I have experience working both in the office and remotely (I think that it doesn't matter where the tasks will be completed, the main thing is the result).
Looking for great opportunities."
12472,"
Hello! I managed web-studio for 9 years and was its founder. During my career, I combined several positions from sales manager to developer. But the main areas that I managed this project management and business analyst. I managed a staff of 5 to 20 employees. My projects were online stores, B2B web applications, billing systems, cryptocurrency exchanges, etc.

Manual testing, B2B, Jira, Mockups, Product management, Product roadmap, Project management, Scrum, User stories, Agile, Analytics, Marketing, Trello, UX \ UI, HTML, MySQL, PHP

Looking for new opportunities as a business analyst or project manager in large IT companie.
"
12473,"
I am a Business Analyst and Project Manager with more than 6 years of experience (non-IT). Participated in more than 50 projects. Managed teams of 2-7 people (budget up to $250,000). Worked according to methodologies Scrum, Kanban, Waterfall. Also I worked as a Product Owner in IT-startup. 

Hard Skills
• Scrum | Kanban | Waterfall
• Lean | BPMN | MS Visio
• Jira | Asana | Trello
• Zoom | MS Teams | Google Meet
• Google Docs | Excel
• SQL and Java (basic level)

Soft Skills
• Leadership skills
• Goal-oriented | proactive
• Project management
• People management
• Analytical thinking
• Business systematization
• Ability to think «outside the box»

English - B1 (Upper-Intermediate)
Currently I am looking for an opportunity to implement my potential and knowledge in a project / company with values close to mine."
12474,"
|November 2019 -  February 2020| - Teacher on the “Software Testing” courses at Quality Assurance Group

Topics:
•	Quality Assurance basics
•	Business Analysis basics

                                            -----
|September 2019 -  February 2020| -  Business Analyst  at QArtrock

Project 1: Corporate Website
Project description: official website of Turkish international trading company
Responsibilities:	
•	Project definition
•	Requirements elicitation
•	Concept creation, system modeling 
•	Requirements analysis
•	Requirements documentation

Project 2: Store Website
Project description: website of electronics store with the possibility of online trading
Responsibilities:	
•	Project definition
•	Requirements elicitation
•	Concept creation, system modeling 
•	Requirements analysis
•	Requirements documentation

                                            -----
|May 2019 – August 2019| -  QA Trainee at Quality Assurance Group

Project 1: Pharmacy Management System 
Project description: web application was developed for apothecaries to manage pharmacy online
Responsibilities:	
•	Requirements analysis
•	Test Design
•	Writing and executing Test Cases
•	Writing Bug reports

Project 2: Online education platform
Project description: program for selecting educational courses. Courses were obtained on the basis of a survey
Responsibilities:
•	Performance Testing in JMeter
•	Database Testing in MySQL
•	API Testing in Postman

Project 3:  Construction online store
Responsibilities:
•	Requirements analysis
•	Writing the Test Plan
•	Test Design
•	Writing and executing Test Cases
•	Writing Bug reports
•	Writing a Test Summary Report

                                            -----
|October 2011 - April 2019| - Scientific Consultant

Diagnostic, improvement and analytical providing for the development and implementation of scientific projects

Topics:
•	Implementation of innovative technologies in educational systems 
•	Psychological maintenance of innovative activity
"
12475,"For more than 3 years I have been working on such projects as jewelry direction, paper packaging production (eco-friendly production) and beauty industry.
   Successful management and implementation of turnkey projects. Building a team ( 5-7 people) from scratch, organizing the workflow of remote teams, technical tasks, communicating with clients, implementation of projects and customer support after.
Decompose tasks to the smallest of elements to build clear project structure.

Experience
1. BA, IWIS LLC | October 2020 – January 2021
2. Project Manager, LLC «Politara» | March 2019 - December 2019
3. Lead analyst, ITek | 2016-2018
4. Implementation specialist of accounting systems, production, and trading processes; system administrator, LLC «Sky» | 2013-2015
5. Edms analyst, SC «Zovnishtorhvydav» | 2012-2013
6. System Administrator, PrJSC«UkrSRINDT» | 2011-2012
7. System Administrator, LLC«PIPING INTEGRATION COMPANY» | 2010-2011


Professional skills
- ERP implementation
- Willingness and ability to change the way of project management approach to meet business needs
- Drafting of technical documentation; collect requirements; user acceptance testing; reporting
- Conflict management
- Technical writing specification; setting tasks; writing user manuals; developing and testing accounting, production management, and process management systems based on 1C 7.7,8.2, 8.3 configurations. Knowledge of configurations of UPP, UTP, UNF, retail, and production. User training and technical support
- Administration of computer systems based on MS Server 2008,2012 and Unix systems; administration of MS SQL databases
- Administration of virtual systems based on VM Ware and VirtualBox

Education
Taras Shevchenko National University of Kyiv
Specialist, 2006-2011
Department of Theoretical and Applied Mechanics

Institute of Postgraduate Education
Master, 2014-2017
Common law

Certificates
MindsetPM
• Big IT Project Management  Program, July 2019, certificate №PM-EDU-20190728-03
• Manipulations Practice and Defence, August 2019, certificate №PM-EDU-20190804-07
Looking for a job where I’ll be able to apply all my potential and knowledge. I want to become an integral part of the team, build a strong team and work together for great results.   
    Having the ability to handle complex assignments effectively & possessing the confidence to work as part of a team or independently.
    Each new goal, I take it as a personal challenge for me."
12476,"
With eight years of experience in the ICT sector, I have had the opportunity to work in various roles, including business analyst, project manager, and business intelligence manager. My journey started as a Business Analyst at Sumaks Technologies, a hardware development startup, where I gained valuable experience in analyzing business needs and identifying opportunities for improvement.
After that, I moved on to work as a Project Manager in the Business Insights International Research Group, where I led a team in evaluating individual and branch KPIs of workers in an insurance company. In this role, I worked closely with stakeholders to define their needs and requirements, managed data collection, data entry and data preprocessing groups, and extracted insights from the study, which I reported back to the insurance company.
My passion for data analysis led me to my next role as a Business Intelligence Manager in Helind company, which focused on developing renewable energy solutions and manufacturing electronic devices related to alternative energy. Here, I leveraged my expertise in business intelligence to improve the company's decision-making process by analyzing and visualizing data. 
Overall, my experience has equipped me with the skills and knowledge necessary to excel in data-driven roles, so I decided to take ""Data Science with Python"" course in which I learned python language, machine learning models, preprocessing methods and so on. After it, I learned SQL for data science, and now, I am challenging my skills and knowledge by solving different kinds of data science tasks. Furthermore, I am still continuing the self-study by learning R language, deep learning algorithms, NLP to broaden my knowledge and skills in this field. By diving into deep of data science area I have broadened my skills and knowledge, so I can easily manage data driven projects as well. I believe that I can contribute significantly to any company, and I am eager to work hard and learn new things in order to develop myself.
I am interested in healthcare, energy, manufacturing, marketing, fintech and retail.
I am only interested in remote jobs."
12477,"
1. Specification, Feature Breakdown Structure, RoadMap, User Stories, Change Requests Log,  Risk Matrix, Sprint Release, SWOT
2. Android, IOS guidelines, UI best practices.
3. Scrum, Kanban, Waterfall, LEAN, RAD
4. Communication plan, Standup, Sprint Planning, Sprint Retrospective.
5. Rest API, Postman.
6. Relational DB, SQL (basic requests), Microsoft SQL Server Management Studio.
7. Excel (pivot tables, basic statistical calculations), Basics of QlikView, QlickSense
8. Axure, NinjaMock.
9. Asana, Redmine, Bitrix24, Trello, Jira.
10. Basics of Google Analytics, Kibana.
11. Python (very beginning).
12. Magento, Wordpress, OpenCart, BPMonline.
13. WayForPay, Bitcoin.
14. Product Management, MVP.
15. Brainstorming, Focus Groups, User Interview
16. Teamwork facilitating, Conflict settlement, Problem solving, 17. Public Speaking, B2B negotiations, Presentation skills.
0 (the  highest priority, ready to rethink all other requirements) - Work with Big Data, AI, AR/VR, games.

1 - Product: interesting, complicated. High workload, new to me technologies.

2 - People-oriented company with progressive perspective, which intend to grow. Company which welcomes initiative, energy, appreciate its team and loves what it does. 

3 - Minimum salary $2200/month, salary review every 12 months"
12478,"- successfull delivery results for Samsung mobile firmware going to factories
- got to implement internal processes and workflow for whole company from development to sales management
- good in preliminary UX and prototyping
Agile, Scrum, Kanban, Project Management, Project planning, budget planning,  wireframes, requirements, use cases, prototyping, Jira, Trello, Axure, MS Project
I'm looking for interesting and challenging project to where I will invest my whole experience for launch and get nice results.
International projects or serious enterprise would be nice.
Startups are welcome.
Pls no e-commerse with Drupal/Magento/etc.."
12479,"
• Business processes description & analysis
• Customer's needs & Requirements elicitation
• Technical documentation creation (User Stories, Use Cases, SRS)
• Requirements management throughout the SDLC
• Act as a team leader (providing guidance and instruction for the team, mentoring, processes creation)
• Project & Team Management, Process improvement, Project Coordination
"
12480,"
Customer Success Project Manager & Business Analyst Revenue Grid
2023-Present

Presale Business Analyst
Soft-Industry Alliance
2022-2023
		BA: Conducted elicitation and completed project documentation.
	BA: Worked with a solutions architect, writing proposals, solutions overviews and value propositions
	BPM: While utilizing BPMN Built, tested, and structured, processes, and tools for Partner Success Management team, interviewed for the position. 
	BPM: Audit of company’s Business Processes. 
	BI: Work on establishment of OKR/KPI base, smart setting and real time management across the org (Excel with Team screens and Dashboards),

Revenue Operations Analyst (PMBA)
OpenText Corporation, Waterloo, Canada
2021–2022
Managed development of CRM and ERP features and supported changes with data. Formed scope, gathered both functional requirements and NFRs. User Story writing. Agile methodologies. Scrum, Waterfall + Kanban. 
	Managed Salesforce releases on CI/CD basis.
	Partnered with internal customers to troubleshoot and solve user issues in Salesforce and SAP.
	Regression testing in ALM, also experienced with building the test cases.
	Developed and maintained customer reports and dashboards for ELT.

Billing Coordinator (Operations Management)
OpenText Corporation, Waterloo, Canada
2018–2021
Supported sales team by reviewing legal, financial, product, and pricing related aspects of each deal submitted via Salesforce. Ensured flawless fulfillment of each deal in SAP ERP working closely with Fulfillment, Customer Support and Renewals Representatives. Set up, Maintained and audited Changepoint engagements and projects
	Directly supported sales organization with any data required, including reports and data sets
	As a part of the Streamline Process Committee sustained continuous improvement in terms of the team's processes.  
	As a Part of SAP Tier 1 group, supported the finance organization for SAP ERP challenges encountered.
	Assisted with finance reconciliations projects (an audit activity).
	Participated in pricing calls,
	Conducted testing activities in ALM (Application Lifecycle Management).
	Documented corporate processes specific to each line of business (SOPs)
•	Provided on-boarding (buddy program as well as global training programs) to junior team members.

Customer Records & Entitlements Associate
Nuance Communications Inc. (Imaging), Waterloo, Canada
2017

Order Fulfillment Clerk
Canadian General Tower, Cambridge, Canada
2016
"
12481,"https://ua.linkedin.com/pub/jane-gurovich/2a/587/a13
I can collect and analyze customers’ requirements and formalize them for development teams; negotiate product delivery terms and conditions; conduct functional testing; create and implement product support procedures; conduct presentations and product awareness sessions; provide first and second level product support.
I could coordinate small or medium sized Dev/QA teams.
I have on hands experience in Agile Methodologies (Scrum) and tools (JIRA, Confluence). Also I have base knowledge and understanding of SQL, HTML, CSS, XML. UNIX-like operating system.
Профессиональный рост. Адекватный менеджмент. Достойная зп."
12482,"My project has some specific. It consists of customizations to the main very large application. Within one day it is possible to switch between 2-4 customizations. It is quite difficult and stressful.
I have been working as a QC Engineer for 6 years. Within this period a lot of work has been connected with functions of Business Analyst and team management, like:
-	thorough analysis of functional requirements with further clarification via Skype, phone meetings or emails;
-	preparation of proposals for the customer based on their expectations;
-	possible product and project risks definition;
-	user guides preparation;
-	last 1.5 years executing functions of QA Leader over QA team consisting of 3-4 team members
My team have been engaged in the customizations of the employee management and timekeeping system. The system consists of a number of modules designed for different purposes: scheduling, timekeeping, vacation and days off management, salary and other payments, personal data, analytics, etc. The final users of the system requested different customizations to some parts or modules of the system. My team analyzed these requests and developed them. 
Approximate amount of customizations done: 40-45
Average duration of customizations: 2 weeks-4 months
Customizations team size: 1-4 team members
As far as my activities have been connected with business analysis and management, I would like to continue improving my skills either in Business analysis or in project management.
I am searching for a remote work for 4-5 hours per day (due to personal reasons) with flexible schedule. Payment is stated for 8-hours work per day.
I would love to improve my skills in business analysis or in project management as I had quite many tasks for just testing. And I definitely don't want customizations any more (like project that consists of 50 separate small projects)."
12483,"I'm an IT specialist with over 10 years of experience in IT industry with expertise in Software (system) maintenance and Support (5 years), software аnalysis (4 years) also project management (1 year). My core strengths include, but are not limited to the following: business awareness and understanding business value, projects coordination, system migrations/integrations, incident and problem management, SQL, SDLC, Jira, Agile, Scrum, Waterfall, focus on results, self-motivation and team motivation, team player, sense of humor, positive thinking.
I have been working as Business Analyst in IT past 4 years. I have experience in such domains: Ecommerce, Logistik, Finance (Banks, worked over 9 years in this field)
Skills:
SQL, communications with clients and team on the requirements, analytic thinking, understanding SDLC, Data Analysis, Atlassian Jira, Confluence, Visio, Balsamiq, Firebase, MS Office, MS SQL Server, Sybase SQL Anywhere, XML, JSON. 
Writing project requirement documentation (PRD, SRS, API specification, A/B testing specification), create any type of diagram (UML, BPMN)
Responsibility as a Business analyst:
* Communicate with stakeholders to understand, collect and analyze the requirements;
* Analysis of concurrent for the purpose of further product improvement
* Creation of various diagrams (BPMN, UML) for a schematic representation of business processes and logic describing future functionality
* Translate business requirements into technical specifications;
* Writing software specifications, instructions, user stories, use-case, API specification, products metrics specification, A/B testing specification, how-to guidelines;
* Implementing a specification template;
* Participating in daily scrum meetings, sprint meetings and retrospective meetings;
* Mediating between business and technical teams;
Experience:
- Business Analyst:
   Epicentr M
      Oct 2020 - present time (4 months)
   Scallium
      Dec 2019 - Oct 2020 (11 months)
   NullGravity
      Sep 2018 - Dec 2019 (1 year 4 months)
   Coreteca
      Aug 2017 - Sep 2018 (1 year 2 month)
- Senior Software Analyst (PM):
  OJS Company ""Universal Bank"" 
      Jun 2013 - Aug 2017 (4 years 3 months)
- Senior Engineer
  Intesa Sanpaolo Group Ukraine (Pravex Bank)
      Jul 2011 - May 2013 (1 year 11 months)
- System administrator
  BMS SERVICE 
      Feb 2011 - Jul 2011 (6 months)
- Lead Software Engineer
   Prominvestbank / Проминвестбанк
      Sep 2007 - Dec 2010 (3 years 4 months)
- Engineer - programmer 
  Nikolaev petroleum
      May 2007 - Aug 2007 (4 months)
- Engineer
  Information Technology. Services & solutions
      Nov 2006 - May 2007 (7 months)
"
12484,"
I have gathered requirements for initiation of the projects (areas public health, M&E and etc.), studied and analyzed business processes within companies (Synergy International Systems, IDeA foundation), and provided recommendations for their improvement. In collaboration with IT Specialists through the MS SharePoint tool, two internal portals were created for both companies, which are currently widely used. I prepared project plans (MS Project), risk management plans, communication plans, budgets for various projects. I have always been acted as a focal point for project status reporting.
"
12485,"SKILLS
- Experience in project management
- Setting tasks according to smart
- Development of a technical description of the project, concepts
Determine the business requirements of the customer and
develop optimal solutions
- Work experience of a business analyst more than 7 years
- Experience in the implementation of automated control systems
- Creation of test plans, test cases, design and execution of
tests, compilation of bug-reports
- Understanding of the process of development of project
documentation (Усе Cases, Business Rules, Functional & NonFunctional Specification)
- Analysis and optimization of business processes
- Experience in managing requirements changes
- Good communication and negotiation skills.
Jira
SQL (basic)
HTML/CSS (basic)
1С
Microsoft Office (Word, Excel, Outlook, PowerPoint)
I'm looking for an opportunity to use the experience for IT at the position of Project manager, business analyst. 
I have more than 12 years of experience in positions of Project manager, business analyst, marketing analyst, analyst, business process analyst in related fields. Higher education in management and project management (Graduated with honors) + QA Manual."
12486,"
My skills highlight revolutionary solutions to problems and cutting-edge technologies. More than 9 years of experience in implementing IT and transformation projects in the following domains: retail, mining engineering, energy industry and auctions for the sale of state property as part of government reforms. Experienced in modeling and analysis of processes, conducting interviews and workshops and documenting requirements with use cases and user stories. Ability to engage professionally with stakeholders using leadership and influencing skills.
Seeking a Business Analyst or Project Manager position in the company with a service or product that provides a meaningful benefit to people - either a significant impact for a few people or a small benefit for a large number of people. I am also attracted to the combination of revolutionary problem solutions and ""cut of the edge"" technologies."
12487,"I've got experience in the position as a BA and PM working in a product company. Managing the development of an online platform for analyzing satellite imagery focused on the international market.
And another I had been working 8 years as engineer and head of group, in the field of spacecraft design. I took part in the development and promotion of promising projects.
- Requirements elicitation, analysis, detailed requirements design;
- Creating use case, user stories and acceptance criteria;
- Requirements management, SRS, backlog tracking and story task description definition experience;
- Analysis of the product, finding the weak and strong sides;
- Market research of the product;
- Conducting competitor analysis;
- Support product documentation.
At the moment, I am looking for a Business Analyst position that would allow me to grow professionally and personally. Working in a progressive and friendly team."
12488,"Launched web application for IT Career planning from the ground up, validated dozens of ideas using interviews and saved million dollars for FinTech startup. Optimized internal processes of B2C company and created a new revenue stream
Senior Business Analyst with 7+ years of in B2C software development of websites and iOS/Android with over 10 years in IT. Launched web application for IT Career planning from the ground up, validated dozens of ideas using interviews and saved millions of dollars for FinTech startup. Optimized internal processes of B2C company and created a new revenue stream. Proficient in requirements gathering methodologies 
I would like to work remotely from my US location with the ability to travel in the USA and Canada as needed.
Located in the USA(TX) and currently seeking a remote position with the USA or Canada client.
I would like to work remotely from my US location with the ability to travel to client's office as often as needed."
12489,"
Senior Business Consultant in EY, Ukraine. Hardworking and disciplined professional with 4-years of experience in business processes optimization, financial, and operational analysis. Key areas of expertise:
- Business Process Modeling in EPC and BPMN notations (MS Visio, ARIS)
- IT Strategy Development
- Data analysis and modeling (advanced MS Excel, MS PowerQuery, and MS Power BI user)
- Development of management reporting
- Review and design of the organizational structure and KPI framework
- Drafting methodologies and operational regulations
- Presentation design (MS PowerPoint)
- Project management 
- Team leadership
"
12490,"Leading the new project - internal standards of global company introduction for Craft Brewery (Prague) ; Implementation and establishment of processes in a new international company;
Solid experience in professional expertise of company's internal quality control; good experience in establishing processes after merge international companies (process description, as-is and to-be business process, automation) ; experience in introduction of a new company for observance of company standards and global policies; rich experience in implementation of business requirements into departments; Solid expert in automation and standardization process (reports); understanding of software development lifecycle; defining business needs, goals, opportunities, analysis, providing possible best solutions; UML&BPMN basic business processes modeling; courses of ""Business Analyst"" Hillel.
Courses of Project Management, courses of Public Speaking.
Interesting projects;  long-term employment; competitive compensation; professional development; bonuses; improved wellness and priductivity; fully equipped workplace; positive culture; flexible working schedule; business trips."
12491,"For the last year:
1) CRM/ERP project implementation;
2) Sales app.

For the last 4 years:
5 awards, Including Agile implementation for 3 teams in one of the Fortune 500 companies.
7+ years of experience as a business analyst and project management with the domain knowledge in: fintech,data manipulation, processing, reporting, QA, CRM/ERP, software development and testing principles.


Solid understanding of:
SCRUM (certified), Software Development Life Cycle (SDLC) processes and methodologies/frameworks (e.g. agile, Waterfall, LeSS, interactive, etc.), Jira, Visio, Cofluence, Aha, Hygger, etc.

Professional experience in:
Technology evaluation, assessment and roadmap development.

Foreign languages:
English, Spanish.
- good reputation;
- challenging environment;
- career progress/development."
12492,"
DATES - July 2020 – present time
POSITION - Business Analyst/Project Manager
COMPANY -WePlay Esports
KIND OF ACTIVITY - Development 


DATES - July 2020 – January  2021
POSITION - Associate Product Manager
COMPANY -WePlay Esports
KIND OF ACTIVITY - Development 

DATES - April 2020 – June 2020
POSITION - Business Analyst Team Lead
COMPANY - E-consulting
KIND OF ACTIVITY - Development of CRM systems

DATES - July 2019 – June 2020
POSITION - Business Analyst
DUTIES:/t
- Documentation (terms of reference, manual, test cases)
- BPMN
- UML
- User story
- ERD
- Testing of the developed functional
- Consultation of programmers during product development 
COMPANY - E-consulting
KIND OF ACTIVITY - Development of CRM systems


DATES - September 2017 - June 2019 
POSITION  - Advertising Manager
DUTIES:
- Setup and launch advertising campaigns
- Control advertising campaigns
- Forecasting volumes for future campaigns
- Analysis of advertising campaigns
- Preparation and submission of report 
COMPANY  - Megogo
KIND OF ACTIVITY - OTT/VOD video service
 

DATES - December 2016 - August 2017
POSITION - office manager
COMPANY - Megogo
KIND OF ACTIVITY - OTT/VOD video service


DATES - February 2016 - December 2016
POSITION - SMM Manager
COMPANY - Social Media Marketing
KIND OF ACTIVITY - Digital agency

DATES - 2011-2016
POSITION  - Tutor of mathematics and physics
"
12493,"Business model development
Business process analytics
SRS documentation
Business development & marketing
People management & education
Content management
* SDLC (Agile/Scrum/Kanban) methodology;
* Business process modelling (BPMN, UML);
* SRS documentation;
* Experience with Jira, Confluence;
* Drafting functional / business / system requirement specifications;
* Problem-Solving;
* Analytical Thinking;
* Strong Communication Skills.
"
12494,"
A person with almost three years of total experience in an IT sphere. Excellence in written and spoken English. Strong communication, analytical skills. I started my career from technical support, communicated with people from different parts of the world. In my current position, I took part in the creation of a new department within the company, helped to establish many processes from scratch(documents' creation, establishing communication with other departments). I analyzed current processes and tried to find ways of improvement. Successfully completed BA courses, where I got a better understanding of SDLC, Requirements management, User stories/Use cases creation, Roadmaps, Vision&Scope documents, Risk management. Got a basic understanding of BPMN, UML diagrams.
A friendly, positive environment with open-minded people.
Regular feedbacks based on my achievements."
12495,"Domains: pharmacy and healthcare, e-commerce, marketing automation, FMCG, photography and video production, social networking, sports management, etc.
Business Analyst/Project manager
1) (Electronic prescriptions issuing and receiving mobile application
Medical Information System (MIS) web service)
Responsibilities:
- Elicit business requirements using interviews, document analysis, requirements workshops, surveys, site visits, business process descriptions, use cases, scenarios, business analysis, task and workflow analysis
- Conduct initial brainstorming and elicitation sessions with clients/integrators/government/doctors/patients
- Market, competitors, and target audience research, definition of competitive advantages, of a design system concept, user portrait, user flow diagram, and customer expectations for cost, volume and time
- Analysis of technical documentation of the eHealth IT system and implementation of requirements for designers and developers, prototyping of mobile/web versions of the product
- Drafting contracts, issuing invoices
- Prepare work breakdown structure for future estimation, assessing risks and work schedule.

2) B2B marketing aUtomation website (beeway.com.ua). Photo shooting and video production website (recartframe.com)
Responsibilities:
- Gathering and analysis of requirements, communication with customers, market, competitors, and target audience research and analysis, definition of competitive advantages, building users portrait, system design concept development, and brand concept development.
- Writing of specification for a WordPress site. prototyping the mobile/web version of the product.
- Drafting contracts, issuing invoices, project plan, timelines, and risks development and management.

Junior Business Analyst/sales manager
Medical messenger mobile/web application
Responsibilities:
- Market and competitor research, target audience analysis, hypothesis definition, testing, brainstorming, writing recommendations for promotional material and sites.
- Formation of a doctors' and patients' database, negotiations with potential customers on the product and new modules, concept development for new services demand creation.
- Writing scripts, building a road map, creating promo videos, leading webinars, off-line presentations on the basis of outpatient and clinical departments, presentations at the All-Ukrainian specialized medical exhibition ""MedExpo 2020"".
- Assistance with tasks and problems faced by other departments: design, development, quality control, marketing, and support.
"
12496,"Performed pre-sale and research activities, gathered and documented the requirements in SRS, created documentation for end-users, customers and developers from scratch on various projects (requirements specifications, acceptance test plans, product description, vision and scope document)
Conducted trainings, presentations and product demos.
Business analyst with a project management and technical writing background. Have worked for product and outsource companies. Attentive to details and dedicated to the project. Have experience in different domains: financial, healthcare, travel, services, video streaming. Created various types of documentation to bridge the gap in communication between the stakeholders; handled various projects from scratch (pre-sale activities, requirements elicitation, planning, prioritisation, supervising)
"
12497,"Courses: 
- Software Processes and Agile Practices (Coursera) 
- Advanced English Course (Green Forest) 
- Agile Planning for Software Products (Coursera) 
- Client Needs and Software Requirements (Coursera) 
- Design Thinking for Innovation (Coursera) 
- Google analytics for beginners (Google Analytics Academy) 
- How to Start a Startup (Stanford University course, Prometheus) 
- Introduction to Software Product Management (Coursera)
Current position: 
Project Manager at US product company for lead generation. 

Responsibilities:
— Roadmap creation and maintainance
— Backlog management 
— Reporting & communication with stakeholders regarding team projects
— Macro- and micro-planning of BA&development&QA phases
— Conducting meetings: daily stand ups, groomings, demo sessions, retrospectives
— Creation and implementation of development processes
— Support of developers, BAs, QAs
— Estimations management
— Release management
— Risk management
— Change requests management
— Participation in performance review process
— Newcomers onboarding
— BA documentation review
— Conducting BA interviews

Also continuing working on BA activities: requirements elicitation and analysis, documentation creation, gap analysis. 

Second position: 
Business Analyst at Online Travel Agency. 

Responsibilities:
— Business case and needs analysis and verification
— Elicitation of business requirements (from the business and tech side)
— Market competitor analysis
— Analysis of business requirements and transformation into tasks for the team
— Creation of the user stories, use cases preparation
— Design and suggestion of the new solutions, logic and flows based on the business needs and requirements, market trends
— Drawing the wireframes and presentation to customer/team
— Requirements organization, requirements tracing, impact analysis, gap analysis
— Backlog management
— Description of the “AS IS” logic and functionality
— Conducting plannings, groomings, estimation sessions, demos
— Support of UX, tech team, UAT, QAs

First position:
Data Analyst at Media Agency.

Responsibilities:
- Database administration
- Creatin custom SQL queries and functions 
- Preparing reports and dashboards
- Data analysis
- Working with specific media software
Looking for an interesting project in a product company to apply all my skills for developing really great and useful software."
