,Modified_gemini-3-pro-preview_of_CV_Modelgemini-3-pro-preview
2585,"**[Your Name]**

**Professional Summary**

Results-oriented Project Management, Marketing, and Sales professional with a proven track record of driving revenue growth and managing successful projects in competitive markets. Offers business process expertise across Marketing, Sales, and IT sectors. Demonstrated ability to collaborate in Agile/Scrum environments and lead international teams effectively. Committed to continuous technical upskilling in Online Marketing, Scrum, Agile Project Management, and Lean Project Management.

**Experience**

**Head of Business Development Department**
*   Achieved a 50% increase in revenue growth within the target market.
*   Managed and directed a team of Sales and Account Managers.
*   Led a major integration project with a third-party software supplier involving a top European ECM software solution.

**Education & Certifications**

*   **International Master's Degree** | Germany
    *   Grade: Very Good
*   **Bachelor's Degree** | Germany
*   **Multilingual Certification** (German/English)

**Skills**

*   **Core Competencies:** Project Management (PM), Business Development, Strategic Marketing, Sales Management.
*   **Methodologies:** Agile, Scrum, Lean Project Management.
*   **Interpersonal:** International Team Collaboration, Cross-Functional Leadership.

**Professional Objectives**

*   Seeking advancement opportunities within a reputable organization.
*   Focused on joining a collaborative environment with competent and congenial colleagues.
*   Interested in roles offering opportunities for business travel and continued skill enhancement."
2586,"**SUMMARY**

Accomplished Account and Project Manager with 7 years of experience in client service, marketing, and media strategy. Proven track record of managing complex client relationships, leading cross-functional teams of over 20 personnel, and overseeing diverse projects ranging from IT development to mass B2B/B2C events. Expertise in operational structuring, budget preparation, and global communications within the media and marketing landscape.

**PROFESSIONAL EXPERIENCE**

**Account Project Manager** | Media Agency Vizeum (Dentsu)
*(1.6 Years)*

*   **Client Relationship Management:** Served as the primary point of contact for local and global client teams, ensuring consistent daily communication and high-quality service delivery.
*   **Project Coordination:** Facilitated the full lifecycle of project and product development, coordinating interactions between the agency and clients to ensure successful approval and implementation.
*   **Media Strategy:** Managed complex media planning strategies across multiple channels, including TV (and TV Sponsorship), Out-of-Home, Radio, and Digital platforms.

**Senior Account Manager** | Marketing Services Agency Adsapience
*(3.1 Years)*

*   **Operational Leadership:** Developed brand and product promotion concepts while building operational process structures. Oversaw seamless collaboration between multiple departments, including product development, creative, digital, production, legal, and logistics.
*   **Team Management:** Led and trained teams of over 20 people, providing quality control for middle managers and supervising large-scale BTL, B2B, and B2C events.
*   **Digital Project Management:** Managed IT projects, coordinating web developer teams for website and application development and supervising National teleconferences.
*   **Account Oversight:** Prepared project budgets and provided comprehensive customer support, coordinating service implementation and problem resolution.

**Account Manager** | Marketing Agency TMA Ukraine
*(1.9 Years)*

*   **High-Volume Project Execution:** Developed and integrated marketing promotions for a major shopping and entertainment center in Kyiv, successfully managing 318 projects with daily foot traffic of up to 55,000 attendees.
*   **Trade Marketing:** Coordinated end-to-end processes for various trade-marketing initiatives."
2587,"**[Your Name]**
[Address/Location] | [Phone Number] | [Email Address]

**Professional Summary**

Account and Project Management professional with specialized experience in the European SaaS market. Expertise in supply chain mapping and risk data verification solutions. Proven track record of managing worldwide supply chain projects, coordinating technical teams, and advising international clients to ensure project success and client satisfaction.

**Professional Experience**

**Account & Project Manager**
*[Company Name], [Location]* | *[Dates of Employment]*

*   Manage accounts and oversee the lifecycle of worldwide supply chain projects for a Dutch SaaS company specializing in supply chain mapping and risk data verification.
*   Serve as the primary strategic advisor to international clients within the European market, providing guidance on software solutions and emerging market trends.
*   Direct cross-functional collaboration by coordinating the IT team to facilitate ongoing project execution and technical delivery.
*   Develop and manage project budgets to ensure financial alignment with organizational goals.
*   Act as the central point of contact for all client inquiries, managing issue resolution and ensuring high levels of client satisfaction.

**Skills**

*   **Core Competencies:** Supply Chain Management, Project Management, Account Management, Client Relationship Management, Budgeting, Risk Data Verification.
*   **Technical Proficiency:** Tableau, Teamleader, MS Office Suite, Proprietary In-house Software."
2588,"**[Your Name]**
**Account Manager**

**PROFESSIONAL SUMMARY**

Dedicated Account Manager with over 8 years of experience at ProfiAds, specializing in advertising and event project management within shopping centers across Ukraine. Proven track record of managing complex logistical challenges, overseeing full-cycle advertising placements, and facilitating communication between high-profile clients and creative teams. Expert in contract negotiation, budgeting, and nationwide campaign coordination.

**PROFESSIONAL EXPERIENCE**

**ProfiAds (Advertising & Event Agency)** | Ukraine
**Account Manager** | June 2015 – Present

*   **Project Lifecycle Management:** Oversee the end-to-end execution of advertising and event projects, managing all aspects of placement including layout creation, contractor selection, installation, and dismantling.
*   **Client & Vendor Relations:** Serve as the primary point of contact for negotiations and contract management, bridging communication between clients, shopping center administration, and third-party vendors.
*   **Financial Oversight:** Manage project budgets and financial tracking to ensure accurate allocation of resources and fiscal compliance.
*   **Logistics & Operations:** Resolve complex logistical challenges, including the import/export of specialized equipment and securing necessary permits for on-site activities.
*   **Nationwide Coordination:** Coordinate on-site meetings, secure placement agreements, and supervise campaign launches in various cities throughout Ukraine.
*   **Cross-Functional Collaboration:** Facilitate workflow between clients and design teams, ensuring seamless layout creation and timely approvals.

**KEY CLIENT PORTFOLIO**

Managed projects for major international and domestic brands, including:
*   Vodafone
*   Davidoff
*   Mary Kay
*   Glo
*   Lays
*   OPPO
*   Vitto Rossi
*   Fellini
*   Vivo"
2589,"**[Your Name]**

**Professional Summary**

Results-oriented Account and Project Manager with over 5 years of experience in product and outsourcing environments. Proven track record of successfully managing the commercial launch of 19 projects while handling multiple priorities under pressure. Expert in Scrum facilitation, financial oversight, and cross-functional team leadership. Committed to building collaborative team environments and seeking a position within a company that values strong team spirit to further drive professional development.

**Professional Experience**

**Account Manager / Project Manager**
*[Dates of Employment] | [Company Name]*

*   **Project Delivery:** Successfully directed the end-to-end lifecycle and commercial launch of 19 projects, managing internal delivery teams to ensure successful execution.
*   **Methodology & Process:** Planned software development processes and controlled execution, including the facilitation of Scrum events across various teams.
*   **Financial Management:** Managed all aspects of project financials, including invoicing processes, budget documentation, and cost efficiency analysis.
*   **Estimation & Planning:** Produced detailed estimates for software implementation requests, defining project goals, costs, scope of work, and efficiency metrics.
*   **Team Leadership:** Built effective and collaborative project teams by controlling staffing processes, managing personnel, and promoting individual and team performance.
*   **Communication:** Orchestrated internal and external project communications, ensuring clarity and alignment between stakeholders and technical teams.

**Core Competencies**

*   **Project Management:** Scrum, Agile Methodologies, SDLC Planning, Scope & Cost Estimation.
*   **Operations:** Financial Management, Invoicing, Documentation, Staffing & Resource Allocation.
*   **Leadership:** Team Building, Performance Management, Interpersonal Communication, Stakeholder Management."
2590,"**Jane Doe**
(123) 456-7890 | jane.doe@email.com

**Professional Summary**

Sales Account Manager with over 4 years of experience specializing in full-cycle account management and client relations. Proven track record of diagnosing customer needs to develop tailored solutions and guiding accounts from initial concept through project completion. Adept at fostering clear communication and acting as a strategic bridge between external clients and internal development teams.

**Professional Experience**

**Sales Account Manager** | [Company Name] | [Dates of Employment]

*   **Account Lifecycle Management:** Direct accounts from project initiation through to completion, ensuring client requirements are met at every stage of the engagement.
*   **Client Relationship Building:** Cultivate and sustain long-term business relationships with customers, serving as the primary point of contact for ongoing support and development.
*   **Needs Analysis & Solution Selling:** Conduct in-depth analysis of customer requirements to identify pain points and develop customized solutions that align with client goals.
*   **Pipeline Management:** Process and qualify verified leads to maintain an active sales pipeline.
*   **Project Scoping:** Collaborate with internal teams to gather specific project requirements and generate accurate, detailed project quotes.
*   **Negotiation:** Lead business negotiations with prospects to successfully close deals and secure contracts.
*   **Communication & Facilitation:** Facilitate strategic business meetings between prospects, existing customers, and internal cross-functional teams to ensure alignment.
*   **Administrative Operations:** Manage financial documentation and workflows, including the timely issuance of invoices.

**Core Competencies**

*   Account Management & Retention
*   Customer Relationship Management
*   Project Lifecycle Management
*   Needs Analysis & Solution Development
*   Contract Negotiation
*   Lead Qualification
*   Project Quoting & Scoping
*   Cross-Functional Communication
*   Invoicing & Administration"
2591,"**PROFESSIONAL SUMMARY**

Results-oriented professional with 1.5 years of experience in Account and Project Management. Proven ability to manage multiple concurrent projects and prioritize tasks to deliver accurate, high-quality work. Possesses strong communication and interpersonal skills, facilitating effective collaboration with internal teams and external clients. Adept at administrative and technical operations, including contract creation, budget preparation, and website testing. Committed to continuous improvement through rigorous results evaluation and problem analysis.

**CORE COMPETENCIES**

*   **Account & Project Management:** Experienced in handling client accounts and managing multiple project lifecycles simultaneously.
*   **Administrative Operations:** Skilled in the creation of contracts, agreements, and comprehensive budget preparation.
*   **Quality Assurance:** Proficient in website testing, problem analysis, and results evaluation to ensure quality deliverables.
*   **Communication:** Strong interpersonal abilities dedicated to fostering team collaboration and client relationships.
*   **Task Management:** Expert in task prioritization and workflow organization."
2592,"**SUMMARY**

Results-oriented Key Account Manager and Project Coordinator with a proven track record in revenue growth, strategic partnership development, and team leadership. Demonstrated expertise in end-to-end account management, P&L tracking, and operational excellence. Recognized for doubling partner revenue, leading large-scale teams of up to 60 personnel, and generating significant quarterly earnings. Committed to ownership, driving business performance through data-driven strategies, and fostering positive growth environments.

**PROFESSIONAL EXPERIENCE**

**Key Account Manager** | Glovo
*   Managed end-to-end strategic partner relationships, overseeing P&L tracking, product integrations, co-marketing initiatives, and operational excellence.
*   Drove partner revenue growth, contributing over €4,000 monthly through the sale of in-app instruments and promotional campaigns.
*   Analyzed KPIs and business performance to ensure Month-over-Month (MoM) growth.
*   Executed, optimized, and analyzed daily campaigns across multiple clients to maximize performance.
*   Served as the primary liaison between internal departments and external partners, translating feedback into improvements for product, marketing, and operations.

**Project Coordinator / Founder**
*   Directed technical and administrative teams comprising 60 personnel, managing the overall vision and scope of the organization.
*   Led a major project involving 400 participants, generating $27,000 in quarterly revenue.
*   Managed inbound and outbound lead generation strategies.
*   Conducted comprehensive training for coordinators and mentored teams to prepare for project participation.
*   Facilitated business education and university admission opportunities for students.

**Key Customer Manager** | Dubai
*   Designed and executed strategic sales plans to promote vendor products and increase sales volume.
*   Served as the lead point of contact for all customer account matters, building and maintaining long-lasting relationships.
*   Negotiated contracts, closed agreements with new leads, and successfully onboarded new customers.
*   Developed and implemented backend website showcases for vendors.
*   Tested and validated hypotheses to ensure successful customer relationship strategies.

**Assets Sales Manager**
*   Generated over $20,000 in asset sales within a three-month period.
*   Oversaw the preparation of a franchise for sale and managed financial reporting.
*   Ensured all product and sales materials remained current and effective.

**KEY ACHIEVEMENTS & AWARDS**

*   **Revenue Growth:** Doubled revenue for the top 10 partners within a 2-3 month period.
*   **Leadership:** At age 21, served as the sole Account Manager for an entire region, coordinating a team of 10 people.
*   **International Recognition:** Selected for the Study US Institutions program for Women Leaders, representing the country in the USA (2019).
*   **Competition Winner:** Winner of the International Case Championship (Almaty, 2018).
*   **Media Feature:** Published a story in a popular local internet resource.

**SKILLS**

*   **Core Competencies:** Account Management, Strategic Sales, Project Management, Partner Development, Campaign Execution & Optimization.
*   **Analysis & Operations:** KPI Analysis, Financial Reporting, P&L Tracking, Strategic Planning.
*   **Leadership:** Team Leadership, Training & Mentoring, Relationship Building, Stakeholder Management."
2594,"**NAME**
[City, State, Zip Code] | [Phone Number] | [Email Address]

**EVENT MANAGER | ACCOUNT MANAGER | PROJECT MANAGER**

**PROFESSIONAL SUMMARY**

Results-driven professional with over 10 years of successful account and project management experience, including B2B and B2C sales. Proven ability to build and maintain strong client relationships, resulting in repeat business and revenue growth without reliance on cold calling. Expertise in team leadership, training, and development, with a track record of building and managing high-performing teams of 8+ direct reports. adept at engaging with networks of 20+ partners to drive project success.

**CORE COMPETENCIES**

*   **Event & Project Management:** Event Sales Management, Project Implementation, BTL Marketing, Startup Development.
*   **Account Leadership:** Client Relationship Management, Partner Engagement (20+ partners), Negotiation, B2B & B2C Sales.
*   **Team Development:** Team Leadership (8+ direct reports), Training & Development, Performance Management.

**PROFESSIONAL EXPERIENCE**

**Event Sales Manager** | Hotel and Restaurant Complex
*Duration: 3+ Years*

*   Successfully sold, coordinated, and implemented over 300 projects, managing the full lifecycle from client inquiry to execution.
*   Achieved up to 200% upsells from primary costs by identifying client needs and offering value-added services.
*   Cultivated long-term client relationships, resulting in consistent positive feedback and repeat business, with key clients returning for 2–8 additional projects.

**Account Manager (BTL)**
*Duration: 5+ Years (inclusive of Event Coordination)*

*   Led personnel selection and training initiatives, directly resulting in team performance that exceeded expectations by 30%.
*   Managed account operations and marketing implementations, ensuring alignment with client goals and project requirements.

**SUMMARY OF QUALIFICATIONS**

*   **Total Experience:** 10+ Years
*   **Event Sales Management:** 3+ Years (Hotel and restaurant complex focus)
*   **Account Management & Event Coordination:** 5+ Years"
2595,"**[Your Name]**
[Your Phone Number] | [Your Email Address] | [Your LinkedIn Profile URL]

**PROFESSIONAL SUMMARY**

Results-oriented professional with extensive experience in international sales and business development. Proven track record in global account management and leadership roles. Possesses strong communication and analytical capabilities with a commitment to continuous professional development. Seeking to leverage background and skills in a dedicated Account Management position.

**CORE COMPETENCIES**

*   **Sales & Strategy:** International Sales, Business Development, Global Account Management
*   **Professional Skills:** Corporate Communication, Analytical Problem Solving

**PROFESSIONAL EXPERIENCE**

**Global Account Management**
*Duration: 2 Years*

**Head of Sales Department**
*Duration: 1.5 Years*

**Sales Manager**
*Duration: 2 Years*"
2597,"**SUMMARY**

Results-oriented Product and Project Manager with extensive experience across diverse industries, including Finance, Logistics, Mobile Games, Services, E-commerce, E-learning, CRM/ERP, Sports, and Entertainment. Proven ability to lead teams, implement Agile methodologies, and drive product success. Expert in product backlog management, annual planning, and stakeholder alignment.

**CORE COMPETENCIES**

*   **Methodologies:** Agile, Scrum, OKR Methodology, Waterfall.
*   **Product Management:** Product Backlog Management, Roadmap Creation, Vision Definition, Feature Prioritization, Launch Planning.
*   **Project Management:** Resource Coordination, Risk Management, Metric Reporting, Timeline Monitoring.
*   **Leadership:** People Management, Distributed & Co-located Team Management, Stakeholder Alignment, Coaching & Mentoring.

**PROFESSIONAL HIGHLIGHTS**

*   **Product Expansion:** Successfully opened a new sales direction for an educational platform, expanding reach from the USA to Australia.
*   **Scale:** Managed teams of 2–20 FTEs across up to 10 projects simultaneously.
*   **Agile Transformation:** Successfully implemented Scrum processes and fostered an Agile mindset within teams.
*   **Strategy:** Created roadmaps and conducted annual evaluations to ensure long-term project health.

**PROFESSIONAL EXPERIENCE**

**Senior Project Manager, Scrum Master, Business Analyst**
*September 2022 – August 2023*

*   Mentored and coached teams on Agile ceremonies, practices, roles, and artifacts to improve efficiency.
*   Facilitated and adapted Scrum ceremonies to meet team needs while ensuring adherence to Scrum values.
*   Identified customer needs, defined product vision, and aligned stakeholders to ensure unified goals.
*   Prioritized product features and capabilities, focusing the team on achieving Sprint and product goals.
*   Established and monitored timelines for product launches.
*   Managed annual planning, OKR methodology, and project progress reporting.
*   Balanced critical issue resolution with competing priorities.

**Senior Project Manager, Scrum Master**
*August 2019 – August 2022*

*   Managed the development processes for web, desktop, and mobile applications.
*   Oversaw multiple projects concurrently, managing co-located and distributed teams.
*   Facilitated and adapted Scrum events and monitored progress to deliver milestones according to demo plans.
*   Conducted One-on-One meetings with team members and supported the team in addressing emerging issues.
*   Managed project risks, issues, and product backlog planning iterations.

**Team Lead Project Manager**
Appus Studio | Kharkov, Ukraine
*May 2019 – August 2019*

*   Selected technologies for project development and planned project architecture.
*   Assisted in project development, including implementing complex tasks and eliminating critical errors.
*   Defined clear goals and priorities while providing technical guidance to company employees.
*   Participated in customer calls, meetings, employee onboarding, and motivation initiatives.
*   Conducted interviews at the request of the personnel manager.

**VOLUNTEERING & ADDITIONAL ACTIVITIES**

*   **Speaker:** A-Level School (April 2019 – Present)
*   **Interests:** Digital Drawing"
2645,"**Project Management & Training**

*   Spearheaded the establishment of a new project workspace within Monday CRM, streamlining daily team updates and collaboration.
*   Mentored and developed five interns, facilitating their transition into integral team members.
*   Designed and launched an external e-learning course on grant writing utilizing the LearnWorlds platform.

**Project Manager**

*   Executed the migration of business data from spreadsheets to Monday CRM, optimizing data management and workflow efficiency.
*   Directed the integration process and conducted comprehensive training for team members on the new CRM system.
*   Standardized the reporting process to drive improved client satisfaction and retention rates.
*   Produced monthly and quarterly reports for clients, highlighting Key Performance Indicators (KPIs) and project milestones.
*   Developed and launched an external e-learning course on grant writing utilizing the LearnWorlds platform.

**Underwriting Manager**

*   Evaluated over 600 application packages from clients and ISOs to ensure accuracy and provide feedback.
*   Analyzed statistical data utilizing specialized software, including Jarvis CRM.
*   Successfully onboarded 95 approved merchant applications into the system.
*   Managed daily communications with a portfolio of new and existing clients.

**Account Manager**

*   Compiled comprehensive application packages utilizing client-provided documentation.
*   Submitted applications to banking partners and liaised with representatives regarding account status.
*   Trained new employees on customer management policies and procedures.
*   Maintained and updated CRM workflows to ensure operational efficiency."
2654,"**[Your Name]**

**Professional Summary**

Dedicated Account Management and Sales professional with a robust background in international logistics and client relations. Proven track record of building enduring client partnerships, resolving complex business issues, and driving revenue growth through strategic account oversight. Skilled in cross-functional collaboration and customer success management across diverse industries.

**Professional Experience**

**Account Manager** | Sparkybit | Germany | 07/2022 – Present

*   Establish and nurture enduring client partnerships to ensure long-term retention.
*   Proactively identify and resolve client complaints to mitigate risks and prevent potential issues.
*   Execute client satisfaction surveys and performance reviews to maintain high service standards.
*   Conduct consistent strategic meetings with customers to drive client loyalty and revenue growth.
*   Collaborate with internal teams to troubleshoot and solve business and technical challenges for existing accounts.

**Account Manager** | DevPals AB | Sweden | 01/2022 – 06/2022

*   Champion customer success and satisfaction through active and transparent client communication.
*   Cultivate status as a trusted advisor for key accounts to strengthen business ties.
*   Manage escalations and resolve challenging client requests effectively.
*   Oversee the timely and successful delivery of solutions aligned with specific customer requirements.
*   Support lead generation initiatives and business development efforts via Upwork.

**Business Sales Manager** | North-wine | Denmark | 11/2017 – 09/2021

*   Prospect and identify new key account opportunities to expand the customer base.
*   Conduct outreach to potential clients to introduce digital platforms and product offerings.
*   Manage product range curation and oversee digital display and merchandising on the website.
*   Consult with existing customers to analyze specific needs and recommend suitable product solutions.
*   Perform wine market monitoring, pricing management, and product database maintenance.

**Head of Logistics** | Gold.ua | Ukraine | 10/2016 – 11/2017

*   Oversee the end-to-end delivery lifecycle and manage accounts receivable across all company branches.
*   Process claims regarding lost or damaged inventory to secure necessary compensation.
*   Mediate and resolve customer disputes regarding delivery timelines to ensure service quality."
2655,"**SUMMARY**

Project Management professional with over 3 years of commercial experience in IT startups and business operations. Background includes leadership roles as a Director and HR Manager within the hospitality and entertainment sectors. Proven ability to manage scope, schedule, and budget while implementing strategic initiatives. Skilled in Scrum/Agile methodologies, business process development, and relationship building.

**CORE SKILLS**

*   **Project Management:** Scrum & Agile Principles, Scope & Budget Management, Task Planning, Contract Management.
*   **Business Operations:** Strategic Planning, Competitor Analysis, Process Development, Decision-Making.
*   **Software & Tools:** MS Office Suite (Excel), Google Workspace, 1C (including 8.3) & Accounting Programs, Client-Bank Systems.
*   **Soft Skills:** Conflict Resolution, Analytical Skills, Relationship Building, Attention to Detail.

**PROFESSIONAL EXPERIENCE**

**Project Manager** | IT Start-up (Online Web Service)
*February 2021 – Present*

*   Manage project scope, schedule, and budget to ensure efficient resource allocation and timely delivery.
*   Plan and control task execution, facilitating team delivery to the Product Owner.
*   Compile and present detailed statistical information to management for ongoing project evaluation.
*   Apply Scrum and Agile principles to streamline workflows.

**Director** | OOO Interlagos (Hotels, Restaurants & Entertainment)
*2020 – January 2021*

*   Directed the analysis, development, and implementation of strategic plans aligned with company goals and objectives.
*   Developed production business processes and conducted in-depth competitor analysis.
*   Oversaw constant monitoring of operational reporting.

**HR Manager** | PrAT Hotel Salut (Hotels, Restaurants & Entertainment)
*April 2016 – May 2019*

*   Managed full-cycle recruitment, including the search and attraction of new staff.
*   Oversaw personnel records management: registrations, transfers, dismissals, and maintenance of work books.
*   Utilized 1C 8.3 for administrative tasks and managed admissions under the MED program.
*   Processed and organized large volumes of personnel data."
2656,"**[Your Name]**
[Your Phone Number] | [Your Email] | [Your LinkedIn Profile URL]

**Professional Summary**

Dynamic Sales and Account Management professional with specialized experience in media buying and high-risk vertical advertising. Proven track record in driving business growth through strategic lead generation and relationship management. Demonstrated leadership capabilities in directing teams, managing technical infrastructure for advertising campaigns, and overseeing end-to-end project lifecycles. Focused on leveraging expertise in the Gambling and Betting sectors to deliver results in fast-paced environments.

**Core Competencies**

*   **Sales & Account Management:** Lead Generation, Client Relationship Management, Negotiation, Dispute Resolution, Payment Solutions.
*   **Media Buying & Operations:** High-Risk Verticals (Gambling/Betting), Campaign Management, Account Farming, Technical Infrastructure (Servers/Proxies/Hosting), App Deployment.
*   **Leadership:** Team Supervision, Recruitment, Performance Management, Payroll & Bonus Calculation, Strategic Planning.

**Professional Experience**

**PAYADMIT** | [Location]
**Sales / Account Manager** | March 2022 – Present

*   Drive business development by generating leads and initiating strategic client outreach to sell specialized payment solutions.
*   Manage the complete sales lifecycle, serving as the primary point of contact to cultivate and maintain strong client relationships.
*   Expertly navigate and resolve complex disputes and conflict situations to ensure client satisfaction and retention.

**ACIDBRO** | [Location]
**Account Manager (Media-buying)** | January 2021 – March 2022

*   Executed and managed comprehensive advertising campaigns with a specialized focus on high-risk verticals.
*   Orchestrated the technical setup and preparation of advertising accounts to ensure campaign stability.
*   Provided critical technical support and infrastructure management, including server and proxy procurement, hosting solutions, app deployment, and account farming.

**[Company Name]** | [Location]
**Head of Department (Media Buying)** | [Dates of Employment]

*   Directed a team of four advertising specialists, ensuring the procurement and allocation of necessary resources for effective media buying.
*   Oversaw daily team operations and strategy implementation over a four-month tenure.

**[Company Name]** | [Location]
**Project Lead (News Project)** | [Dates of Employment]

*   Managed the end-to-end lifecycle of a short-term news project, delivering on all objectives within a strict three-month timeframe.
*   Supervised a team of 8-10 employees, handling all operational aspects including recruitment, interviewing, and quality control.
*   Administered administrative functions such as payroll processing and bonus calculations.

**Target Industry Focus**

*   High-risk advertising, specifically within the Gambling and Betting sectors."
2657,"**[Your Name]**

**Professional Summary**

Versatile professional with a strong background in software testing and front-end web development. Experienced in the full testing lifecycle, from specification analysis to re-testing. Proficient in building responsive web interfaces utilizing semantic HTML, CSS, JavaScript, jQuery, and React. Possesses a solid foundation in application development principles and Agile methodologies. Skilled in project management operations, including technical documentation, Gantt chart and roadmap creation, mockup development, invoice management, and negotiation.

**Technical Skills**

*   **Web Development:** HTML, CSS, JavaScript, jQuery, React
*   **Software Testing:** Specification Analysis, Re-testing
*   **Design & Prototyping:** Mockup Creation
*   **Methodologies:** Agile Development, Application Development Principles

**Project Management & Operations**

*   **Planning & Tracking:** Gantt Charts, Roadmaps, Project Management Tools & Processes
*   **Documentation:** Technical Documentation
*   **Business Operations:** Invoice Management, Negotiation

**Availability**

*   Available for English-language interviews."
2658,"**[Your Name]**
[Your Phone Number] | [Your Email] | [Your LinkedIn Profile URL]

**Professional Summary**

Results-oriented Senior Account and Project Manager with comprehensive experience in end-to-end campaign lifecycle management. Proven ability to oversee diverse media projects—including TVC, OOH, Digital, Retail, and BTL—while strictly adhering to budgets and timelines. Skilled in vendor negotiations, tender processes, cross-functional team coordination, and financial data control for high-profile global clients.

**Professional Experience**

**McCann Kyiv** | Kyiv, Ukraine
**Senior Account/Project Manager** | [Start Date] – [End Date]

*   **Client Management:** Managed full-cycle projects for major international clients including Vodafone, Unicef, and Carlsberg.
*   **Project Execution:** Oversaw campaigns from inception to completion, delivering assets across TVC (specifically local shooting), OOH, and video production.
*   **Vendor & Financial Management:** Directed tender processes and vendor relationships, including brief development, resource selection, budgeting, payment term negotiation, and financial data control.
*   **Team Coordination:** Collaborated closely with internal creative teams to select resources and coordinate successful project implementation.
*   **Reporting:** Generated and delivered comprehensive daily, weekly, and monthly status reports to clients and agency stakeholders.

**Cheil Ukraine** | Kyiv, Ukraine
**Project Manager** | [Start Date] – [End Date]

*   **Client Management:** Served as the dedicated Project Manager for Samsung Electronics Ukraine.
*   **Multi-Channel Delivery:** Orchestrated complex projects spanning TVC, OOH, Retail (POSM), Digital, BTL, and video adaptation.
*   **Operations Management:** Managed the operational scope of projects, including the creation of briefs, tender administration, timeline management, and resource allocation.
*   **Financial Control:** Monitored and controlled all financial data regarding project budgets and vendor payments.
*   **Stakeholder Communication:** Facilitated workflow between internal agency teams and the client, providing detailed progress reports on a daily, weekly, and monthly basis."
2659,"**[Your Name]**
[Your Contact Information]

**PROFESSIONAL SUMMARY**

Project Management professional with 6 years of experience and a Master’s Degree in Project Management. Proven track record of establishing and growing engineering outsourcing businesses, acquiring new customers, and expanding project scopes. Experienced in leading negotiations and sales within IT banking, digital marketing, aerospace, and automotive industries. Offers 3 years of on-site work experience in the United States and possesses IPMA certification. Dedicated to fostering collaborative, open-minded team environments and managing engaging projects within mature corporate cultures.

**CORE COMPETENCIES & TECHNICAL SKILLS**

*   **Project Management Methodologies:** PMBoK, ITIL, Kanban, BPMN
*   **Software & Tools:** Jira, MS Project, Omnitracker, Visio
*   **Languages:** English (Business Advanced – British Council Diploma, 95%)

**PROFESSIONAL EXPERIENCE**

**Project Management & Business Development** | 6 Years

*   **Business Growth & Sales:** Established and scaled a new engineering outsourcing business. Successfully led sales initiatives and negotiations to acquire new customers and expand existing project portfolios.
*   **Project Leadership:** Managed diverse projects across the IT banking, digital marketing, aerospace, and automotive industries.
*   **Process Management:** Directed the documentation of regulations and business processes to ensure operational efficiency.
*   **International Experience:** Gained 3 years of on-site professional experience in the United States.
*   **Team & Culture:** Promoted a collaborative and open-minded team environment while delivering on engaging projects.

**EDUCATION & CERTIFICATIONS**

*   **Master’s Degree in Project Management**
*   **IPMA Certified** (International Project Management Association)
*   **British Council Diploma** – Business English, Advanced (Score: 95%)"
2660,"**NAME**
[City, State, Zip Code] | [Phone Number] | [Email Address]

**PROFESSIONAL SUMMARY**

IT industry professional with a robust background in sales management, customer support, and regional operations. Combines practical management experience with formal training in Project Management methodologies. Skilled in risk management, requirements analysis, and business negotiations. Dedicated to leveraging diverse operational expertise and problem-solving abilities in a project-focused capacity.

**CORE COMPETENCIES**

*   **Project Management:** Methodologies, Risk Management, Requirements Analysis, Issue Resolution.
*   **Business Operations:** Business Negotiations, Conflict Resolution, Public Relations, International/Intercultural Relations.
*   **Communication:** Business Communications, Customer Service, Translations.
*   **HR & Sales:** Sales Management, Recruiting, Talent Acquisition.

**PROFESSIONAL EXPERIENCE**

**Regional Director** | *Current*
*   Act as the primary liaison between the operational team and the company owner, ensuring clear communication of business directives.
*   Oversee organizational documentation, focusing on accuracy and maintenance of records.
*   Facilitate workflow management and reporting structures.

**Customer Support Manager** | *Current*
*   Deliver comprehensive customer support, utilizing conflict resolution skills to manage client relations.
*   Focus on solving issues efficiently to ensure high levels of customer satisfaction.

**Recruiter** | *Previous*
*   Managed full-cycle recruiting and talent acquisition processes.
*   Responsible for identifying and evaluating potential candidates.

**Sales Manager** | *Previous*
*   Directed sales management operations within a dynamic startup environment.
*   Conducted business negotiations and managed client relationships to drive growth.

**EDUCATION**

**Project Management Training**
*   Completed coursework focusing on Project Management Methodologies, Risk Management, and Customer Negotiation.

**LANGUAGES**

*   **English:** Advanced / Professional Proficiency"
