,Modified_gemini-2.0-flash-lite_of_CV_Modelgemini-2.0-flash-lite
98396,"**[Your Name]**

**Summary**

Results-oriented UI/UX designer with eleven months of continuous development, proficient in creating engaging and user-friendly web experiences. Expertise in Figma, Photoshop, and Illustrator, with experience in Webflow and After Effects. Passionate about web design and dedicated to achieving project goals with a unique, creative style.

**Skills**

*   UI/UX Design
*   Figma (Components, Variants, Auto Layout, Constraints)
*   Photoshop
*   Illustrator
*   Webflow
*   After Effects

**Projects**

*   **Roofing Materials Plant Website Redesign:** Transformed an outdated multi-page site into a modern, convenient landing page with an engaging structure.
*   **Tea Studio Landing Page:** Developed an attention-grabbing, stylized landing page designed to provide information and offer an aesthetic experience.
*   **Board Game Online Store:** Incorporated AI elements.
*   **Multiplex Application Improvement Project:** Conducted detailed UX research and proposed solutions to address application inconveniences.

**Experience**

*   **UI/UX Designer** (Eleven months of continuous development)
*   Consistently developing web design skills.

**Location**

*   Ukraine
"
98397,"**Skills**

*   HTML5, CSS3 (Responsive and Adaptive Design)
*   SASS/LESS
*   Flexbox
*   GIT
*   JavaScript (Basic Knowledge)
*   React.js (Component-Based Development)
*   Bootstrap
*   Adobe Photoshop, Illustrator, InDesign
*   Procreate
*   Figma

**Experience**

*   Freelance Illustrator/Portrait Artist (Multiple Years)
    *   Managed client projects and prioritized tasks.
*   Remote 2D Character Creation for Training Videos

**Summary**

*   Combines design skills with an understanding of developer workflows.
*   Focused on UI/UX design, integrating art, design, and front-end development.
*   Dedicated to continuous professional development.
"
98398,"**[Your Name]**

**Summary**

Highly motivated and responsible individual with a passion for user-centered design. Adept at creating simple, understandable, and user-friendly interfaces. Experienced in the end-to-end design process, including research, user flows, wireframing, and prototyping.

**Skills**

*   Design
*   Figma
*   Prototyping
*   3D Modeling

**Experience**

*   Freelance
"
98399,"**[Your Name]**
[Your Phone Number] | [Your Email Address] | [Your LinkedIn Profile (Optional)] | [Your Portfolio Link (Optional)]

**Summary**

[Optional:  Add a brief, compelling summary highlighting your skills and career goals.  If you have no prior work experience, you can summarize your key skills.  Keep it concise and relevant to the jobs you are applying for.]

**Experience**

*   **Freelance Artist** | January 2019 – August 2021
    *   Created paintings, portraits, and logos based on client specifications.
*   **Assistant Architect** | June 2022 – August 2022
    *   Developed architectural project layouts using computer software.
    *   Produced project plans.
*   **Translator** | Marriage Agency | April 2023 – August 2023

**Skills**

*   Painting
*   Portraiture
*   Logo Design
*   Architectural Layout Development
*   Project Planning
*   [Add any other relevant skills, such as software proficiency, languages, or design principles.  If you have no skills, omit this section.]

**Education**

*   [List your education here: Degree, University, Dates of Attendance. If you have no formal education, you may omit this section.]

**Other**

*   UI/UX Design Internship (6 months)
"
98400,"**[Your Name]**

**Summary**

*   International Exchange Program Volunteer
*   Volunteer at ""BookForum"" and ""Children BookForum""

**Experience**

*   **Freelance Graphic Designer, Hilding Company**
    *   Developed brand stories, icons, and product graphics for Amazon store.
*   **Content Creator and Photographer, Sport Clothing Shop**
*   **Photographer, Restaurant**
    *   Proficient in Figma and Adobe Photoshop.
    *   Experience with Zeplin and Webflow.
    *   Website creation experience.
"
98401,"**Jane Doe**
(123) 456-7890 | jane.doe@email.com | LinkedIn Profile URL (Optional)

**Summary**

Results-oriented Web and UI/UX Designer with experience in creating user-friendly and visually appealing online platforms and marketing materials. Proven ability to collaborate within development teams and contribute to the design and testing of user interfaces.

**Experience**

**Freelance | Implants & Surgeries** | Web Designer, UI/UX Designer | 2022 – 2023

*   Collaborated with an IT company to design online stores, service platforms, and landing pages.
*   Contributed to the development of UX processes.
*   Performed manual UI/UX testing.

**Famart Group** | Web Designer, UI/UX Designer | 2021 – 2022

*   Designed a platform for the sale of goods.
*   Created website designs and advertising banners.
*   Performed photo retouching for site content.
*   Participated in UI/UX development and user flow optimization.
"
98402,"**[Your Name]**
[Your Contact Information]

**Summary**

Results-oriented Project and Product Manager with four years of experience leading and delivering successful projects, including the simultaneous management of 74 websites and the development of mobile applications. Proven ability to manage all stages of development. Seeking a company to further develop design skills and contribute to impactful projects.

**Experience**

**Freelance — UI/UX Designer**
*   Landing page design
*   E-commerce website design
*   Prototyping
*   Website layout on Tilda
*   Logo and corporate identity creation
*   Business card and advertising banner creation

**Netpeak Group — UI/UX Designer**
*   Designed blogs and websites for various topics
*   Designed landing pages on Tilda
*   Created logos

**Netpeak Group — Project/Product Manager**
*   Managed a team of mobile app and website developers
*   Performed manual product testing
*   Managed workflow: technical tasks, prototyping, design, development, testing, and production
*   Established communication channels between project stakeholders
*   Organized retrospectives, backlog grooming, and planning poker for project time estimation
*   Created prototypes
*   Utilized analytics tools (Google Analytics, AppsFlyer)
*   Conducted competitor analysis (App Annie, Alexa, Sensor Tower)

**Education**

Projector School — Design Courses (4 completed)

**Skills**

*   Project Management
*   Product Management
*   UI/UX Design
*   Prototyping
*   Web Design (Tilda)
*   E-commerce Design
*   Logo Design
*   Corporate Identity Design
*   Mobile Application Development
*   Workflow Management
*   Stakeholder Communication
*   Agile Methodologies (Retrospectives, Backlog Grooming, Planning Poker)
*   Analytics (Google Analytics, AppsFlyer)
*   Competitive Analysis (App Annie, Alexa, Sensor Tower)

**Desired Opportunities**

Seeking a company with interesting projects, opportunities for professional growth, well-organized management processes, a comfortable work environment, and a friendly team. Aspiring to join a company that prioritizes results, has clear goals and a mission, and focuses on employee and societal development through its products and values.
"
1747,"**Summary**

Results-oriented entrepreneur with eight years of experience as a self-employed business owner. Demonstrated ability to launch, manage, and successfully exit ventures, including a chain of coffee shops and an export-focused 3D printing production facility.

**Skills**

*   **Business & Operations:** Prioritization, Goal Setting, Project Planning, Organization, Budget Management, Delegation, Task Performance Monitoring, Risk Management, Team Management, Decision-Making, Time Management, Customer Needs Identification, Consensus Building.
*   **Project Management:** Knowledge of SCRUM methodologies, Understanding of Agile, Scrum, Kanban, Waterfall.
*   **Technical:** 3D Modeling (Blender - Junior: Modeling, UV mapping, Animation), Linux Node Operating, Game Design (Theoretical Foundations, Basic understanding of UE4 and Unity).
*   **Soft Skills:** Critical Thinking, Communication, Coaching.
*   **Language:** English - Intermediate (B1)

**Experience**

*   **Self-Employed Entrepreneur** | [Dates: 8 years]
    *   Successfully launched and operated a chain of coffee shops.
    *   Managed the sale of the coffee shop chain.
    *   Established and operated an export-oriented production facility utilizing 3D printing technologies.
"
1784,"**Summary**

A versatile professional with experience across diverse creative and marketing disciplines. Possessing a strong foundation in 3D art, graphic design, and video production, complemented by experience in digital marketing and event organization. Demonstrated ability to thrive in dynamic environments and a commitment to continuous learning.

**Experience**

*   **3D Artist:** Created visually stunning and realistic 3D models and animations.
*   **Graphic Designer:** Developed compelling visual assets for various projects.
*   **Videographer/Video Producer:** Captured and edited high-quality videos, crafting impactful visual narratives.
*   **Digital Marketing:** Strategized and executed effective marketing campaigns, utilizing digital marketing tools to drive engagement, enhance brand awareness, and generate leads.
*   **Event Organizer:** Organized a music art festival in Azerbaijan, showcasing regional music culture. Contributed to the promotion of the DokuBaku International Documentary Film Festival.
*   **Start-up Engagement:** Gained experience working with start-ups, developing an entrepreneurial mindset and adapting to fast-paced environments.

**Skills**

*   3D Art
*   Graphic Design
*   Video Production
*   Digital Marketing
*   Event Organization
*   Start-up Experience
"
2476,"**Summary**

Client Success Manager experienced in fostering the health and growth of large, US-based enterprise accounts. Proven ability to manage multiple accounts concurrently, collaborating with dedicated engineering teams (30-50 individuals) to achieve client success and drive account expansion.

**Experience**

*   **Client Success Manager**

    *   Managed all aspects of client relationships, including account health and growth, for multiple enterprise-level accounts.
    *   Developed and implemented strategies and processes to drive account and team growth.
    *   Mentored and inspired team members, fostering their professional development.
    *   Managed accounts with diverse engagement models.
    *   Analyzed client business needs, providing roadmap assistance to achieve strategic goals.
    *   Participated in the entire opportunity lifecycle, including proposal and SOW development.
    *   Expanded partnerships with existing clients.
    *   Delivered executive-level reporting and business reviews.
    *   Performed project scope analysis and managed risks and issues.
    *   Provided team management and coaching.
    *   Demonstrated practical knowledge of software development methodologies and the software development lifecycle.

**Skills**

*   Client Relationship Management
*   Strategic Planning
*   Business Development
*   Project Management
*   Team Leadership
*   Communication & Interpersonal Skills
*   Software Development Methodologies
*   IT Background
*   Platform Experience: Salesforce, IBM Websphere, Magento
"
2515,"**Summary**

Driven professional with experience in customer relations, project coordination, and sales, seeking opportunities in project management. Proficient in troubleshooting, client communication, and utilizing project management and business software.

**Skills**

*   Customer Relationship Management
*   Troubleshooting
*   Project Coordination
*   Client Communication
*   Sales
*   Retention
*   Documentation (Agreements, Contracts, Invoices)
*   Zoho
*   Jira
*   Confluence
*   SAP
*   1C

**Experience**

*   **Key Responsibilities (across multiple projects):**
    *   Cultivated and maintained strong, enduring customer relationships.
    *   Resolved customer issues effectively.
    *   Coordinated projects related to client platform integration and service interaction.
    *   Facilitated communication with development teams.
    *   Managed sales and retention initiatives.
    *   Handled sales documentation, including agreements, contracts, and invoices.
"
2517,"**Summary**

Results-oriented professional experienced in project management and client relations, adept at managing up to 15 concurrent projects. Proven ability to identify client needs, promote solutions through upselling and cross-selling, and cultivate lasting customer relationships.

**Experience**

*   Managed up to 15 simultaneous projects, overseeing work processes, timelines, and deliverables.
*   Communicated project progress and potential risks to stakeholders through regular updates.
*   Successfully upsold and cross-sold solutions by understanding client needs.
*   Built and maintained long-term client relationships.
*   Handled inbound inquiries and initiated contact with potential clients through outbound efforts.
*   Presented proposals, guided sales cycles to completion, and prepared agreements.
"
2529,"**[Your Name]**

**Summary**

Highly motivated and analytical individual seeking opportunities that foster professional development and personal advancement. Dedicated to a strategic approach: Think, plan, and achieve.

**Experience**

*   Diverse roles focused on communication, collaboration, and project management.
*   Career interests centered within the communication, teamwork, and project management fields.

**Skills & Attributes**

*   Teamwork
*   Communication
*   Project Management
*   Relationship Building
*   Strategic Thinking

**Approach**

Committed to building respectful and transparent relationships to facilitate mutually beneficial outcomes.

**Contact**

[Your preferred contact information: Phone number, email address, and/or LinkedIn profile URL]
"
2538,"**[Your Name]**
[Your Phone Number] | [Your Email Address] | [Your LinkedIn Profile URL (Optional)]

**Summary**

Results-oriented and dedicated recent graduate adept at completing extensive market research, negotiating with suppliers, developing and implementing cost-saving plans, and executing supply chain-related activities. Possesses critical thinking skills and the ability to remain calm in stressful situations. Seeking challenging opportunities.

**Experience**

*   **Supply Chain & E-commerce Projects** | [Company Name (If Applicable)] | [Dates of Employment]

    *   Managed re-import processes to the US, minimizing tax liabilities.
    *   Spearheaded logistics improvements, contributing to company cost savings.
    *   Negotiated with Asian suppliers to enhance product quality, leading to demonstrable improvements.
    *   Led the successful closure of the eBay expansion project.
    *   Handled diverse Amazon-related projects, including market expansion (new countries and marketplaces), legal document preparation, EU organization registration, product quality improvement, supply chain optimization, and strategic planning.
    *   Successfully managed multifaceted projects requiring the acquisition of new knowledge and strategic planning.

**Skills**

*   Market Research
*   Supplier Negotiation
*   Cost-Saving Plan Implementation
*   Supply Chain Management
*   E-commerce Operations (Amazon, eBay)
*   Critical Thinking
*   Problem Solving
*   Project Management
*   [Add any other relevant skills from your original resume or implied by your experience]

**Education**

[Your Degree] | [Your Major] | [University Name] | [Graduation Date]
"
2551,"**Summary**

A professional with a strong understanding of business-specific features and the Software Development Life Cycle (SDLC), possessing deep knowledge in Data Privacy, Intellectual Property, Commercial and Contract law. Demonstrated managerial and recruitment experience, along with developed organizational skills, including attention to detail and multitasking. Proven ability to build relationships within a team and work with international companies and customers. Seeking an Account Manager role.

**Experience**

*   **Project Manager Assistant, Vayosoft Team**
    *   Managed Contracts, RFPs, and RFIs.
    *   Collaborated with procurement, participating in negotiations with suppliers and evaluating contractors.
    *   Organized team meetings, follow-ups, action lists, and prepared reports and presentations for upper management.
    *   Participated in the creation of new projects from inception through MVP to the improvement of working applications.

*   **Legal Counsel, Benish Group**
    *   Addressed corporate policy matters and analyzed and minimized legal risks, providing recommendations.
    *   Collaborated with internal and external teams (developers, analysts, marketing managers, and leadership) to reduce legal risks.
    *   Communicated with customers, business partners, and service providers from various jurisdictions.
    *   Prepared Rules for the provision of services (offers), Privacy Policies, and Terms of Use for Applications under GDPR rules.
    *   Participated in product development and optimized business processes across the group of companies.
    *   Implemented legal compliance in areas including personal data protection, intellectual property, PR and marketing, sales, payments, and consumer rights.
    *   Organized and maintained contractual activities, including legal expertise and drafting of contract texts according to local legislation and company standards.

**Skills**

*   SDLC
*   Data Privacy
*   Intellectual Property
*   Commercial Law
*   Contract Law
*   Managerial Methodologies
*   Contract Management
*   Legal Compliance
*   Multitasking
*   Teamwork
*   International Communication
"
2553,"**Summary**

Possessing a comprehensive understanding of business management principles and the IT industry, gained through experience in both positive and negative aspects. Seeking a Project Management role to leverage acquired theoretical and practical knowledge.

**Experience**

*   **Project Manager (Outstaff Projects)**

    *   Managed projects, demonstrating leadership and team motivation to foster a positive work environment.
    *   Conducted performance reviews and monitored sprint processes.
    *   Recruited and onboarded new employees, including interviewing for technical and non-technical roles.
    *   Managed client relationships, including negotiation and conflict resolution.
    *   Prepared company presentations and estimation documents.
    *   Communicated with partner companies.
    *   Provided customer support from initial contact to project completion.
    *   Sourced outstaff projects.
    *   Prepared documentation for outstaff deals.

*   **Business Development Manager**

**Skills**

*   People Management
*   Leadership
*   Motivation
*   Recruitment
*   Account Management
*   Negotiation
*   Conflict Resolution
*   Client Communication
*   Documentation
*   Project Estimation

**Objective**

To secure a Project Manager position within an outsource company, focusing on B2B projects with international clients to further develop project management skills.
"
2554,"**Jane Doe**
*Summary*

Highly motivated professional with 4 years of successful B2B international communication and sales experience, seeking an account or junior PM role in the development/design field. Possesses excellent oral and written presentation skills, team-building abilities, and a proven track record of successful teamwork. Eager to contribute to a creative and determined team, utilizing and developing skills in business solutions, web & mobile UI/UX, prototyping, and cross-cultural communication.

*Skills*

*   B2B International Communication (4 years)
*   Sales Experience (4 years)
*   Account Management
*   Oral and Written Presentation Skills
*   Team Building
*   Public Speaking
*   Communication Skills
*   Management Skills
*   Problem-Solving Skills
*   Web & Mobile UI/UX Design (Basic)
*   Prototyping (Basic)
*   Agile Methodologies (SDLC)
*   Business Analytics
*   Cross-Cultural Communication

*Education*

*   Master's Degree in Foreign Economics

*Certifications*

*   Business Analytics Course Completion
*   Web & Mobile UI/UX Design Course Completion

*Tools*

*   CRM
*   Google Docs
*   Figma
*   Axure RP
*   Coggle
*   Adobe Ps
*   Canva
*   Trello
*   Slack

*Experience*

*   4 Years B2B International Communication (Account and Sales Experience)

"
2555,"**[Your Name]**
[Your Contact Information: Phone Number, Email, LinkedIn Profile URL (Optional)]

**Summary**

Highly experienced professional with a proven track record in sales, customer support, and project management within international and technology-driven environments. Adept at utilizing various CRM and project management tools. Seeking a role that offers income stability, opportunities for professional growth, and a positive work environment.

**Experience**

*   **Sales Assistant**
    *   International Companies, Chemical Raw Materials Distribution Industry
    *   5 years

*   **Customer Support/Account Manager & Support Team Lead**
    *   EdTech Company (Western Market: Western Europe and USA)
    *   5 years

*   **EdTech Project Manager**
    *   Secondary and Higher Education (Western Market)
    *   1 year
    *   Responsibilities included lead generation, outbound sales, and support.

**Skills**

*   Proficient in: IBS, SAP, Zoho, Confluence, Jira, Kommo CRM, Canva
*   Working knowledge of programming concepts (Java)

**Desired Attributes**

*   Income Stability
*   Professional Growth
*   Healthy Atmosphere
"
2556,"**Account Manager**

*   Communicated with clients via email, cold and hot calling.
*   Participated in product demonstrations and application testing.
*   Created and maintained company profiles within the application.
*   Provided client support, addressing questions and inquiries.
*   Increased client engagement with the product and facilitated its effective utilization.
*   Developed website content, including blogs and tutorials. Examples available upon request.

**Sales Support Agent**

*   Conducted market investigation and research within the Ukrainian and Russian markets.
*   Assisted a British company in expanding to the Eastern European market.
*   Engaged in communication with business owners and representatives.
*   Performed B2B sales activities.
*   Prepared and submitted required reports.

**Customer Support Agent**

*   Resolved customer service issues for thousands of customers.
*   Communicated with customers in the USA, Canada, and Great Britain via telephone and email.
*   Provided solutions to customer service issues.
*   Managed customer profile and subscription adjustments.
*   Processed refunds as required.
*   Ensured customer satisfaction.
*   Utilized CRM systems.
*   Conducted quality assurance by analyzing calls from the outsource company.
*   Corrected system errors.
*   Followed up with customers to ensure satisfaction.
*   Prepared and submitted required reports.
"
2577,"**[Your Name]**
[Your Contact Information]

**Summary**

Results-oriented professional with experience in project coordination, e-commerce management, and talent acquisition. Proven ability to optimize workflows, manage databases, and deliver high-quality results.

**Experience**

**Project Coordinator** | Upwork Premium Services Team
*   Measured service efficiency through contrastive analysis and reporting.
*   Provided overall administrative support for the program.
*   Imported and maintained lead data in Salesforce.
*   Monitored and reported team activity on overdue tasks/tickets.
*   Handled high-value escalations from internal teams.
*   Revised and improved existing processes.

**Online Store Project Manager** (Remote)
*   Optimized workflow through high-quality customer service and result-oriented task management.
*   Managed backend admin panel.
*   Managed hosting infrastructure (dedicated servers and businesses, 1st line support).
*   Managed dispatch.
*   Resolved support tickets.

**Talent Agent Admin & Talent Specialist**
*   Sourced talent for Upwork internal teams and clients.
*   Conducted video interviews with Upwork freelancers.
*   Created and handled Jira tickets.
*   Optimized operations to improve efficiency and quality.
*   Created, maintained, and improved SOP documentation.

**Magento E-Commerce Project Manager**
*   Created and assigned tasks to the development team, improving UI optimization.
*   Collaborated with the SEO and marketing team.
*   Conducted performance review meetings.
*   Established cooperation with manufacturers/suppliers worldwide and set them up as vendors.
*   Managed stock, configured payment, shipping methods, and shipping rates in Magento.
*   Managed orders, dispatch, and refunds.
*   Handled customer inquiries and resolved complaints.
"
2582,"**[Your Name]**
[Your Contact Information]

**Summary**

Highly motivated individual with a PhD in Economics (Candidate of Economic Sciences), possessing experience in project management, program development, and client relations. Proven ability to analyze complex information, develop strategic plans, and drive successful outcomes. Passionate about contributing to organizations with a meaningful mission and creating positive impact.

**Education**

*   **PhD in Economics (Candidate of Economic Sciences)**, 2018

**Skills**

*   Project Management
*   Program Development
*   Client Relations
*   CRM Systems
*   Marketing
*   Analysis & Interpretation
*   Communication (Written & Verbal)
*   Website Administration
*   LMS (Learning Management System)
*   Budgeting

**Professional Experience**

*   **Project Manager**, Ukrainian Social Academy, July 2019 – March 2020
    *   Conducted competitor analysis, product analysis, and promotion analysis.
    *   Formulated interview questions, conducted in-depth interviews, and analyzed results.
    *   Developed client profiles (Target Audience), segmentation, and identified needs and value propositions.
    *   Created product concepts (educational program): structure, objectives, topics, outcomes, and expert involvement.
    *   Defined requirements for experts (lecturers), analyzed proposals, and negotiated program updates.
    *   Developed and coordinated the product promotion plan.
    *   Drafted Facebook posts.
    *   Created a provisional budget for the product.
    *   Communicated with clients, defined and analyzed their needs.
    *   Tested the company website.
*   **Project Manager**, EdEra, April 2019 - May 2019
*   **Account & Project Manager**, Kyiv-Mohyla Business School [kmbs], May 2016 - July 2018
    *   Managed Executive Development Programs (the Projects) from scheduling and promotion to retrospective and improvement suggestions.
    *   Managed multiple projects simultaneously.
    *   Identified client expectations, needs, and goals, providing advice.
    *   Managed client relationships, delivering excellent service and support.
    *   Coordinated with Marketing and Finance departments.
    *   Developed marketing plans for the Programs.
    *   Represented the school at external events for business development and client communication.
    *   Collected client feedback for product improvement and client advising.
    *   Suggested Program improvements and provided program results retrospectives to senior staff.
    *   Coached new team members on processes.
    *   Coordinated and prepared promotional materials and mailings.
    *   Administered the company website.
    *   Worked with CRM & analytics, and contributed to CRM system development.
    *   Worked with LMS (Learning Management System).

**Key Achievements at Kyiv-Mohyla Business School [kmbs]**

*   Suggested improvements to the medium-term program logic, enabling participants to implement changes in their businesses more easily, leading to a better understanding of the content.
*   Selected to the team implementing the new CRM system, responsible for testing, bug reporting, and interface design based on departmental processes and needs.
*   Appointed to the commission evaluating participants’ graduation projects on the medium-term program.

**Additional Skills & Experience**

*   IELTS Academic Test Score: 7.0 (2011, 2014)
*   Participant of the Internship Program at the Presidential Administration of Ukraine (USAID Rada Program and Interns' League)
*   Completed online courses at Coursera: “An Introduction to Marketing”; “Critical Perspectives on Management”; “Critical Thinking in Global Challenges”; “A Beginner's Guide to Irrational Behavior”; “Games without Chance: Combinatorial Game Theory”; “Fundamentals of Global Energy Business”.
"
2583,"**Genesis - Sendios.io**

*   Rebuilt the account flow for managing clients' tasks for the whole team.

**Coreteka**

*   As Product Manager, launched the updated version of the company website.

**BitMedia - Sales and Account Manager**

*   Achieved a 20% growth in advertiser cost through the whole network.
*   Set up the Pipedrive CRM system.

**MGID - User Acquisition Manager**

*   Closed twice the number of clients for three consecutive months compared to colleagues.
*   Conducted team education through presentations and delivery.

**Summary**

Experienced account and digital marketing professional with over four years of experience in B2B/B2C, specializing in AdTech and Crypto products. Skilled in email marketing, communications, and digital marketing project management. Motivated by fast-paced environments, strong teams, and challenging tasks. Seeking to transition into user retention or product development.

**Current Role**

Account Project Manager at Genesis on the Sendios.io project.

**Career Goals**

Project Manager or Retention Manager.
"
2584,"**Summary**

Highly organized and results-oriented professional with extensive experience in project management and digital marketing. Proven ability to manage multiple projects simultaneously (up to 56) while adhering to budget and scope. Adept at all aspects of project management, including planning, budget management, and client communication. Demonstrated success in training and mentoring, and a strong understanding of business principles.

**Experience**

*   **Lead Account Executive**

    *   Established and developed strong partnerships and collaborations to advance company strategic priorities.
    *   Developed techniques to attract prospective customers and retain existing clients.
    *   Conducted market research and analysis to inform detailed business plans for sales opportunities.
*   **Middle Project Manager**

    *   Coordinated and managed multi-functional project teams (10-15 members) to ensure successful marketing campaigns.
    *   Oversaw strategic goals and tactical decisions through weekly cross-functional meetings.
    *   Mentored Junior Project Managers.
*   **Project Management Expertise**

    *   Managed 143 projects with a total budget of $310,000.
    *   Utilized project management tools including Teamwork, Asana, and Notion.
    *   Created and conducted training on negotiation techniques and troubleshooting for company employees.
    *   Mentored 3 project managers, advancing one to a middle level position.
    *   Proactive self-starter with a strong understanding of business principles.
    *   Extensive experience in building, maintaining, and running digital marketing campaigns.
    *   Experienced in working directly with clients to ensure project goals are met within scope and budget.
"
2585,"**[Your Name]**

**Summary**

Result-oriented PM, marketing, and sales professional with a proven track record of managing successful projects and increasing revenue growth in competitive markets. Experienced with business process expertise in Marketing, Sales, and IT.

**Education**

*   International Master's Degree, Germany, ""Very Good"" grade
*   Multilingual Certification: German/English
*   Bachelor's Degree, Germany

**Professional Experience**

*   **Head of Business Development Department**
    *   Managed a team of sales and account managers.
    *   Increased revenue growth in the respective market by 50%.
    *   Managed a large integration project with a third-party software supplier (Top European ECM Software Solution).

**Skills**

*   Agile/Scrum Environment
*   International Teams
*   Online Marketing
*   Project Management (Agile, Lean)

**Professional Interests**

*   Seeking opportunities to advance within a reputable company.
*   Desire to collaborate with competent and congenial team players.
*   Interest in travel and professional development.
*   Continued development of technical background, with a natural curiosity for new information technologies.
"
2586,"**Summary**

Results-oriented professional with 7 years of experience in client service and project management, encompassing media planning, account management, and team leadership. Proven ability to coordinate projects, manage client relationships, and drive successful marketing initiatives.

**Experience**

**Account Project Manager**
Media Agency Vizeum (Dentsu) - (1.6 years)

*   Coordinated interactions between the agency and clients throughout project development, approval, and implementation.
*   Provided daily communication and client service to local and global client teams.
*   Managed complex client relationships within the media landscape, including planning media strategies across TV (including TV Sponsorships), Out-of-Home, Radio, and Digital channels.

**Senior Account Manager**
Marketing Services Agency Adsapience – (3.1 years)

*   Managed accounts, including developing brand/product promotion concepts, building operational process structures, providing daily customer support, and preparing project budgets.
*   Managed IT projects, coordinating web development teams for websites and app development, and overseeing national teleconferences.
*   Managed operations, including continuous communication with 4-5 cross-functional teams (product development, creative, digital, production, legal, logistics, etc.) and participation in all procedural processes.
*   Led teams, including managing mass BTL, B2B, and B2C events, partner integrations, coordinating teams of 20+ people, and training and quality control of middle managers.
*   Provided customer support, including coordinating the implementation of services for clients and resolving issues.

**Account Manager**
Marketing Agency TMA Ukraine – (1.9 years)

*   Developed and integrated marketing promotions for a shopping and entertainment center in Kyiv.
*   Managed 318 projects with daily attendance of up to 55,000 people.
*   Coordinated various trade-marketing projects, managing all processes.
"
2587,"**[Your Name]**
[Your Contact Information]

**Summary**

Account and project management professional experienced in the European SaaS sector, specializing in supply chain mapping and risk assessment software. Proven ability to advise international clients, manage projects, and ensure client satisfaction.

**Experience**

*   **[Company Name]** (Dutch SaaS Company)
    *   Account and Project Manager
        *   Managed client accounts and projects.
        *   Advised international clients on software solutions and market trends.
        *   Prepared budgets.
        *   Coordinated IT team.
        *   Served as primary contact for client inquiries and issue resolution.
        *   Responsible for client satisfaction.
*   **Target Market:** Europe
*   **Supply Management:** Worldwide

**Skills**

*   Supply Chain Software
*   Teamleader
*   MS Office Suite
*   Tableau
"
2588,"**[Your Name]**
**Account Manager**

**ProfiAds (Advertising & Event Agency)** | June 2015 – Present

**Summary**

Managed advertising and event projects within shopping centers across Ukraine.

**Key Responsibilities**

*   Managed project documentation, including client negotiations, contract finalization, and communication with clients and shopping center management.
*   Oversaw project budgets.
*   Coordinated on-site meetings, placement agreements, and launch supervision in various cities.
*   Managed team collaboration, including communication with designers for layout creation and client approval.
*   Developed advertising placements, including print layout creation, contractor selection, installation coordination, and logistical problem-solving (import/export), permission acquisition, and installation/dismantling oversight.

**Projects**

*   Launched projects in shopping centers for brands including Vodafone, Davidoff, Mary Kay, Glo, Lays, OPPO, Vitto Rossi, Fellini, and Vivo.
"
2589,"**[Your Name]**

**Summary**

Result-oriented Account Manager/Project Manager with 5+ years of experience in product and outsource companies. Proven ability to manage multiple projects simultaneously. Possesses strong written, oral, and interpersonal communication skills. Organized, diligent, and stress-resistant. Successfully launched 19 commercial projects.

**Experience**

*   **Account Manager/Project Manager**

    *   Managed internal delivery teams to ensure successful delivery.
    *   Facilitated Scrum events in different teams.
    *   Planned and managed internal and external project communications.
    *   Controlled staffing processes.
    *   Managed project, financial, and invoicing documentation and processes.
    *   Estimated requests for software implementation (goals, cost, scope of work, efficiency).
    *   Planned software development processes and controlled the execution of software development plans.
    *   Managed people; built effective and collaborative project teams and promoted effective individual and team performance.

**Skills**

*   Project Management
*   Scrum
*   Communication (Written, Oral, Interpersonal)
*   Team Leadership
*   Documentation
*   Financial Management
*   Software Development Planning
*   Estimation
*   Stress Management

**Professional Interests**

Seeking a company with a strong team spirit to continue developing experience and skills.
"
2590,"**[Your Name]**

**Summary**

Built and maintained strong customer relationships over the past 4+ years as a Sales Account Manager. Proven ability to understand customer needs and facilitate effective communication between clients and development teams. Seeking to advance career in Account/Project Management.

**Experience**

**Sales Account Manager** | [Company Name] | [Dates of Employment]

*   Cultivated long-term customer relationships.
*   Managed the entire sales cycle, from lead processing to account management.
*   Identified customer needs and developed tailored solutions.
*   Gathered project requirements and prepared project quotes.
*   Negotiated and closed deals.
*   Managed accounts post-project launch.
*   Facilitated meetings with prospects, customers, and internal teams.
*   Processed invoices.

**Skills**

*   Customer Relationship Management
*   Sales Cycle Management
*   Needs Analysis
*   Project Quoting
*   Negotiation
*   Account Management
*   Meeting Facilitation
*   Invoicing
*   Communication (Written and Verbal)
"
2591,"**Summary**

Results-oriented professional with 1.5 years of experience in account and project management. Possesses strong communication and interpersonal skills, facilitating effective collaboration with teams and clients. Adept at contract and agreement creation, budget preparation, and website testing. Proven ability to prioritize tasks, manage multiple projects concurrently, and deliver accurate, responsible work. Committed to quality and continuous improvement through results evaluation and analysis.

**Skills**

*   Account Management
*   Project Management
*   Communication
*   Interpersonal Skills
*   Contract Creation
*   Budget Preparation
*   Website Testing
*   Task Prioritization
*   Multi-Project Management
*   Results Evaluation
*   Problem Analysis
"
