,Modified_gemini-3-pro-preview_of_CV_Modelgemini-3-pro-preview
2645,"**PROJECT MANAGER (Non-profits)**

*   **E-Learning Development:** Directed the full lifecycle development and launch of a new external grant writing e-learning course utilizing the LearnWorlds platform.
*   **CRM Migration & Optimization:** Spearheaded the organizational migration from legacy spreadsheets to Monday CRM, significantly streamlining data management and workflow efficiency.
*   **System Architecture & Training:** Engineered a custom Monday CRM workspace to track daily team updates and led the full integration and staff training process to ensure a seamless adoption.
*   **Performance Reporting:** Established standardized monthly and quarterly reporting protocols to track key performance metrics, resulting in improved client satisfaction and retention rates.
*   **Team Development:** Mentored and trained a cohort of 5 interns, facilitating their professional development and successful transition into core team members.
*   **Client Success:** Facilitated US bank account approvals for over 200 clients through strategic account management and support.

**UNDERWRITING MANAGER**

*   **Application Evaluation:** Assessed and provided critical feedback on over 600 application packages received from clients, ISOs, and external sources.
*   **Data Analysis:** Conducted statistical analysis utilizing specialized software, including Jarvis CRM, to support underwriting decisions.
*   **Merchant Onboarding:** Managed the end-to-end boarding process for 95 approved merchant applications within the internal system.
*   **Account Management:** Maintained daily communication channels with new and existing clients to ensure effective account management and relationship building.

**ACCOUNT MANAGER**

*   **Application Preparation:** Prepared and audited application packages based on client documentation to ensure accuracy prior to processing.
*   **Bank Liaison:** Coordinated the submission of applications to banking partners and acted as the primary point of contact for monitoring account status and resolving issues.
*   **Staff Training:** Conducted training for new employees regarding company customer management policies and procedures.
*   **Workflow Maintenance:** Managed and updated CRM workflows to ensure operational consistency and data integrity."
2654,"**Account Manager | Sparkybit (Germany)**
*07/2022 – Present*

*   Cultivate and sustain enduring client partnerships to ensure long-term retention.
*   Spearhead conflict resolution and proactive risk mitigation to address client concerns before they escalate.
*   Execute client satisfaction assessments and performance reviews to monitor service quality.
*   Lead regular strategic meetings to foster client loyalty and identify opportunities for revenue expansion.
*   Oversee portfolio management while collaborating with cross-functional teams to deliver technical and business solutions.

**Account Manager | DevPals AB (Sweden)**
*01/2022 – 06/2022*

*   Directed client communications to guarantee high levels of customer success and satisfaction.
*   Established status as a trusted advisor to key stakeholders and executive sponsors.
*   Navigated complex client requirements and managed high-priority issue escalations.
*   Guaranteed the timely deployment of solutions aligned with specific customer objectives.
*   Contributed to lead generation and business development initiatives via Upwork.

**Business Sales Manager | North-wine (Denmark)**
*11/2017 – 09/2021*

*   Prospected and acquired new key accounts to expand the customer base.
*   Executed outreach campaigns to introduce web-based services to prospective clients.
*   Curated product selection and optimized online merchandising and display strategies.
*   Engaged existing clientele to assess evolving needs and provide tailored product recommendations.
*   Administered product databases and pricing structures while conducting market analysis of the wine industry.

**Head of Logistics | Gold.ua (Ukraine)**
*10/2016 – 11/2017*

*   Directed end-to-end delivery operations and controlled accounts receivable across all corporate branches.
*   Processed formal claims to recover costs associated with lost or damaged shipments.
*   Mediated and resolved customer disputes related to delivery schedules and logistical challenges."
2655,"**PROJECT MANAGER**

**PROFESSIONAL SUMMARY**

Project Manager with over 3 years of commercial experience, specifically focusing on IT startups and business operations. Proven track record in managing project scope, schedules, and budgets utilizing Scrum and Agile methodologies. Expertise encompasses business process development, contract management, and financial reporting. Strong analytical mindset with a focus on identifying cause-and-effect relationships and fostering long-term partner development.

**CORE COMPETENCIES & SKILLS**

*   **Project Management:** Scrum & Agile Methodologies, Task Planning & Control, Scope Management, Schedule & Budget Optimization.
*   **Business Operations:** Business Process Development, Strategic Planning, Competitor Analysis, Contract Management, Personnel Management.
*   **Software Proficiency:** MS Office (Advanced Excel), Google Workspace, 1C 8.3, MED Program, Client-Bank Systems.
*   **Key Attributes:** Conflict Resolution, Decision-Making, Relationship Building, High-Level Problem Solving, Attention to Detail.

**PROFESSIONAL EXPERIENCE**

**IT Project Manager** | Start-up, Online Web Service
*February 2021 – Present*

*   Orchestrate the planning and execution of tasks, ensuring the team delivers high-quality work to the Product Owner.
*   Manage project scope, schedule, and budget to ensure alignment with organizational objectives.
*   Implement Scrum and Agile principles to optimize team performance and streamline delivery.
*   Generate detailed statistical information and reporting for management to evaluate ongoing project effectiveness.

**Director** | OOO Interlagos (Hotels / Restaurants / Entertainment)
*2020 – January 2021*

*   Analyzed, developed, and implemented strategic plans strictly aligned with business goals and objectives.
*   Developed production business processes and maintained constant monitoring of financial and operational reporting.
*   Conducted ongoing competitor analysis to identify market opportunities and drive business growth.

**HR Manager** | PrAT Hotel Salut (Hotels / Restaurants / Entertainment)
*April 2016 – May 2019*

*   Managed full-cycle recruitment and processed large volumes of personnel information.
*   Oversaw personnel records management, including registration, internal transfers, dismissals, and the maintenance of work books.
*   Leveraged 1C 8.3 and the MED program for accurate administrative and personnel accounting.

**ADDITIONAL INFORMATION**

*   **Accounting Knowledge:** Extensive knowledge of 1C and various accounting software platforms.
*   **Communication:** Strong interpersonal skills with a demonstrated ability to develop long-term relationships with partners and colleagues.
*   **Mindset:** Self-motivated and goal-oriented, capable of effective decision-making in high-stress environments."
2656,"**Sales & Account Manager**
**PAYADMIT** | March 2022 – Present

*   Spearhead lead generation strategies and execute initial client outreach to drive sales of payment solutions.
*   Manage the full client lifecycle, serving as the primary point of contact for dispute resolution, conflict management, and ongoing support.
*   Develop tailored commercial offers based on precise financial calculations and client requirements.

**Account Manager (Media Buying)**
**ACIDBRO** | January 2021 – March 2022

*   Managed the end-to-end preparation and configuration of advertising accounts, specifically within high-risk verticals.
*   Executed and monitored the performance of advertising campaigns to ensure operational stability.
*   Provided technical infrastructure support, including the procurement of servers, proxies, and website hosting, as well as account farming.
*   Facilitated the submission and upload processes for applications to Google Play and the AppStore.

**Project Manager / Team Lead**
**NEWS PROJECT** | 3 Months

*   Directed a team of 8 to 10 employees, ensuring the delivery of a goal-oriented project.
*   Oversaw the complete project lifecycle from initial planning phases through to successful closure.
*   Managed human resources functions, including the recruitment and interviewing of new staff.
*   Administered payroll and bonus accruals while maintaining strict quality control standards.

**Head of Department (Media Buying)**
**[Company Name Omitted]** | 4 Months

*   Supervised a team of 4 specialists dedicated to providing resources for advertising professionals.
*   Directed departmental operations and workflow management prior to a company-wide strategic restructuring.

**Industry Expertise**
*   **Specializations:** High-Risk Verticals (Gambling and Betting), Media Buying Operations, Technical Resource Management."
2657,not_successfully_modified
2658,not_successfully_modified
2659,"**[NAME]**
[Phone Number] | [Email Address] | [LinkedIn Profile]

**PROFESSIONAL SUMMARY**

IPMA-certified Project Management professional with 6 years of experience delivering results across the IT banking, digital marketing, aerospace, and automotive industries. Proven expert in establishing engineering outsourcing operations from the ground up, driving business development, and managing complex international projects. Possesses a Master’s Degree in Project Management and brings 3 years of on-site experience in the United States. Seeking to leverage extensive expertise to lead large-scale projects within a mature corporate environment.

**CORE SKILLS & METHODOLOGIES**

*   **Project Management:** PMBoK, ITIL, Kanban, BPMN
*   **Software Tools:** Jira, MS Project, Visio, Omnitracker
*   **Business Operations:** Outsourcing Startup, Business Development, Process Optimization, Regulatory Compliance, Sales & Negotiations

**PROFESSIONAL EXPERIENCE**

**Project Manager** | [Company Name] | [Dates]

*   **Business Launch & Development:** Spearheaded the end-to-end establishment and launch of a new engineering outsourcing business from scratch. Led sales initiatives and negotiations to acquire and onboard new customers with diverse project requirements.
*   **Project Execution:** Directed multi-sector projects spanning IT banking, digital marketing, aerospace, and automotive industries.
*   **International Operations:** Executed a 3-year on-site professional assignment in the United States, managing international workflows and stakeholders.
*   **Resource Management:** Scaled existing projects by strategically increasing staff capacity and optimizing resource allocation to meet client demands.
*   **Process Optimization:** Formalized business processes and defined regulatory compliance standards to ensure operational efficiency and governance.

**EDUCATION & CERTIFICATIONS**

*   **Master’s Degree in Project Management** | [University Name/Institution]
*   **IPMA Certification** | International Project Management Association
*   **British Council Diploma:** Business English Advanced (95% Score)"
2660,"[NAME]
[CONTACT INFORMATION]

**PROFESSIONAL SUMMARY**

Results-oriented professional with a diverse background in regional management, international communication, and sales. Combines practical operational experience with specialized training in Project Management, specifically in risk management and customer negotiation. Possesses strong technical literacy regarding the IT industry and a proven track record in managing intercultural relations. Seeking to leverage management skills in a Project Manager, Project Coordinator, Account Manager, or Business Analysis role.

**CORE COMPETENCIES**

*   **Project & Operations Management:** Project Lifecycle Management, Risk Assessment, Requirements Analysis, Documentation Management, Issue Resolution.
*   **Communication & Negotiation:** Stakeholder Negotiation, Business Communications, Public Relations, International/Intercultural Relations, Conflict Resolution, Translations.
*   **Business Growth & HR:** Business Development, Sales Strategy, Talent Acquisition, Recruiting, Customer Service.

**PROFESSIONAL EXPERIENCE**

**Regional Director**
*   Facilitated and managed critical communications between local teams and international company ownership, ensuring alignment on business objectives.
*   Oversaw operational procedures and maintained all organizational documentation to ensure accuracy and accessibility.

**Sales Manager**
*   Directed strategic sales initiatives for a startup company, driving business growth.
*   Managed client acquisition processes to expand the company’s market presence.

**Recruiter**
*   Executed comprehensive recruitment strategies to identify and secure top talent.
*   Managed the full talent acquisition process to meet organizational hiring needs.

**Customer Support Manager**
*   Provided high-level customer service and technical support, ensuring prompt issue resolution and client satisfaction.

**EDUCATION & TRAINING**

**Project Management Courses**
*   Completed specialized training focused on project lifecycle management, risk assessment, and stakeholder negotiation.

**TECHNICAL KNOWLEDGE & LANGUAGES**

*   **Technical Literacy:** Strong understanding of technical aspects and terminology within the IT industry.
*   **Languages:** English (Upper-Intermediate to Advanced)."
2741,"**HEAD OF FACILITIES | OPERATIONS MANAGEMENT**

**PROFESSIONAL SUMMARY**

Results-oriented Operations and Facilities Manager with a proven track record in startup management, infrastructure restructuring, and large-scale team leadership. Expert in optimizing operating expenses, navigating complex negotiations with authorities, and leading international projects for global brands. Demonstrated success in managing large facility footprints and delivering significant cost reductions while maintaining zero-defect compliance standards.

**CORE COMPETENCIES**

*   **Operations:** Operations Management, Managed Services, Product Management, System Integration
*   **Facilities:** Administrative Facilities Management, HS&E Department Leadership, Site Expansion
*   **Leadership:** Team Leadership (up to 43 employees), Change Management, Unit Restructuring
*   **Strategy:** Business Development, Project & Startup Management, Operating Expense Optimization

**PROFESSIONAL EXPERIENCE**

**DEV-PRO.NET**
**Head of Facilities, Ukraine Operations** | Current Role

*   **Strategic Oversight:** Lead administrative functions for five development centers across Kyiv, Lviv, Dnipro, and Kharkiv, ensuring seamless business continuity.
*   **Facilities Management:** Oversee all aspects of services and operations for **5,000+ sq.m.** of facility space.
*   **Team Leadership:** Manage and direct a diverse team of **15+ personnel**.
*   **Expansion:** Serve as the launch lead for additional company space acquisition and setup.

**PROCTER & GAMBLE LLC**
**Site TS Program Manager / HS&E Department Leader** | 6-Year Tenure

*   **Department Leadership:** Managed a large-scale department of **43 employees**, overseeing safety, health, and environmental compliance alongside technical services.
*   **Financial Optimization:** Successfully negotiated with authorities to lower land rental rates from 13% to 6%, delivering a **37% saving** on general plant costs (2017-2018).
*   **Cost Reduction:** Reduced operating expenses and utilities by **23% FYTD** through efficiency initiatives.
*   **Facility & Startup Management:** Executed the startup of Class A and A+ facilities totaling **4,500 sq.m.** across five locations.
*   **Infrastructure Restructuring:** Managed plant infrastructure restructuring, including the transfer of warehouses to 3PL and the renovation of critical systems (boiler house and compressors). Successfully merged multiple units into a single, cohesive department.
*   **Production Optimization:** Achieved **84% process reliability**, **<2% unplanned downtime**, and **<1% scrap** in 2015. Optimized manufacturing capacities and support departments for raw and packaging materials.
*   **Project Leadership:** Directed 3rd and 4th site phase developments (2015-2018). Served as Operations Technology Project Leader for international startups of new production lines (Tide, Ariel, Gala) and the strategic discontinuation of brands (DAX, BONUX).
*   **Compliance:** Led six external audits yielding **zero critical observations**.

**AWARDS & RECOGNITIONS**

*   **CEO Award** (2014)
*   **CBN Award** (2013)"
2766,"**PROFESSIONAL SUMMARY**

Digital Marketing professional with over 8 years of diverse experience in Performance Marketing and Ad Operations on the publisher side. Proven track record of leading global projects focused on revenue growth and yield optimization for industry leaders including Ubisoft, Sony, Nintendo, Samsung, and Apple. Expert in conceptualizing and managing the development of ad-tech platforms to expand advertising capabilities.

**CORE COMPETENCIES**

*   Performance Marketing
*   Ad Operations (Publisher Side)
*   Campaign Trafficking & Optimization
*   Yield Management
*   Global Project Management
*   Rich Media Platform Development

**PROFESSIONAL EXPERIENCE & ACHIEVEMENTS**

**Campaign Management & Ad Operations**
*   Managed seven-figure marketing campaigns, overseeing end-to-end trafficking and optimization.
*   Collaborated with major global brands including Ubisoft, Sony, Nintendo, Samsung, and Apple to deliver high-impact digital marketing solutions.
*   Led multiple projects across global markets focused on sustainable revenue growth and yield optimization.

**Yield Optimization & Performance Metrics**
*   Increased yield by 20% in CEE markets by introducing and implementing new targeting capabilities.
*   Improved viewability of specific ad units by 40% as a strategic measure to combat banner blindness.

**Platform Development & Strategy**
*   Conceptualized, architected, and managed the development of a rich media building platform to expand advertising capabilities."
2793,"[NAME]
[Contact Information]

**PROFESSIONAL SUMMARY**
Art Director and Project Manager with a comprehensive background in digital advertising, team coordination, and workflow optimization. Experienced in managing multi-platform ad campaigns specifically for EU and USA markets, conducting in-depth market research, and implementing effective SEO strategies. Adept at fostering collaborative digital work environments and seeking a professional role involving complex challenges.

**PROFESSIONAL EXPERIENCE**

**Synergy Group** | Art-Director / Stage Manager (Project Manager)
*2018 – 2021*
*   Orchestrated teamwork and directed workflows for cross-functional teams, including designers, content writers, and freelancers.
*   Managed full-cycle partner communications, leading project discussions from initial concept through to implementation.
*   Executed competitive strategy analysis to identify market gaps and implemented new methodologies to optimize results.
*   Ensured strict adherence to project deadlines while maintaining a collaborative and supportive team atmosphere.

**Freelance / Independent** | Model
*2022 – Present*

**Freelance / Independent** | Disc Jockey
*2018 – Present*

**CORE COMPETENCIES & TECHNICAL SKILLS**

**Digital Advertising & Platforms**
*   **Campaign Management:** Experienced in managing campaigns for EU and USA markets.
*   **Platforms:** Google Ads, Facebook Ads, MyTarget, Taboola, Capterra, and LinkedIn Ads.

**Search Marketing & SEO**
*   **Strategy:** Keyword planning and optimization for search campaigns; management of ad extensions and search terms.
*   **Content Optimization:** Keyword research, title creation, and description optimization.

**Analytics & Research**
*   **Reporting:** Ad performance analysis, media planning, and generation of detailed performance reports.
*   **Market Intelligence:** Deep product research and competitor analysis utilizing tools such as FB Library.

**EDUCATION**

**Hillel School**
*Course of Advertising* | Completed 2022

**Computer Technology**
*Education in Computer Technology*

**LANGUAGES & ADDITIONAL SKILLS**

*   **Languages:** English, Ukrainian, Russian.
*   **Key Strengths:** Team collaboration, workflow organization, and strict deadline management."
2810,"**SUPPORT SPECIALIST (FINANCE)**
**Confidential Company (Gambling Sector)**
*2021 – February 2023*

*   Delivered technical support to resolve complex financial inquiries and issues.
*   Managed the preparation, maintenance, and organization of financial statements.

**PROJECT MANAGER**
**COWBOY ART (Advertising and PR Services)**

*   Directed end-to-end project management lifecycles from initial concept through to final implementation.
*   Conducted comprehensive analysis of advertising markets within Ukraine and internationally.
*   Generated profit reports and identified strategic opportunities for revenue growth.
*   Developed and formalized detailed project proposals.
*   Represented the organization as a Brand Ambassador to enhance corporate visibility.
*   Maintained and enforced customer protection standards.

**PROJECT MANAGER**
**SICORE (Advertising and PR Services)**
*April 2018 – February 2020*

*   Orchestrated cross-departmental collaboration to ensure successful project delivery.
*   Facilitated client meetings, delivered presentations, and led contract negotiations.
*   Executed sales strategies to meet and exceed established performance indicators.
*   Identified and acquired new customers through targeted business development.
*   Conducted market research and analysis regarding the outdoor advertising sector."
2824,not_successfully_modified
3002,"[NAME]
[Contact Information]

**PROFESSIONAL SUMMARY**

Results-oriented Support Professional with a demonstrated aptitude for operational leadership and team development. Seeking a management position to apply expertise in process organization, staff mentoring, and service quality enhancement. Dedicated to driving operational excellence and fostering professional growth within non-sales environments.

**CORE COMPETENCIES**

*   **Operational Leadership:** Process Optimization, Workflow Organization, Strategic Implementation
*   **Team Development:** Staff Mentoring, New Hire Onboarding, Training & Development
*   **Customer Operations:** Service Quality Assurance, Multi-Channel Support (Call & Chat), Order Verification & Management

**PROFESSIONAL EXPERIENCE**

**Support Agent**
*Dates of Employment*

*   **Process Optimization:** Spearheaded the organization and streamlining of internal workflows to maximize operational efficiency and productivity.
*   **Team Leadership & Training:** Served as a primary mentor and trainer for new team members, facilitating seamless onboarding and fostering rapid skill development.
*   **Strategic Improvement:** Identified, developed, and executed new strategies focused on elevating service quality and optimizing departmental processes.
*   **Operations Management:** Directed order verification protocols and resolved high-volume customer inquiries across multiple channels, including voice and chat, ensuring accuracy and resolution."
3021,not_successfully_modified
3093,"**IT MANAGEMENT PROFESSIONAL**

**PROFESSIONAL SUMMARY**

IT Management Professional with nine years of experience driving transformation and growth within startup and scale-up environments. Expert in Agile and Lean methodologies, specializing in Mobile Apps, B2B, and SaaS ecosystems. Proven track record of leading high-performance teams, fostering cross-cultural collaboration, and delivering tangible business value during periods of hyper-growth. Dedicated coach and mentor focused on process optimization and organizational excellence.

**CORE COMPETENCIES**

*   **Leadership & Strategy:** Organizational Transformation, Hyper-growth Scaling, Team Management, Coaching & Mentoring.
*   **Methodologies:** Agile & Lean Implementation, Continuous Improvement, Process Optimization.
*   **Communication:** Data-Driven Decision Making, Stakeholder Management, Cross-Cultural Collaboration (Internal & Outsourced).

**PROFESSIONAL EXPERIENCE**

**Scale-up Company** | [Location]
**Manager / Coach / Mentor** | [Dates]

*   **Transformation Leadership:** Spearheaded organizational transformation during a critical period of hyper-growth, leveraging leadership expertise to stabilize and scale operations.
*   **Agile Implementation:** Championed the adoption of Agile and Lean mindsets within teams, ensuring the prioritization of deliverables and the consistent delivery of business value.
*   **Team Development:** Cultivated a high-performance culture focused on professional development by providing dedicated coaching and mentoring to unlock individual potential.
*   **Operational Transparency:** Optimized process organization and transparency by implementing and managing a technical ecosystem comprising Jira, Confluence, GitHub, and Code Climate.
*   **Strategic Communication:** Facilitated data-driven decision-making by evaluating metrics and communicating actionable insights to leadership.
*   **Stakeholder Management:** Established and sustained robust professional relationships across the organization to align technical goals with business objectives.

**Various Startups (Mobile Apps, B2B, SaaS)** | [Location]
**IT Professional** | [Dates]

*   **Startup Operations:** Navigated the IT business landscape across diverse startup environments over a nine-year tenure, adapting quickly to evolving business needs.
*   **Global Collaboration:** Managed and collaborated with multi-cultural and multi-national teams, successfully coordinating workflows between internal staff and outsourced partners.
*   **Product Delivery:** Delivered technical and operational expertise to drive the development and support of Mobile, B2B, and SaaS applications.

**TECHNICAL SKILLS & TOOLS**

*   **Management & Documentation:** Jira, Confluence
*   **Version Control & Quality:** GitHub, Code Climate
*   **Industry Focus:** Mobile Applications, B2B, SaaS"
3105,"[NAME]
[PHONE NUMBER] | [EMAIL]
[LINKEDIN/PORTFOLIO]

**PROFESSIONAL SUMMARY**

Results-oriented Senior Management & Technology Professional with 10+ years of experience in IT outsourcing and outstaffing. Expert in conceptualizing and executing program visions, managing complex milestones, and leading international, distributed engineering teams. Proven track record in establishing PMOs, managing stringent budgets, and driving cost savings. Dedicated to fostering client relationships and delivering strategic initiatives that enhance systems, processes, and bottom-line performance.

**CORE COMPETENCIES**

*   **Project & Program Management:** PMO Establishment & Improvement, Delivery Management (50+ employees), Rolling Wave Planning, Lean Agile.
*   **Operations & Finance:** Budgeting & Cost-controlling, Risk Management, Pre-sales, Strategic Forecasting.
*   **Leadership:** People Management, International & Distributed Team Leadership, Cross-functional Collaboration.
*   **Quality & Process:** Process Improvement, Quality Management, Compliance Strengthening.

**KEY PROFESSIONAL ACHIEVEMENTS**

*   **Strategic Leadership:** Directed international and distributed engineering teams to deliver strategic initiatives, effectively improving systems, processes, and bottom-line results.
*   **Operations Management:** Established and optimized PMO and delivery management frameworks for organizations exceeding 50 employees.
*   **Program Execution:** Conceptualized and executed program visions from inception to completion, successfully navigating complex milestones and shifting priorities.
*   **Process Optimization:** Strengthened compliance and internal processes, driving output, quality, customer satisfaction, and employee morale to peak levels.
*   **Financial Stewardship:** Managed stringent budgets and forecasted resource needs, resulting in significant cost savings and improved delivery efficiency.
*   **Client Relations:** Cultivated close national and international client relationships to ensure strategic alignment and project success.

**ADDITIONAL INFORMATION**

*   **Travel:** Available for national and international travel."
3113,"**SUMMARY**

Senior IT Professional with over 10 years of experience in Project and Product Management, specializing in Agile, Waterfall, and RUP methodologies. Expert in driving end-to-end web and mobile application development within the Healthcare, Education, Social Media, and Insurance sectors. Proven track record as a Business Analyst and Product Owner with a focus on scaling frameworks, implementing Kanban systems, and optimizing team workflows.

**CORE COMPETENCIES**

*   **Methodologies:** Agile, Waterfall, RUP, Scrum at Scale, SAFe
*   **Project Management:** Project Planning, Risk Management, Workflow Optimization
*   **Agile Leadership:** Agile Coaching, Facilitation, Kanban Maturity, Scaling Frameworks
*   **Business Analysis:** Requirements Gathering, BPMN, UML, SQL, Data Analysis
*   **Domain Expertise:** Healthcare, Education, Social Media, Insurance

**TECHNICAL SKILLS**

*   **Project Management & Tracking:** Jira (Administrator), Confluence, Azure DevOps (TFS), Asana, PivotalTracker, MS Project
*   **Data & Documentation:** Microsoft Power BI, SQL, Postman, MS Office Suite
*   **Design & Visualization:** Miro, Xmind, Balsamiq Mockups, draw.io
*   **Languages:** English (Upper-Intermediate)

**PROFESSIONAL EXPERIENCE**

**Senior IT Professional / Agile Coach / Product Owner**
*   Direct over 10 years of diverse IT initiatives, overseeing the full project lifecycle for web and mobile application development using Waterfall, RUP, and Agile frameworks.
*   Lead product development initiatives in product-centric environments, delivering high-value solutions specifically within the healthcare and insurance markets.
*   Serve as a Business Analyst (BA), bridging the gap between business goals and technical implementation by translating complex needs into clear requirements via BPMN and UML.
*   Facilitate cross-functional team collaboration and continuous improvement as an IAF Member and ICAgile Certified Trainer.
*   Optimize team productivity and transparency by administering Jira instances and managing complex workflows within Azure DevOps and Asana.

**CERTIFICATIONS**

**Project & Product Management**
*   **Project Management Professional (PMP)** – PMI
*   **Certified Product Owner (CSPO)** – ScrumAlliance
*   **Registered Product Owner at Scale (RPOAS)** – Scrum at Scale

**Agile & Scrum**
*   **Certified Scrum Master (CSM)** – ScrumAlliance
*   **Certified SAFe Advanced Scrum Master (SASM)**
*   **Registered Scrum at Scale Fundamentals (RSASF)** – Scrum at Scale

**Coaching & Kanban**
*   **Certified Agile Coach (ICP-ACC)** – ICAgile
*   **Certified Trainer** – ICAgile
*   **Kanban System Design (KSD/KMP1)** – Kanban University
*   **Kanban Maturity Model** – Kanban University
*   **Kanban Coaching Practices** – Kanban University"
3118,"[Name]
[Contact Information]

**PROFESSIONAL SUMMARY**

Results-oriented Technical Lead and Project Manager with a strong foundation in Front-end Development. Proven track record of delivering high-scale web solutions for Fortune 500 clients and managing international stakeholders, specifically in the USA. Accomplished public speaker and team leader adept at transforming complex customer requirements into successful technical executions.

**PROFESSIONAL EXPERIENCE**

**Technical Lead, Project Management Department**
*[Duration: 1 year 3 months]*
*   Headed the Project Management Department, overseeing technical strategy and project delivery lifecycles.
*   Managed a high-scale web initiative for a Fortune 500 company, serving as the primary point of contact for USA-based stakeholders.
*   Surpassed initial project requirements of a single domain launch by successfully deploying 8 new domains.
*   Cultivated a collaborative organizational culture, ensuring a positive and productive professional environment.

**Project Manager**
*[Duration: 1 year]*
*   Oversaw full project lifecycles from strategic planning and approval through to final execution.
*   Selected as a guest speaker at three annual industry conferences; delivered lectures on Project Management, strategic planning, and customer insights.
*   Translated client vision and requirements into actionable technical project specifications.
*   Championed positive team dynamics and successfully managed the work environment to drive project success.

**Single Point of Contact (SPOC)**
*[Duration: 2 months]*
*   Served as the primary liaison between external stakeholders and the internal technical team, streamlining communication channels and project workflows.

**Front-end Developer**
*[Duration: 4 months]*
*   Executed front-end development tasks and contributed to technical implementation within the development team.

**EDUCATION**

**Warsaw University of Technology (WUT)** | Faculty of Computer Science
*   Completed 1.5 years of coursework in an English-taught program.
*   Recipient of a study grant for academic pursuit.

**CORE COMPETENCIES**

*   **Project Management:** Strategic Planning, Stakeholder Relations, Requirements Transformation, Lifecycle Management.
*   **Leadership:** Technical Team Leadership, Department Management, Team Building, Conflict Resolution.
*   **Communication:** Public Speaking, Conference Lecturing, Professional Presentations.
*   **Technical Skills:** Front-end Development, Domain Deployment, Web Scalability (Fortune 500 standards)."
3120,"**[NAME]**
[Contact Information]

**AREAS OF EXPERTISE**

**Engagement Models & Sectors**
*   **Engagement Types:** Time and Material (T&M), Fixed Price
*   **Industry Focus:** Enterprise Solutions, E-commerce, Financial Development, Big Data

**CORE COMPETENCIES**

**Project Management & Methodologies**
*   **Methodologies:** Agile, Scrum, Kanban
*   **Management Areas:** Risk Management, Cost Management, Time Management, Project Scheduling
*   **Soft Skills:** Strategic Leadership, Stakeholder Communication, Negotiation

**TECHNICAL PROFICIENCY**

**Project Management & Collaboration Tools**
*   Jira, Confluence, VSTS
*   Trello, Redmine

**Enterprise Platforms**
*   Salesforce
*   Kimble"
3122,"**Agile Delivery Manager**

**Professional Summary**
Results-oriented Agile Delivery Manager with a proven track record in streamlining release processes, leading cross-functional teams, and managing complex project lifecycles. Expertise spans technical delivery within cloud environments (Azure, AWS) and collaborative leadership from pre-sales through to production. Skilled in partnering with executive leadership to define organizational processes and committed to driving value in projects with positive global impact.

**Core Competencies**
*   **Agile Frameworks:** Scrum Rituals, Artifact Management, Version Planning.
*   **Technical Operations:** CI/CD Pipelines (Jenkins, GitHub Actions), Cloud Infrastructure (Azure, AWS).
*   **Project Governance:** Roadmap Development, Resource Planning, Risk Mitigation, Project Charters.
*   **Business Analysis:** Requirements Gathering, User/Job Story Creation, Domain Research.
*   **Leadership:** Team Mentoring, Conflict Resolution, Task Management, Skill Development.
*   **Stakeholder Management:** Pre-sales Support, Client Estimations, C-Level Collaboration.

**Key Professional Experience**

**Agile Delivery & Technical Operations**
*   Orchestrated end-to-end version planning and deployment across Development and Production environments utilizing Jenkins, GitHub Actions, Azure, and AWS.
*   Established and optimized delivery and release processes from the ground up to maximize operational efficiency.
*   Facilitated all Scrum ceremonies and maintained artifacts to ensure high levels of project transparency.
*   Designed comprehensive project roadmaps, resource plans, and charters with a focus on consistent value delivery.
*   Proactively identified and mitigated project risks to ensure timely achievement of critical milestones.

**Business Analysis & Product Strategy**
*   Authored detailed Business Requirements, User Stories, and Job Stories to bridge the gap between stakeholders and development teams.
*   Conducted in-depth domain research to inform strategic decision-making and product direction.
*   Collaborated with developers, UI/UX designers, and stakeholders to manage the full development lifecycle.
*   Led pre-sales activities, including client consultations, accurate project estimations, and proposal preparation.

**Organizational Leadership & Process Improvement**
*   Directed cross-functional teams through daily stand-ups, retrospectives, and targeted 1:1 mentoring sessions.
*   Managed daily task allocation and skill development while creating essential supporting documentation.
*   Partnered directly with the CTO to define company-wide processes, draft role descriptions, and conduct stakeholder interviews.
*   Resolved internal conflicts and fostered a collaborative, high-performance team environment.

**Career Focus & Objectives**
*   **Objective:** Leveraging diverse delivery experience to achieve measurable results within a continuous learning environment.
*   **Domain Interest:** Dedicated to projects delivering positive social impact. (Note: Seeking opportunities outside of the betting, gambling, banking, and dating sectors).
*   **Philosophy:** Driven by the belief that a cohesive team can overcome obstacles and solve complex challenges."
