,Modified_gemini-2.0-flash-lite_of_CV_Modelgemini-2.0-flash-lite
12501,"**[Your Name]**

**Summary**

Department Head | KB ""Yuzhnoe"", Dnipro (1995 - Present)

**Experience**

*   **Department Head** | KB ""Yuzhnoe"", Dnipro (1995 - Present)
    *   Economic Project Assessment and Management
    *   Quality Assurance Management (ISO 9001)
    *   Certification Processes
    *   Marketing Research Activities
    *   Business Management Responsibilities
    *   Human Resources Management
    *   Project Audit (NPV, IRR)
"
12502,"**[Your Name]**

**Summary**

Accomplished professional with a history of scientific publications exceeding 15. Skilled in project management, risk mitigation, and project scheduling. Experienced in business analysis and product ownership, with exposure to start-up environments. Demonstrates effective communication and leadership abilities, and familiarity with e-commerce, healthcare, and finance industries. Seeking opportunities to grow communication skills, engage in complex projects, and address unique challenges.
"
12503,"**[Your Name]**
[Your Contact Information]

**Summary**

Completed a business analysis in IT course, acquiring practical skills in project analysis and documentation.

**Skills**

*   Stakeholder Analysis (Stakeholder Mapping and Register)
*   Business Model Canvas
*   Requirements Elicitation, Presentation, and Documentation
*   Competitor Analysis
*   Minimum Viable Product (MVP) Development
*   Epics, User Stories, and Use Cases
*   UML Diagrams (Sequence and ERD)
*   BPMN Diagrams
"
12504,"**[Your Name]**

**Summary**

Seeking an IT-related project offering professional development, a supportive team, competitive compensation, and the use of modern technologies.

**Experience**

**Auditor/Business Analyst** | Roshen | (4 years)

*   Conducted retail outlet visits.
*   Managed product representation and equipment availability.
*   Delivered customer presentations, set goals, and facilitated meetings.
*   Collaborated with distributors on product assortment.
*   Performed competitor research and marketing analysis.
*   Ensured policy compliance.
*   Managed a team.
*   Researched and controlled premises.
*   Conducted sales analysis and worked with vendors.
*   Oversaw advertising initiatives.
*   Focused on attracting new customers.
"
12505,"**LIMS Specialist**

TerraLab IT, LTD, Khmeknytskyi, Ukraine
June 2014 – December 2021

**Project Implementation:**

*   Gathered and analyzed user requirements.
*   Contributed to LIMS implementation plan design.
*   Configured and maintained database management systems.
*   Input reference laboratory data.
*   Managed LIMS configurations and settings.
*   Connected and set up laboratory equipment.
*   Designed reports using FastReport software.
*   Trained end-users, developed user guides, and manuals.
*   Provided laboratory support.

**Project Support and Maintenance:**

*   Maintained laboratory information management systems.
*   Performed software configurations and system administration.
*   Provided software and database maintenance.
*   Conducted initial diagnostics of user technical issues.
*   Resolved user questions and issues.
*   Assisted the development team with software process improvement.
*   Designed printing forms and reports.
*   Provided onsite client consulting.

**Project Integration and Maintenance:**

*   Developed Integration Solutions.
*   Implemented new and existing Integration Solutions.
*   Configured, customized, and developed new solutions.
*   Participated in technical integration planning and presales discussions.
*   Gathered requirements for new solutions.
*   Troubleshooted code and configuration issues in all managed environments.
*   Communicated effectively across multiple channels with teams and stakeholders.
"
12506,"**Summary**

Results-driven professional with experience in financial services and platform development. Demonstrated ability to manage projects, analyze risk, and contribute to business growth. Seeking a Junior BA/Project Manager Assistant position to apply expertise and contribute to team success.

**Experience**

**Owner & Maintainer** | Trading Platform | 2015 – Present

*   Developed and maintained a trading platform using social networks and messengers.
*   Managed platform concept and monetization strategies.
*   Focused on business growth initiatives.
*   Implemented risk diversification strategies.
*   Defined and implemented new feature requirements.
*   Successfully cultivated a user base exceeding 85,000.

**Head of Corporate Business Credit Operations Administration Department** | Banking | [Start Date] – 2013

*   Led project creation and development to centralize credit administration functionality.
*   Managed requirements gathering, alignment, and implementation.
*   Oversaw process development, logistics, budget, and responsibility assignments.

**Head of Small and Medium Enterprises Credit Risks Analysis Department** | Banking | [Start Date] – [End Date]

*   Coordinated department operations (6 subordinates).
*   Analyzed document packages and borrowers’ financial states (legal entities and entrepreneurs with an annual turnover up to 30 million UAH).
*   Provided recommendations on lending operations, restructuring, and modification, minimizing risks, and presented to the Head Office Credit Committee.
*   Improved and contributed to the development of products, processes, and methods for credit operations related to retail and SME businesses.

**Credit Expert** | Small and Medium Business Services Department | Banking | 2007 – [End Date]

*   Identified and consulted with potential clients regarding loan eligibility.
*   Collected and analyzed documents for loan transactions.
*   Conducted borrower financial state analysis using the IPC method.
*   Participated in committees assessing borrower lending ability.
*   Prepared deal documents and agreements.

**Skills**

*   Platform Development
*   Business Growth
*   Risk Management
*   Financial Analysis
*   Credit Analysis
*   Project Management
*   Requirements Gathering
*   Process Improvement
*   Teamwork
"
12507,"**[Your Name]**
[Your Contact Information]

**Summary**

Recent IT graduate with a foundational understanding of technology resource management. Dedicated to continuous learning and contributing innovative ideas to an organization. Possesses strong problem-solving skills and a proactive approach to supporting IT strategies. Seeking an opportunity to leverage knowledge and contribute to IT Management.
"
12508,"**Summary**

Results-driven professional with experience in business analysis and project management, seeking to utilize skills to contribute to project success. Demonstrated ability to coordinate teams and stakeholders, building strong relationships through effective communication. Focused on delivering projects on schedule, within budget, and scope, while upholding quality standards.

**Experience**

*   Proficient in business analysis and project management principles, techniques, and tools.
*   Worked with business stakeholders to achieve a common understanding of solutions.
*   Identified and transformed business objectives into detailed requirements, supporting functionality development.
*   Oversaw the development of clinical outcome assessments, each managed as a project with defined objectives, stakeholders, timelines, and budgets.
*   Communicated effectively with internal and external parties, including external suppliers, to establish trust and collaboration.
*   Ensured accurate and high-quality project execution.
"
12509,"**WORK EXPERIENCE**

*   CRM System Administration
*   Bug Tracking and Reporting
*   CRM Implementation (Business Process Setup, Rules Configuration, System Testing)
*   Staff Training
*   Requirements Gathering
*   Test Case Creation
*   Technical Support Lead (Technical Specifications)
*   Manual Testing
*   System Operations Monitoring (Business Processes, Transactions, Mailings, Rules)
*   Feature Prototyping (MS Visio)
*   Discount, Bonus, and Coupon Management
*   Product Receipt Monitoring, Revision Checks, and Manual Verification
*   Customer Data Uploading
*   Reporting (Excel)
*   Postman
*   SQL (Basic)
*   Log Analysis (JSON)
*   Business Analysis Creation
"
12510,"**[Your Name]**

**Summary**

Professional with over five years of experience in project and business analysis roles. Demonstrated ability to contribute to diverse projects across banking, mobile applications, event-driven architecture, healthcare, and web development.

**Experience**

*   **BA/PM** | ValueTek - Banking / Mobile Application
*   **PM/BA** | Viseven - Event-Driven Architecture
*   **BA Implementation** | ISD - Healthcare/ Product
*   **IT Analyst** | PrivatBank - Web Development

**Skills**

Scrum, Kanban, Draw.io, UML, Hibob, Miro, Figma, Jira, Confluence, SQL, Photoshop
"
12511,"**OVR360** | May 2020 – Present
*   Projects: ""Schlep"" (app for real-estate photographers), Healthcare Digital Wallet, App for handmade suits creators
*   Responsibilities: Requirements Gathering, Technical Documentation

**JV “OptimaPharm LTD”** | December 2019 – May 2020
*   Projects: Employee Training for High-Risk Roles, 1C WMS Implementation, Weekend Driver Support
*   Software: DA Directum, 1C, Logistics Application
*   Processes: Training Program Development, Data Integration, Product Management, Data Management
*   Responsibilities: Requirements Gathering, Technical Documentation, Test Case Development, Process Testing, User Manual Creation

**CIT Global Consulting** | September 2019 – December 2019 (Freelance)
*   Project: Polycard Application
*   Software: Polycard, Poster, BP Automation Tool
*   Processes: Product Management, Data Integration
*   Responsibilities: Requirements Gathering, Test Case Development, Process Testing

**Freelance** | August 2019 – December 2019
*   Project: SmartVillage
*   Software: BP Automation Tool
*   Processes: Data Integration, Smart Home Management
*   Responsibilities: Requirements Gathering, Technical Documentation, Test Case Development, Process Testing

**Freelance** | July 2019
*   Project: Web-application for Online Children's Goods Store
*   Processes: E-commerce
*   Responsibilities: Requirements Gathering

**Freelance** | June 2019
*   Project: Web-application for Manual Therapy and Practitioner Services
*   Processes: E-commerce
*   Responsibilities: Requirements Gathering, Technical Documentation

**Freelance** | March 2018 – September 2018
*   Project: Expert Order Management
*   Software: BP Automation Tool
*   Responsibilities: Requirements Gathering, Technical Documentation, Process Testing
"
12512,"**Summary**

Local Coordinator, Kyiv Branch, 15x4 Science Communication Project (15x4.org)

**Experience**

*   **Producer / Line Producer / Production Manager / Assistant Director**
    *   Generator Productions / Kiev Design Works / Freelance
    *   2003—2006, 2019—Present
*   **Regional Marketing and Customer Relations Agent**
    *   World’s End Motorcycles (UK), Ukraine, Russia, Belarus, Moldova, Kazakhstan, Kyrgyzstan
    *   2012—Present
    *   Involved in IT operations and business development.
*   **Regional Manager**
    *   Infopulse Ukraine (a TietoEVRY subsidiary)
    *   2016—2019
    *   Reported to EVP Business Development.
    *   Expanded company presence in Ukraine and the EU.
*   **IT Specialist**
    *   Mindspeed Technologies UDC (now MACOM Technologies)
    *   2009—2014
    *   IT asset management and procurement, infrastructure project management and supervision.

**Additional Experience**

*   **Motorbike parts online dealership and trade sales (sole trader)**
    *   2007—2014
*   **Founder**
    *   Kiev Design Works
    *   2003—2014
*   **Founder and Editor-in-Chief**
    *   Motomania magazine (ISSN 1993-8306)
    *   2007—2008
*   **Freelance Web Developer (PHP/JS/MySQL/Apache stack)**
    *   2003—2006
*   **Project Manager**
    *   Web design studios
    *   2000—2003

**Education**

*   MSc Computer Sciences, National Technical University of Ukraine (applied math, system analysis, mathematical modelling, statistics)
    *   1994—2000

**Compensation Expectations**

*   Full time: $3000-4000
*   Part time: negotiable; largely depends on actual workload.
*   Happy to accept lower rates with more time flexibility.

**Desired Employment**

*   Part-time / Flexible Hours Preferred.
*   Seeking a company that embraces 21st-century workplace principles.
"
12513,"**[Your Name]**
[Your Contact Information]

**Summary**

Highly motivated and detail-oriented professional with experience in project management, compliance, and business analysis, seeking to leverage skills in process improvement, data analysis, and regulatory compliance within a dynamic environment.

**Experience**

**Project Management**

*   Contributed to the Project Management Office (PMO).
*   Analyzed project implementation processes.
*   Verified the accuracy and completeness of project manager reports.
*   Generated quarterly and annual project portfolio reports.
*   Performed configuration testing for Jira & Confluence.
*   Delivered project management courses via Jira & Confluence.

**Compliance Specialist**

*   Collaborated within the AML team.
*   Ensured adherence to AML and Compliance regulations through the creation and updating of internal banking documents and procedures.
*   Prepared and submitted statistical reports.
*   Initiated IT developments to streamline processes and reduce manual tasks, including preparing business requests, collaborating with analysts on functional specifications, and participating in user testing.
*   Participated in group initiatives and projects.

**Business Analyst**

*   Documented and consolidated stakeholder requirements.
*   Worked with FBL and Data Model.
*   Possessed foundational knowledge of JIRA & Confluence.
*   Demonstrated basic proficiency in Python and SQL.
*   Participated in user testing.
"
12514,"**Summary**

Results-oriented professional with experience in product management and business analysis within the blockchain and cryptocurrency industries. Proven ability to deliver projects in dynamic environments, including those experiencing significant market volatility. Adept at managing multiple projects simultaneously and facilitating cross-functional collaboration.

**Experience**

*Blockchain Startup* | Product Owner/Business Analyst | 1 year

*   Provided and managed storage solutions.
*   Conducted market research for competitive products.
*   Brainstormed innovative ideas.
*   Systematized existing concepts.
*   Created and maintained documentation.
*   Managed backlog and user stories.
*   Developed Business Requirement Documents (BRD).

*Crypto-Based Outsourcing Company* | Project Manager/Business Analyst/Product Owner | 1.5 years

*   Managed multiple crypto and blockchain projects.
*   Led product development and adaptation for an NFT SaaS product.
*   Conducted client idea discovery and development.
*   Created business requirements, user stories, backlogs, and acceptance criteria.
*   Provided preliminary development time and cost estimations.
*   Managed client communication.
*   Performed sprint planning, daily stand-ups, and other project management tasks.
*   Brainstormed fundraising opportunities.
*   Prepared GM reports.
*   Conducted pre-sales activities.
*   Delivered introductory courses on ""Blockchain for Project Managers.""

*Blockchain-Based Travel Industry Startup* | Project Manager | 10 months

*   Managed project timelines, sprint planning, and long-term planning.
*   Utilized Jira for workflow management.
*   Managed release processes.
*   Oversaw recruitment.
*   Conducted R&D and Proof of Concept (PoC) activities.

*Out-Stream Commercials Service* | Project Manager/Product Owner | 10 months

*   Developed and implemented project management processes.
*   Participated in product launch decision-making.
*   Conducted research on development feasibility.
*   Managed release processes.
*   Led a QA team of 2.
*   Managed delivery processes.

*Silicon Valley Based Blockchain Trading Platform and ICO Launcher* | Project Manager + Head of QA | 15 months

*   Managed project timelines and deliverables.
*   Managed release processes.
*   Led a QA team of 4.
*   Communicated with clients.

**Skills**

*   Product Management
*   Business Analysis
*   Project Management
*   Release Management
*   Blockchain Technology
*   Cryptocurrency
*   NFTs
*   Market Research
*   Client Communication
*   Team Leadership
*   Jira
*   Sprint Planning
*   Backlog Management
*   User Story Creation
*   BRD Development
"
12515,"**Summary**

Results-oriented professional with experience in business analysis, project management, and business development, contributing to increased team productivity, successful project outcomes, and client satisfaction on a global scale. Demonstrated ability to manage web projects and participate in all phases of the project lifecycle.

**Experience**

*   **Project Management & Business Analysis**

    *   Managed web projects.
    *   Collected and documented high-level business requirements.
    *   Performed risk mitigation and backlog grooming activities.
    *   Created Work Breakdown Structures (WBS) and Business Requirements Documents (BRD).
    *   Managed teams and implemented change management approaches.
    *   Handled and reduced risks, including crisis management.
    *   Supervised project execution and control, encompassing estimation and cost management.
    *   Communicated with stakeholders.
    *   Applied WDLC and SDLC methodologies.
*   **Business Development**

    *   Participated in pre-sale activities and negotiations.
    *   Conducted marketing research and R&D.

**Additional Information**

*   Exhibited career progression, skill acquisition, and identification of opportunities.
*   Participated in multiple projects.
*   Experience resulted in positive team and client experiences.
"
12516,"**[Your Name]**

**Summary**

Demonstrated ability to build effective teams and drive sales, consistently exceeding targets. Additional information available upon request.

**Experience**

*   **Managerial Position** | Largest Retail Company in Ukraine | 7 years

    *   Product management
    *   Development and utilization of growth opportunities
    *   Market analysis
    *   New product launches
    *   Staff development
    *   Knowledge of emerging technologies
    *   Technology roadmap creation and implementation with R&D

**Education**

*   **Master of Economics** | National Technical University of Ukraine 'Kyiv Polytechnic Institute'
*   **Bachelor of Metrology and Measurement Technologies** | National Technical University of Ukraine 'Kyiv Polytechnic Institute'

**Skills**

*   Retail Sales Management (with innovative strategies)
"
12518,"**[Your Name]**
[Your Phone Number] | [Your Email Address] | [Your LinkedIn Profile URL (Optional)]

**Summary**

Results-driven manager with five years of experience in business development and impactful project leadership. Entrepreneurial and tech-oriented, exhibiting intellectual curiosity. Aiming to utilize project management expertise and adopt innovative methodologies.

**Skills**

*   Product Development
*   Project Management
*   Business Development
*   Product Marketing
*   Blockchain
*   Google Analytics
*   Microsoft Office Suite
*   Jira
*   Azure
*   HTML5
*   CSS
*   Agile Methodologies
*   Excel
*   PowerPoint
"
12519,"**Summary**

Results-focused professional experienced in business analysis, project management, and risk & compliance. Demonstrated ability to implement complex projects within multinational teams, leading to significant business process changes and adoption. Seeking a Business Analyst or Project Manager role in the IT sector, leveraging a passion for fast-paced environments and collaborative, results-driven teamwork.

**Experience**

*   **Head of Sales Support** (2016 - Present)
*   **Business Analyst, Project Manager, Risk & Compliance** (2009 - 2016)

**Projects**

*   Managed a multinational team as Project Manager for the implementation of a new information system, resulting in business process change and adoption.
*   Project Manager for the implementation of a CRM system, leading to business process change and adoption within a multinational team.
*   Implemented multiple satellite applications for the company information system.

**Skills**

*   Project Management
*   Business Analysis
*   Risk & Compliance
*   Multinational Teamwork
*   Business Process Improvement
"
12520,"**Summary**

Results-driven Project Manager with 5+ years of experience in web and Android mobile development projects. Demonstrated ability to lead teams of 7-10 members and successfully deliver projects across diverse sectors, including e-commerce, B2B, corporate, and media platforms with integrated account programs.

**Experience**

*   **Project Management:** 5+ years of experience leading web and Android mobile development projects.
*   **Team Leadership:** Managed teams of 7-10 individuals.
*   **Project Portfolio:** Experience managing projects in e-commerce, B2B, corporate, and media sectors, incorporating account programs.

**Responsibilities**

*   Business Requirements Analysis
*   Project Planning and Management
*   Schedule Definition and Progress Tracking
*   Alignment of Project Objectives with Company Goals
*   Project Team Objective Clarity
*   Support of Design and Development
*   Issue Resolution Leadership
*   Risk Management
*   Scope Management
*   Resource Management and Schedule Adherence
*   Budget Management
*   Project Reporting
*   Simultaneous Project Management
*   Stakeholder Partnership

**Skills**

*   Detail-Oriented
*   Analytical and Organizational Skills
*   5+ Years Project Management Experience in IT
*   Collaborative
*   Effective Communication (Customer, Team, Stakeholders)
*   Business & IT Strategy
*   Customer-Focused
*   Jira, Teamwork, Trello, Photoshop, MS Office
"
12521,"**Summary**

Results-oriented project manager and business analyst with over 5 years of experience leading IT projects in telecommunications and banking. Experienced in all phases of project lifecycles. Proficient in project management methodologies, including waterfall, Scrum, and agile. Possesses additional education in project management.

**Skills**

*   Project Management
*   Business Analysis
*   Multitasking
*   Data Analysis
*   Systemic Thinking
*   Communication
*   Problem Solving
*   Organization

**Experience**

*   Project Manager and Business Analyst (5+ years)
    *   Managed IT project implementations within telecommunications and banking.
    *   Successfully managed multiple projects concurrently, demonstrating effective multitasking and deadline adherence.
    *   Applied analytical skills to task decomposition, prioritization, resource evaluation, and timeline creation for project completion.
    *   Collaborated effectively with varied teams and stakeholders to achieve project objectives and identify opportunities.

**Education**

*   Project Management Education
"
12523,"**Summary**

Results-driven professional with 17 years of experience in the banking sector, specializing in digital retail banking. Demonstrated ability to successfully implement complex IT projects, from inception to production, leveraging expertise as a Business Analyst (BA), Product Owner (PO), and Project Manager (PM). Proficient in managing in-house development, creating comprehensive documentation, and utilizing Agile methodologies.

**Experience**

*   **Project Implementation:** Successfully led the implementation of key projects as a PO/BA:
    *   Front-office system for retail banking, encompassing credit card sales, cash loans, refinancing, account opening (current and deposit), debit cards, and CRM elements.
    *   Tokenization system developed in partnership with Visa (Google Pay, Apple Pay, Garmin Pay) and MasterCard (Google Pay, Apple Pay), from initial concept to production launch.
    *   Internet banking platform for retail clients, featuring P2P transfers (including cross-board), account-to-account transfers (including SEP), card management, online currency exchange, and account/card opening capabilities.

*   **IT Project Leadership:** Held various roles within IT projects for the past 7 years, transitioning from BA to PM and PO, demonstrating a comprehensive understanding of the project lifecycle.
    *   Experience in the full lifecycle of system implementation, from initial design to production launch.
    *   Proficient in managing in-house development teams.
    *   Skilled in creating Business Requirements Documents (BRD) and Business Process Diagrams (BPMN 2.0).
    *   Experienced in project planning, managing project backlogs, and overseeing UX/UI teams.

**Skills**

*   Agile Methodology & Framework
*   SDLC (Software Development Life Cycle)
*   Jira
*   Confluence
*   Figma

**Industry Focus**

Digital banking and fintech. Open to diverse projects.
"
12525,"**Summary**

Results-driven professional experienced in leading teams to deliver customer-focused solutions. Skilled at cultivating a collaborative and positive work environment, adept at conflict resolution, and removing impediments. As a Product Owner, defined product goals and vision, utilizing technical proficiency to connect customer needs with team execution, transforming business concepts into successful product outcomes.

**Experience**

*   **Product Owner**
    *   Collected and interpreted client needs and vision from strategic Product Owners.
    *   Assisted in developing the global roadmap in coordination with strategic Product Owners.
    *   Managed the product backlog, including defining, prioritizing, and testing new features, enhancements, and bug fixes.
    *   Led product development discussions within the team.
    *   Coordinated product releases and communicated short-term roadmap information to the team.
    *   Partnered with strategic Product Owners to improve UX/UI.
    *   Provided product support.

**Skills**

*   Team Leadership & Facilitation
*   Conflict Resolution
*   Product Vision & Goal Setting
*   Technical Proficiency
*   Customer-Focused Solutions
*   Product Backlog Management
*   Prioritization
*   Release Management
*   UX/UI Collaboration

**Industry Experience**

*   Printing and Publishing
*   Retail
*   CRM / ERP
*   E-commerce
*   Healthcare
*   VR/AR Entertainment

**Desired Opportunity**

Seeking an environment that promotes professional development through mentorship, training, and challenging projects. Seeking a collaborative, creative, and innovation-focused team with opportunities for performance-based compensation reviews.
"
12526,"**Summary**

Results-driven professional experienced in project management, systems development, and business process improvement. Demonstrated ability to lead teams, manage project scope, and achieve successful outcomes.

**Experience**

*   **Core Systems Development:** Involved in the initial development of a core company system.
*   **Internet Marketing and Sales:** Experience with internet marketing and sales strategies.
*   **Supply Chain Management:** Knowledge of supply chain processes.

**Project Management & Coordination**

*   Managed project scope for multiple teams.
*   Facilitated sprint and quarterly planning sessions.
*   Performed Scrum Master duties.
*   Collected and interpreted requirements for team comprehension.
*   Designed solutions through assessment of workflow options.
*   Controlled solutions by defining specifications.
*   Collaborated with cross-functional teams for process integration.
*   Produced documentation for new and modified features.

**Skills**

*   JIRA
*   Rally
*   MS Office Suite
*   e-Commerce Platforms
*   CRM Software
*   SAP ERP Systems

**Personal Attributes**

*   Self-Starter
*   Analytical Thinker
*   Accountable
*   Proactive Approach
*   Innovative
*   Detail-Oriented
*   Interpersonal Skills
*   Fast Learner
*   Driven
*   Dedicated
*   Willing to Learn
"
12527,"**[Your Name]**

**Certifications**

*   PSM 1
*   SAFe 5 Agilist
*   SAFe Scrum Master
*   SAFe Product Owner & Product Manager

**Experience**

**Senior Business Analyst** | EPAM | December 2020 – Present

*   Led discovery phases and solutioned project scope for quarterly goals.
*   Utilized UX prototyping tools to validate requirements and provide UX recommendations.
*   Developed organized Confluence spaces for project requirements documentation.
*   Organized workshops with end-user focus groups for requirements elicitation and expectation alignment.
*   Conducted research on insurance products to enhance business value for clients.

**Middle Business Analyst** | GlobalLogic | November 2019 – Present

*   Developed detailed and clear requirements documentation.
*   Organized and facilitated Scrum ceremonies, including daily meetings, sprint planning, and estimation sessions.
*   Created UX prototypes for web interfaces using Wireframepro and Axure.
*   Managed requirements throughout the project lifecycle (elicitation, clarification, documentation, and maintenance).
*   Facilitated the removal of impediments to the Development Team's progress.

**Business Analyst** | Nix Solutions | May 2018 – November 2019

*   Translated stakeholder requirements into deliverables, including requirements specifications, user stories with acceptance criteria, and workflow diagrams.
*   Supported Product Owners in prioritizing development work and managing the product backlog.
*   Provided ongoing requirements support to the development team.
*   Offered sales and presales support, including gathering initial requirements for project estimations.
*   Conducted UX research on competitors and created UI prototypes for web and mobile interfaces using Axure.

**Sales Manager / Business Analyst** | Galaxy IT | December 2017 – May 2018

*   Developed business opportunities by identifying potential customers on Upwork, Freelancer.com, and LinkedIn.
*   Gathered business requirements and translated them into actionable tasks for the development team.
*   Managed projects and configured JIRA according to Agile methodologies (SCRUM / Kanban).
*   Conducted demo sessions to present sprint results to clients.
*   Facilitated sprint planning sessions with the development team.
"
12528,"**Jane Doe**
(123) 456-7890 | jane.doe@email.com | LinkedIn Profile URL (Optional)

**Summary**

Results-driven professional experienced in software implementation, configuration, and customer support. Demonstrated ability to configure systems, troubleshoot issues, and provide technical guidance. Skilled at translating client needs into technical specifications and working with development teams.

**Experience**

**HCM Configuration Specialist** | August 2019 – May 2021
*   Initialized customer data.
*   Provided support and troubleshooting for customer issues.
*   Customized systems to align with client requirements.
*   Developed specifications and collaborated with development teams.
*   Performed testing and managed requirements.

**Configuration Manager** | February 2013 – July 2019
*   Configured and managed the software build release process.
*   Established test and production environments.
*   Created technical design documentation.
*   Supported projects and customer databases.

**Software Implementation Specialist** | May 2010 – February 2013
*   Developed user instructions.
*   Documented manufacturing processes.
*   Imported data into Oracle.
*   Configured products, developed custom reports, and prepared for product revisions.
*   Administered systems.
*   Wrote automated QA tests.
*   Trained users on system functionalities.
*   Provided customer support.

**Software Implementation Specialist** | May 2008 – April 2010
*   Maintained accounting software.
*   Prepared the test environment.
*   Configured products, developed custom reports, and prepared for product revisions.
*   Trained users on system functionalities.
*   Provided customer support.
*   Utilized HTML, CSS, PHP, and VBasic coding.

**Interests**

*   Finance
*   Big Data
*   Artificial Intelligence
*   Blockchain
"
12529,"**Summary**

Results-focused professional experienced in both Business Analyst and Project Manager roles. Demonstrated ability to achieve project success through effective planning, stakeholder management, and team leadership. Committed to continuous improvement and delivering valuable solutions. Passionate about product strategy and customer-focused development.

**Experience**

*   Directed the analysis and documentation of requirements for a new system.
*   Partnered with development teams to ensure system alignment with business needs.
*   Oversaw successful system implementation and adoption.
*   Developed project MVP with one Agile team within 4 months.
*   Implemented Scrum practices, enhancing project planning and work organization.
*   Cultivated stakeholder relationships, building trust and collaboration.
*   Supported team member development, encouraging professional growth.
*   Managed project planning, prioritization, team management, budgeting, risk management, quality management, change management, and reporting.
*   Collected and analyzed requirements, developed solutions, and produced documentation.
*   Conveyed project goals, progress, and results to stakeholders.
*   Consistently assessed and refined processes and systems to improve efficiency, productivity, and profitability.
*   Prioritized the elimination of wasteful processes to maximize project and product value.

**Responsibilities (as Business Analyst)**

*   Identifying opportunities for improvement.
*   Developing solutions.
*   Facilitating communication between stakeholders and technical teams to meet business objectives and add value.

**Responsibilities (as Project Manager)**

*   Leading projects to successful completion, on time, within budget, and meeting client objectives.
*   Managing project teams, stakeholders, risks, and changes.
"
12530,"**[Your Name]**

**Summary**

*   Program Manager with experience in managing IT projects and teams within the telecommunications and banking industries. Expertise in systems administration, implementation, and maintenance of various platforms.

**Experience**

**Amdocs Israel**
Program Manager
2020 – Present

**Pasha Bank Georgia**
IT Section Manager
June 2018 – December 2019

*   Managed IT section units: IT Operations, Software Development, and Business Analysis and Service Quality.
*   Coordinated Department’s activities.

**Geocell – TeliaCompany – Telecommunications**
Technology Division, Services – Products and IT Section Manager
February 2015 – June 2018

*   Managed IT section units: Billing and Charging, Product and Services, Software Development, Enterprise IT, and Business Support and reporting.
*   Coordinated Department’s activities.

**Geocell – TeliaCompany – Telecommunications**
ICT Division, Service Network Department Manager
January 2006 – February 2015

*   Managed systems including: Prepaid Charging system, Ericsson Billing Gateway platform, and VAS platforms – SMSC, CRBT, WAP GW, Voice Mail.
*   Responsibilities included: Technical helpdesk, Systems administration and maintenance, and Implementation and deployment of new products.

**Geocell LLC - Telecommunications**
Service and Product Operations Team Coordinator (Technical Department)
March 2004 – January 2006

*   Managed systems including: Prepaid Charging system, Ericsson BGW(EMM) platform, and Value Added System– SMSC, CRBT, WAP GW, Voice Mail.
*   Responsibilities included: Technical helpdesk with 24x7 support of internal customers.

**Geocell LLC - Telecommunications**
Prepaid Charging System Engineer (Technical Department)
March 2000 – March 2004

*   Administered and maintained Ericsson (PPL) prepaid charging system.
*   Provided technical helpdesk, 24/7 support.
*   Configured and implemented new products and tariff plans.

**New Net Georgia LLC**
Digital PSTN Switching Center Technical Manager
February 1997 – March 2000

*   Administered and maintained PSTN switching center.
*   Planned and managed shift staff.
*   Provided technical helpdesk, 24/7 support.

**Projects**

*   **Retail Bank Launch (Cash-Loan and TopCard)**, August 2018 – August 2019
    *   Project involved: Processing Center swap and Core Banking integration, Existing Core Banking system release upgrade, Deployment CRM and Sales Force, Internet Banking and Mobile Banking, Contact Center PBX system swap, and Integration with Terminal Payment system.
*   **Prepaid Billing system swap from Amdocs/Comverse One to Peter-Service BSS**, August 2017 – December 2017
    *   Swapped Prepaid Billing System to Peter-Service BSS with on-line credit and balance control.
*   **Post-paid Billing and Interconnect systems swap from CBOSS to Peter Service BSS**, May 2016 – December 2016
    *   Swapped Post-paid and Interconnect Billing System from CBOSS to Peter-Service BSS with on-line credit and balance control.
*   **Geocell Deep Packet Inspection, Policy and Charging rules function platform swap**, January 2017 – December 2017
    *   Geocell performed PCRF/PCEF swap tender.
*   **Prepaid Billing System swap**, January 2014 – September 2014
    *   Swapped Prepaid Billing System from Orga OPSC Classic to Comverse ONE BSS.
"
12531,"**[Your Name]**

**Summary**

Results-oriented professional seeking an IT role. Proven ability to manage projects and drive B2B sales within the agribusiness sector, demonstrated by over 10 years of experience. Holds certifications in IT Project Management and IT Business Analysis.

**Skills**

*   Project Management
*   IT Business Analysis
*   Software Development Lifecycle (SDLC) Understanding
*   Knowledge of Software Development Methodologies
*   Risk Assessment and Mitigation
*   Project Planning and Execution
*   Analytical Problem-Solving
*   Strategic Planning
*   Organizational Proficiency
*   Effective Communication (Written & Verbal)
*   Documentation and Presentation Development

**Experience**

*   **Agribusiness Sector:** 10+ years of experience in Project Management and B2B Sales, including experience in project leadership and sales strategy.

**Education**

*   **IT Education Academy (ITEA)** - IT Project Management Certificate
*   **BA Space School** - IT Business Analysis Certificate Courses

**Career Objective**

Seeking a long-term position in the IT sector to apply existing skills and expand expertise, contributing to impactful projects and fostering professional development.
"
