,Modified_openai/gpt-3.5-turbo_of_resume_Modelopenai/gpt-3.5-turbo
111,"Є позитивний досвід роботи з декількома міжнародними компаніями. Понад 10 років досвіду у графічному дизайні, знання повного циклу виробництва від ідеї до видачі замовнику. Зараз займаюся організацією виробничого процесу та координуванням роботи дизайнерів у субпідрядних організаціях. Шукаю можливість цікавої віддаленої роботи та можливість спілкуватися англійською мовою для поліпшення навичок. Бонусом буде можливість розвиватися у напрямку Project Management."
112,"Участь у реалізації декількох проектів по ребрендингу та організації нових представництв в Україні
Більше 10 років досвіду у якості Sales Manager, з великим досвідом роботи з клієнтами та участю в організації роботи офісу. Маю бажання розвиватись в ролі IT Project Manager та активно вивчаю цю тему. Пройшов курс Project Management 101 в Fedoruk.works."
113,"Більше 7 років досвіду роботи з текстами і візуальним контентом. Понад 4 роки досвіду в SMM як на стороні агентства, так і на стороні брендів. Мета - розвиток у діджитал сфері в напрямку діджитал маркетингу, стратегії та проджект менеджменту."
114,"Досвід управління командою до 6 осіб у різних галузях, включаючи IT, медіа, оптову торгівлю, будівництво, консалтинг/аудит, фармацевтику та FMCG. Експертиза в організації заходів у сфері психології, дитячих міських таборів, днів відкритих дверей та виставок на 1000+ учасників. Досвід роботи з B2B та B2C клієнтами. Організаційні навички проекту від стратегії до фінансової звітності та аналізу успішності проекту. Вміння працювати з програмами 1С, Bitrix24 та CRM. Значний досвід у комунікації з клієнтами, учасниками та підрядниками, наповнення сайтів, ведення соцмереж, email/Viber розсилок, робота зі ЗМІ та взаємодія з командою через Agile інструменти. Англійська мова на рівні Pre-Intermediate. Вища освіта та додаткова у сфері маркетингу. Індивідуальні консультації у сфері маркетингу та проектної діяльності з березня 2022 року."
115,"Слідкував за ризиками та досягненнями команди у створенні маркетплейсу marktrade.com.ua. Брав участь у проектах маркетингової компанії marksoft.com, де займався створенням інтернет-магазинів, порталів та маркетплейсів, а також їх просуванням. Виконував організаційні функції, а також відігравав ролі бізнес-аналітика та маркетолога. Маю бажання розвиватися у ролі продакт-менеджера та успішно завершив відповідний курс."
116,"Амбасадор проєкту ""Lead for Peace"" 2021
Тім лідер команди в громадській організації AIESEC, відповідальний за освітній проєкт ""Lead for Peace"". Керування комунікацією з амбасадорами та делегатами, розвиток та лідерство в команді. Результат: 96% задоволених амбасадорів та делегатів, залучено 500+ дітей, 15 амбасадорів, 9 шкіл та проведено 18 уроків (офлайн та онлайн).

Поточно тім лідер команди з роботи з українськими громадськими організаціями у проєкті гуманітарної допомоги. Організація пошуку та комунікації з потенційними партнерами, ведення звітності. Результат: перевезено 1 тонну гуманітарної допомоги для ВПО та продовження роботи в цьому напрямку."
117,"- Управління 5+ проектами з веб-розробки
- Проведення зустрічей з командами для координації робіт
- Взаємодія з клієнтами для вирішення їхніх потреб
- Складання технічних завдань для проектів
- Вирішення організаційних питань в компанії
- Управління ризиками проектів
- Підготовка документації."
118,"- Ефективне керівництво проектами, включаючи планування, організацію команди та контроль дедлайнів.
- Високий рівень комунікації з клієнтами та успішне проведення переговорів.
- Ведення документації, включаючи укладення договорів, додатків до договорів, технічних завдань, рахунків, актів та іншої пов'язаної документації.
- Проведення аналізу ризиків та помилок після завершення кожного проекту.
- Виконання тестування.
- Важливість для мене команди, зрозумілих цілей та завдань, а також підтримки керівництва."
119,"Закінчила курс ""ОСНОВИ УПРАВЛІННЯ КОМАНДАМИ ТА ПРОЄКТАМИ В ІТ"" від PROMETHEUS ТА LITS. Маю базові знання HTML, CSS та JavaScript. Досвід у веденні проектної документації та координації ресурсів, обладнання та інформації для керівників проектів. Вміння працювати з Microsoft Office, Google Docs, Trello та Asana. Активно шукаю нові можливості для розвитку та покращення своїх навичок."
120,"Досвід у будівельній сфері (8 років)
Розвиток компанії ADC-GROUP від мінімальних замовлень до співпраці з великими проєктами
Побудова компанії з нуля, включаючи пошук приміщення та запрошення підрядних організацій для співпраці."
121,"Досвід роботи:

вер 2020 - бер 2021
Helpware Ukraine - Менеджер по роботі з німецькомовними клієнтами

- Консультування клієнтів англійською та німецькою мовами
- Вирішення кризових ситуацій у ході проекту
- Внесення пропозицій щодо вдосконалення проекту
- Тестування нововведень
- Ведення ділової переписки

07/2019 – 08/2019
Культурний проект між Російською та Австрійською сторонами ( Перекладач, юрисконсульт ) – Відень, Австрія

- Юридична допомога
- Переклад у ході переговорів з німецької та англійської мов на російську та навпаки

02/2019 – 06/2019
Промислово фінансовий консорціум «ІМС» – Київ, Україна

- Ведення графіку зустрічей керівника
- Допомога в підготовці договорів
- Внесення правок відповідно до запитів юристів
- Переклад з української (російської) на англійську мову та навпаки"
122,"Встановлено більше ніж 150 бігбордів розміром 3х6м
Ведення рекламної кампанії на рекламних конструкціях для одного з депутатів по всій країні.
Виконання обов'язків керівника рекламного підприємства, включаючи ведення клієнтів та організацію роботи виробничого цеху (друк рекламної продукції, виготовлення зовнішньої реклами).
Постановка задач працівникам офісу та контроль їх виконання.
Вибудовування міжособових взаємовідносин та спілкування з клієнтами (проведення ділових зустрічей, консультування, вирішення суперечок).
Розробка та реалізація маркетингового плану.
Аналіз робочих процесів та їх удосконалення.
Мотивація співробітників."
123,"Успішно мігрував розважальний онлайн бізнес з однієї платформи на іншу без зниження фінансових показників діяльності. Маю досвід управління проектами (3+ роки), з останнім досвідом у сфері онлайн бізнесу у продуктовій компанії. Виконував обов'язки SM/PM/PO на різних стадіях проекту, співпрацюючи з 2-3 командами одночасно (1-2 команди - віддалено). Ефективно взаємодіяв з бізнесом та девелоперами, працюючи у жорстких строках та використовуючи методологію Scrum. Останнім часом фокусувався на розвитку та підтримці десктоп версії сайту europebet.com. Маю високі навички комунікації та роботи з командою, постійно набуваючи новий досвід у сферах управління проектами та інформаційних технологій."
124,"Дмитро, ось ваше оновлене резюме:

Досягнення
- Збільшення частки ринкових продажів.
- Укладання контрактів.
- Формування лояльної репутації.
- Створення комфортних умов для команди.
- Випуск нових апаратних та програмних рішень.
- Розробка нових апаратних та програмних функцій.
- Прототипування UX/UI програмних забезпечень та функцій.

Особливості
- Організаторські здібності.
- Постійний саморозвиток.
- Щирість та відкрість.
- Ґрунтовний підхід.
- Комунікабельність.
- Відповідальність.
- Стресостійкість.
- Технічні знання.
- Ініціативність.

Навички
- JIRA (ZenTao) – середній
- Google Docs – просунутий
- MS Office – просунутий
- MS Project – початковий
- Figma (Mockitt) – середній
- Illustrator/Photoshop – середній
- Пайка SMD – середній

Мови
- Англійська – A2 початкова (продовжую постійно займатись)
- HTML/CSS/JS – початкова

Курси
- Become a Project Manager - Linkedin
- Become a Sales Representative - Linkedin

Досвід роботи
- Assistant Project Manager в українській IoT IT компанії: Операційна робота з командою розробки продукту, використання Jira, Google документів, UX/UI прототипування у Figma, підготовка релізів.
- Технічна підтримка в китайській IT компанії: Консультування клієнтів, укладання контрактів, участь у виставках, аналіз зворотного зв'язку, розробка нових функцій, тестування продуктів, взаємодія з розробниками.

Мета
- Заглибитись в управління проєктами та/або продуктами, допомагати команді та клієнтам досягати мети.

Бажаю успіху у вашому пошуку нової роботи!"
125,"Власник кінно-спортивного комплексу (КСК Александрія ПГТ. Гостомель) 
3 роки 2019 — 2022
- Оновлення штату працівників, які обслуговували комплекс
- Проведення повної реконструкції будівлі та облаштування території
- Розширення послуг, включаючи дитячу школу, тренування, базову підготовку, Берейтор, Тренер, Коновод
- Займанняся порятунком, реабілітацією та вивозом коней з усієї київської області з 24.02.2022

Архиваріус (помічник Нотаріуса)
3 роки 2013 - 2016
- Складання звітності документів та підготовка до щорічної перевірки перед Мін'юстом України
- Оптимізація термінів подання документів перед перевіркою з Мін'юсту
- Організація роботи з клієнтами для своєчасного подання документів

Виконавчий Директор
7 років 2011-2018
- Проведення ребрендингу меню ресторану для збільшення продажів та залучення нових клієнтів
- Покращення комунікації з керівництвом ресторану для покращення атмосфери в колективі
- Впровадження нової системи для замовлень та звітності для покращення сервісу та швидкості обслуговування

Менеджер з продажів (VILLELECTRIC)
1 рік 07.2014 — 01.2015
- Налаштування маркетингової компанії для збільшення обсягу продажів на 300%
- Успішне виграш тендерів для великих забудовників завдяки покращеному ставленню на ринку продажів

Молодший Лейтенант (Кавалерійська служба України)
1 рік 01.2013 — 04.2014
- Покращення взаємин вершника та коня для ефективної роботи як одна команда
- Навчання знанням верхової їзди для покращення роботи у місті
- Соціалізація коней у місті та адаптація до різних умов, включаючи гучні звуки"
126,"Prepared for new challenges and tasks, energetic, communicative, and organized. Actively involved in event organization during studies and work. Proficient in multiple programming languages, with experience in both technical and organizational aspects of work. Skilled in documentation and technical support."
127,"- Засновник Stand Up клубу
- Реалізація понад 45 відео на YouTube
- Заробіток на соціальній мережі TikTok

до 24 лютого:

- COMFY (Retail), Контентний продюсер: Реалізація ідей в готовий контент для YouTube каналу
- TikTok для бізнесу, Контентний продюсер: Створення та наповнення акаунтів для Ласунки, Boomza, Concordbank
- Світло наприкінці тижня (Stand up клуб): Засновник, організація та контроль концертного графіка для більш ніж 12 коміків"
128,"Пройшла курси керування людьми та вивчала методологію НЛП. Маю багато сертифікатів, хоча не всі відповідають даній спеціальності. Моє бажання керувати проектами в IT компаніях випливає з давньої мрії. Хоча досвіду роботи в цій галузі поки немає, я маю інші переваги та неймовірне бажання навчатися та розвиватися.
З мого резюме видно, що я вмію ефективно керувати людьми, організовувати процеси та івенти. Я комунікабельна, соціальна, завжди готова до спілкування та співпраці. Маю багато ідей та завжди готова їх реалізувати. Також, я дуже організована та дисциплінована.
Готова розглянути пропозиції про посаду помічника чи стажера, головне - для мене важливо мати можливість для особистого та професійного розвитку. Я готова повністю присвятити себе роботі, дотримуватися правил та корпоративної культури компанії, віддавати свою енергію та лояльність.
Дякую за увагу."
129,"Досвіду роботи на даній позиції немає, але зацікавлений у розвитку в цій сфері. Відкритий до спілкування з людьми, знайомий з діловим етикетом та маю базові знання в психології. Вмію ефективно вирішувати непередбачені ситуації та швидко знаходити вихід. Бажання працювати не більше 5 днів на тиждень, можливо за умови неповного робочого дня."
130,"PM ДП ""Е-консалтинг"" 
- Створення Project plan на основі зібраних вимог від замовника, визначення пріорітетів для команди.
- Підтримка життєдіяльності проекту, оцінка ризиків.
- Взаємодія з командою проекту (передача вимог від замовника), контроль виконання задач командою, проведення зустрічей команди.
- Взаємодія з клієнтом (проведення презентацій, демонстрацій рішення).
- Підготовка технічної документації по проекту.
- Робота з Jira, Confluence.
- Підготовка звітів по статусу проекта.

Account manager/ Project coordinator ДП""Е-консалтинг"" 
- Взаємодія з клієнтами компанії (побудова відносин).
- Розробка та ведення документації по проекту (ведення проекту в CRM системі).
- Організація технічної підтримки клієнтів.
- Документування проекту (підписання договорів, актів).
- Тестування продукту.

Помічник керівника ""ДП Е-консалтинг""
- Ведення ділового листування.
- Координація робочого графіку.
- Організація відряджень.
- Оформлення внутрішньої документації компанії.
- Організація роботи офісу.

Менеджер проекту ""МБФ ТОЧКА ОПОРИ""
- Організація проектів фонду (організація благодійного ярмарку для підтримки життєдіяльності фонду).
- Співпраця з волонтерами фонду (залучення волонтерів pro bono).
- Ведення сторінок фонду в Facebook.
- Досвід впровадження контактного центру (більше 1000 операторів). Підтримка та розвиток платформи чат-ботів."
131,"Наймолодший співробітник юридичної фірми з проєктами, затвердженими мерією міста. Досягнення включають 200 балів за ЗНО. Досвід у сфері юриспруденції, управління та викладання."
132,"Підняв клієнту прибуток з 500$ до 70.000 на Amazon
Створив 50+ прибуткових рекламних кампаній
100+ задоволених клієнтів
Досвід у веденні багатьох проєктів одночасно, керівник маркетинг-студії повного циклу (створення сайтів, зйомка, монтаж відео, SMM, SEO, створення тг ботів, дизайн, контекстна реклама)
Постійно розвиваю свої навички як лінгвістичні, так і софтверні
Допомагав у розвитку таким компаніям:
Liga zakon
Metabo
Cherry auto
Merx
Ayana Wellness
Ведення проєктів у галузі веб-розробки, керування виконавцями, спілкування з замовниками, бріфінг, формування ТЗ, звітність перед керівництвом."
133,"Досвід на курсах навчання на проектного менеджера від IAMPM на курсі DAO PM:
- Запровадження проекту з розробки мобільного додатку для доставки їжі від ідеї до впровадження.
- Впровадження критеріїв успішності проекту у відповідності до стандартів управління проектами.
- Організація роботи команди, планування завдань та ресурсів для досягнення мети проекту.
- Ефективне використання інструментів та методологій управління проектами для досягнення максимальних результатів. Лідер команди."
134,"Junior Project Manager
City5 Consulting

- Project initiation
- Problem solving and technical issue resolution
- Identifying and assessing client needs
- Revenue determination and client compliance
- Gathering necessary documentation and handing off to processing department
- Preparation of project reports"
135,"Курси – PM, QA, MINI MBA.
Досягнення:
- Розробка mobile CRM системи (замовник - США) для замовлення перукарських послуг до стадії User Acceptance Testing;
- Розробка невеликої mobile CRM системи (замовник - Україна) для зчитування та перевірки QR-кодів;
- Розробка десктопної CRM системи (замовник - Україна) для замовлення квітів;
- Координування проведення UX-дизайну десктопної CRM системи (замовник - Україна);
- Участь у розробці десктопної ERP-системи (замовник - Україна) для заводу металоконструкцій з впровадженням обліку та контролю інформації, прийняття та обробки замовлень, відслідковування залишків, бухгалтерські розрахунки;
- Підготовка єстімейтів для нових проектів.
Досвід роботи - 1,5+ року.
Успішний досвід розробки програмного забезпечення (CRM і ERP системи) з командою розміром 10+ членів;
Досвід роботи з віддаленою командою;
Роль Scrum Master та керування подіями Scrum;
Використання продуктів Atlassian (JIRA, Confluence);
Управління, звітування, моніторинг (Trello, Toggl);
Risk management;
People management.

Навички Project Management, Scrum Очікування від роботи: приносити користь команді, бути залученим до досягнення мети, яка стоїть перед компанією."
136,"Досвід роботи

Legion Marketing

07.2023 — по поточний час
Досягнення:
- Планування місяця/тижня та контроль успішності та KPI
- Згуртування та мотивація підлеглих
- Допомога співробітникам у складних ситуаціях
- Спілкування та узгодження ТЗ/бріфування з існуючими клієнтами
- Супровід по наданню послуг

Project Manager
«Ломбард 24» «Афинаж ЛТД и компания»
6 місяців
12.2022 — 07.2023

Досягнення:
- Аудит корпоративних магазинів (5шт) на майданчику пром.юа, аналіз вивантаження товарів з 1С та їхня автоматизація, поліпшення видачі в пошуку на платформі
- Створення лендінгів з різних ніш від ідеї до реалізації та налаштування реклами для автономної підтримки
- Збір конверсії та поліпшення результатів на прикладах austock.com.ua, goldelement.com.ua, goldbuyer.com.ua
- Робота над сайтом-майданчиком з 0 (аналог розетки), SEO, контент, реклама, функціонал і оформлення, розробка партнерської програми для трафіку, робота з Serpstat для аналізу конкурентів, PPC ключових слів і оголошень

Контент-Модератор удаленно
BOO
1 рік 2 місяці

Досягнення:
- Модерування оголошень постачальників різних товарів, включаючи техніку, телефони, годинники, міксери, перфоратори, кавоварки, ноутбуки, планшети тощо
- Опублікування від 280 позицій на день, пошук моделей та характеристик за фото, відправлення на доопрацювання відповідно до правил компанії

Linkbuilder
Фриланс удаленно

Досягнення:
- Крауд маркетинг, аутріч, робота з Ahrefs, Majestic, Check Trust
- Робота з біржами посилань, підбір донорів під різні СНД проєкти, створення ТЗ копірайтерам, робота з Google інструментами

Главный администратор сайта
Apsen Diamond
11 місяців

Досягнення:
- Заповнення контентом: картки товарів, seo ключі, заголовки h1, написання новин, коригування інформативних сторінок, створення банерів, оновлений дизайн Інстаграм
- Консультація щодо планів робіт та затвердження бюджетів, рішень, змін і подальших дій, перевірка виконуваних робіт, аналіз Google Ads, Analytics, Fb Ads, віддалена робота, можливий гібридний формат."
137,"Продаж, планування, контроль та видача сотень індивідуальних замовлень кенді барів та тортів, з них десятки проєктів з технологіями we had never done before. Запровадження нових технологій для досягнення wow-ефекту: металеві та акрилові конструкції, led та неонові підсвітки, 3D друк.
Досвід роботи більше 4 років на посаді адміністратора ресторану-кондитерської, тісна співпраця зі сферою event-management, перемовини та продаж продукту (Candy bar and cake), вивчення вимог замовника, планування та розробка унікальних проєктів тортів в Україні (антигравітаційні торти, торти гіганти, торти з неоновими підсвітками), використання графічних редакторів для візуалізації проєкту (Figma, CorelDraw, ScetchUp), організація роботи команди, робота з посередниками та швидке вивчення специфіки їх діяльності, постійний контроль якості роботи та дотримання термінів, робота з ризиками, ведення фінансового обліку проєкту, організація логістики."
138,"ОФІСНА НЕРУХОМІСТЬ 
1. Впровадження CRM системи (АmoCRM) для поліпшення організації роботи та управління клієнтською базою.
2. Укладення угод з оренди офісної нерухомості на площу 3000 кв.м.
3. Укладення угод з продажу офісної нерухомості на площу 700м2 та 300м2.

КОУЧІНГ 
1. Позитивні зміни в житті та кар'єрному розвитку 8 клієнтів програмою «Наставництво».
2. Проведення 35 індивідуальних консультацій з розвитку навичок та мотивації.
3. Керування часом та ресурсами для досягнення балансу між роботою та особистим життям клієнтів.
4. Розвиток навичок управління стресом та підтримка клієнтів у складних ситуаціях.
5. Створення мотиваційного середовища для постійного удосконалення клієнтів.
6. Розкрутка професійного блогу в Instagram, TikTok та Telegram.

ДОСВІД РОБОТИ В КОУЧІНГУ 
1. Розробка та управління коучинговими програмами для досягнення особистих та професійних цілей клієнтів.
2. Визначення потреб та очікувань клієнтів, аналіз ситуації та встановлення конкретних цілей.
3. Співпраця з клієнтами для підтримки, мотивації та обліку прогресу.
4. Розвиток потенціалу клієнтів та вирішення проблем на шляху до цілей.
5. Оцінювання прогресу та надання конструктивного фідбеку клієнтам.
6. Продвиження себе як лайф коуч через особистий блог.

ДОСВІД РОБОТИ В ОФІСНІЙ НЕРУХОМОСТІ 
1. Комунікація з різними стейкхолдерами для успішної реалізації проєктів.
2. Координація внутрішніх процесів та комунікація з відділами для ефективного виконання завдань.
3. Реалізація проєктів оренди офісних приміщень з використанням Agile методології.
4. Планування та контроль бюджету проєктів з урахуванням фінансових обмежень.
5. Аналіз ринку нерухомості та підготовка звітів для стратегічних рішень.
6. Ведення CRM системи для організації роботи та ведення клієнтської бази.
7. Впровадження CRM системи (АmoCRM) для поліпшення організації роботи та комунікації.

Бажання розвиватися в галузі інформаційних технологій як Assistant Project Manager або Junior Project Manager. Готовий навчитися та використовувати свої навички для інноваційного зростання компанії."
139,"Пройшла 10-кілометрову дистанцію (незважаючи на відсутність великої зацікавленості у бігу).
Організувала сортування сміття вдома для ефективного використання вторсировини та збереження екології.
Активно допомагаю у зборі коштів для Благодійної організації ""Місто Добра"", яка піклується про дітей та сім'ї в біді.
Маю 10-річний досвід роботи в органах державної влади, зокрема у команді по впровадженню системи якості ISO 9001:2000, адмініструванні сайту, веденні інвестиційних проектів та реєстраційних дій для фізичних осіб-підприємців та юридичних осіб.
Маю додаткові знання у сферах Agile, Scrum та курс IMPM.
Здійснювала спільні закупівлі товарів з США та їх реалізацію через платформи Instagram, Olx та Shafa.
Мета - розвиток у сфері управління проектами на посаді assistant/junior Project Manager з подальшим ростом у команді та плануванням ведення власного проекту протягом наступного року."
140,"Досвід управління проектами з розробки веб-сайтів протягом 4 років, включаючи роботу як помічник менеджера проектів. Керувала командою з 3+ спеціалістів та одночасно вела від 3 проектів. Координувала проекти протягом їх життєвого циклу та підготовлювала проектну документацію. Володію досвідом роботи з CRM Bitrix24 та Worksection."
141,"Один з проектів став лауреатом премії «Людина року - 2017»
Досвід роботи координатором будівельних проектів (квартальна забудова)
Профессиональный рост. Сложные задачи. Неформальная обстановка."
142,"1. Здатність до швидкого освоєння нової інформації та активного навчання.
2. Здатність швидко адаптуватися до нових задач, вимог та робочих процесів.
3. Здатність працювати самостійно і взяти на себе ініціативу.

Досвід роботи на теперішній позиції:

- Виконання завдань з оформлення страхових актів.
- Комунікація з клієнтами через різні канали, такі як Bitrix24, Viber, електронна пошта та телефон.
- Врегулювання особистих видів страхування, зокрема фінансові ризики.
- Сплата та оформлення рахунків за допомогою 1С ОперКонтур.
- Взаємодія з партнерами.
- Забезпечення документообігу, включаючи своєчасну обробку паперових документів.

Навчання і професійний розвиток: Бажання отримувати навички та знання в сфері управління проектами, а також можливості для особистого і професійного зростання.

Комунікація і співпраця: Здатність ефективно спілкуватися з різними зацікавленими сторонами, включаючи членів команди, клієнтів та постачальників. Бажання працювати в команді і досягати спільних цілей.

Організаційні навички: Здатність планувати, організовувати та керувати проектами з дотриманням термінів і бюджету.

Лідерські якості: Зацікавленість у виконанні ролі лідера в команді та здатність стимулювати та мотивувати інших досягати успіху.

Знання проектного менеджменту: Бажання отримати розуміння основних принципів, методологій та інструментів проектного менеджменту, таких як SCRUM, Agile, тощо."
143,"Досвід у сфері IT Project Management та робота з UI/UX проектами (Figma дизайн), а також у аутсорс-проектах геймдеву (3D modelling, 2D design)."
144,"На всіх попередніх робочих позиціях завжди проявляла себе як одна з кращих співробітників. Два рази отримувала підвищення. Учасниця курсу, де була лідером у своїй підгрупі та однією з найкращих учасниць. Швидко навчаюсь та можу швидко розібратися з різними темами. Маю сильні особисті навички.

Маю досвід у ролі аккаунт менеджера та менеджера з продажів, що може позитивно вплинути на мою роботу як проджект менеджера. Не маю прямого досвіду в проджект менеджменті, але здобула практичні та теоретичні знання на курсі з даного напрямку.

Мета - отримати практичні навички та розпочати кар'єру в галузі ІТ."
145,"Амбіційна та енергійна випускниця Hillel IT School з відзнакою, яка має велике бажання розвиватися у сфері Project Management. Швидко навчаюсь та відповідально ставлюсь до поставлених завдань. Готова активно вчитися та розвиватися у новому колективі."
146,"Розробка та проведення системи навчання та адаптації персоналу, на постійній основі проведення проектів з навчання персоналу та впровадження онлайн платформи для цих цілей. Досвід у проведенні проектної діяльності у сфері розробки та впровадження системи навчання персоналу. Навчання в Genius Space у 2022 році. Бажання розвиватися в сфері Project Management. Цікавить розвиток на посаді РМ."
147,"Пройшов курси від Hilel для початківця Project Manager

Досвід роботи в колективі

Стажер у сфері QA

Досвід спілкування з іноземцями під час роботи в Німеччині протягом 6 місяців

Готовий набувати досвід у сфері Project Management через практичну роботу."
148,"Побудував будівельну компанію з нуля
Працював практично автономно
Маю 6-річний досвід управління проектами в будівельній сфері, включаючи проектування, планування робіт (діаграма Ганта), управління бюджетом, постачанням, переговори з клієнтами та здачу об'єктів
Шукаю цікаву роботу, яка дозволить мені розвиватись."
149,"Організація та координація життєзабезпечення офісу
Співпраця з постачальниками для закупівлі обладнання та витратних матеріалів
Ведення документації та контроль справності офісного обладнання
Контроль якості роботи персоналу та ведення фінансової звітності
Організація корпоративних заходів та виїзних заходів
Відкриття та запуск філіалу, ведення графіку роботи спеціалістів
Співпраця з громадськими організаціями та ведення соціальних мереж компанії
Допомога в організації відряджень."
