,Modified_openai/gpt-3.5-turbo_of_resume_Modelopenai/gpt-3.5-turbo
194,"OO Dental
- Збільшення на 30% записів

Bizzy
- Отримання 3 офферів до офіційного релізу сервісу від будівельних компаній з урізаним функціоналом

Oblivion
- Проведення 5 івентів протягом 3 сезонів
- Залучення 800+ відвідувачів
- Збір додатково 2к$ для потреб військових

Illustrator у OO Dental (Стоматологія)
- Розробка дизайну візитівок
- Підготовка до друку

Figma у Christina cosmetics (Онлайн магазин косметики)
- Створення макету майбутнього сайту
- Створення UI відповідно до брендбуку компанії
- Адаптація для різних web розширень екранів

Figma та Illustrator у Eco Time (Онлайн продаж квитків)
- Лого проєкту
- Аналіз конкурентів
- Створення макету майбутнього сайту
- Створення UX карти для макету
- UI desktop/mobile версій сайту
- Адаптація відповідно до актуальних розширень екранів
- Співпраця з відділом розробки для відповідності дизайну до можливостей методу верстки

Створення презентацій для продажу послуг студії у Digiway media

Figma та Illustrator у Coinswap.io (Онлайн крипто обмінник)
- Векторизація ескізу лого
- Побудова UX сайту
- Створення UI сайту проєкту
- Створення 3D моделей елементів сайту
- Дизайн та верстка презентації проєкту
- Співпраця з відділом розробки для відповідності дизайну до можливостей методу верстки

Figma та Illustrator у Bizzy (Saas)
- Аналіз ринку
- Сувмісна розробка майндмапи для деталізації розуміння потреб користувачів
- Сувмісна розробка web/mobile прототипу з ідеологом проєкту
- Розробка та створення лого/айдентики проєкту
- Створення UI web/mobile версії проєкту
- Використання гайдлайнів iOS для UI mobile app
- Створення клікабельних та анімованих прототипів web/mobile app
- Створення презентації проєкту для партнерів

Figma, Illustrator та Photoshop у Oblivion (EBM/Disco івенти)
- Розробка лого та айдентики проєкту
- Створення структури та графічних матеріалів для маркетингу (афіши, пости інстаграм)
- Створення дизайну друкованої продукції (постери, стікери)
- Підготовка до друку графічних матеріалів

Figma та Illustrator у Foodistic (Мобільний додаток)
- Редизайн наявного додатку проєкту
- Покращення UX додатку
- Інтеграція та спрощення функцій додатку"
195,"- 12 років у сфері створення вебсайтів (+ останні 7 років паралельно в UI/UX дизайні).
- Сотні створених лендінгів, вебсайтів, та прототипів мобільних додатків і веб-інтерфейсів.
- Тисячі створених рекламних банерів для соціальної, та таргетованої реклами.
- Сотні позитивних відгуків на фріланс біржах.
Portfolio: www.polishchuk.me

Привіт! Мене звати Роман.
Я працюю в галузі UI/UX дизайну вже понад 7 років. Я спеціалізуюсь на створенні макетів для різних інтерфейсів, включаючи складні CRM системи, мобільні додатки, веб-додатки, вебсайти та інше. Також я виконую роботу з графічного дизайну, таку як створення логотипів, рекламних банерів, презентацій, постів у соціальних мережах тощо.
Додатково: Окрім дизайну, я також займаюсь програмуванням та розробкою вебсайтів (вже понад 12 років). Я завжди намагаюся розвиватися в різних галузях ІТ, а також вивчати нові технологічні стеки, але дизайн завжди був моєю основною спеціалізацією, на яку я приділяю найбільше уваги.

Оглядаючи моє резюме, я завжди прагну розуміти потреби моїх клієнтів та повністю поглиблююся в кожен проект. У мене є значний портфоліо, де ви можете оцінити мою роботу.

Мої основні навички та технології:
UI/UX дизайн та графічний дизайн:
Figma, Photoshop, Illustrator, Axure, Sketch, Final Cut Pro, Grids, Icons, Wireframes & Prototyping, Design Mobile App & Web application.

Додаткові навички:
Front-end / Back-end: HTML5 (високий рівень), CSS (високий рівень), Bootstrap (високий рівень), jQuery (середній рівень), PHP (середній рівень), MySQL (середній рівень), JS (базовий рівень), React.js (базовий рівень), Next.js (базовий рівень).

Операційні системи:
Mac OS, Linux (Debian, Ubuntu, Cent OS), Microsoft Windows.

Також я працюю з:
Jira, Trello, GIT/GitLab/GitHub, CLI."
196,"UX/UI дизайнер з досвідом створення та розвитку медіа від 10 підписників до 400 000. Організація та проведення Behance Portfolio Review. Маю навички у Sketch, Proto.io, MockingBot, Principle, Invision. Досвід у мобільному дизайні, UI/UX, прототипуванні та веб-дизайні. Знання Responsive Design, Apple HIG, Material Design та веб-дизайну. Пройшов курси з UX Design, Strategy And Prototyping в Netology."
197,"Я шукаю можливість, яка дозволить мені розвиватися та покращувати свої навички в UI/UX та Web-дизайні. Маю досвід реалізації як індивідуальних, так і командних проєктів. Розгляну всі пропозиції роботи, в тому числі волонтерські.

-Restoplace-
Mobile application for IOS, full cycle design

Restoplace is a mobile application, that combines a convenient search for restaurants, the ability to quickly reserve tables and pre-order meals, which can be paid immediately in the application.

-MedOnline-
Web application, full cycle design

MedOnline is a web application for conducting online calls between a doctor and a patient, which allows not only to conduct online consultations, but also to automatically document the results of the meeting. Responsive versions for tablet and mobile have also been created."
198,"Senior UX/UI designer
з 04.2022 по теп. час
Grivallure, Київ
- створення дизайну для різних цифрових продуктів, включаючи веб-сайти, мобільні та веб додатки;
- проведення досліджень користувачів та юзабіліті-тестування для збору інформації та прийняття рішень;
- наставництво та надання рекомендацій молодшим дизайнерам;
- участь у критиці дизайну та внесок у загальну стратегію дизайну та бачення організації.

UX/UI designer
з 10.2021 по 04.2022
Betasprint, Київ
- створення дизайну для різних цифрових продуктів, включаючи веб-сайти, мобільні та веб додатки;
- проведення досліджень користувачів та юзабіліті-тестування для збору інформації та прийняття рішень;
- розробка дизайну веб-сайтів;
- створення логотипів.

UX/UI, Graphic designer
з 02.2020 по 10.2021
Brain Tank, Київ
- дизайн інтерфейсів;
- розробка дизайну веб-сайтів;
- розробка мобільних додатків;
- створення візуальних концепцій рекламних матеріалів;
- створення логотипів та фірмового стилю."
199,Designer at Diia since 2020 and lecturer at Skvot since 2023. Specializing in crafting high-quality presentations and websites with a focus on style and speed. Experienced in guiding others in these areas. Not interested in logo design or branding.
200,"Навички:
- Розробка та дослідження;
- Створення логотипів та корпоративного стилю;
- UX-карта та скетчі;
- Moodboard;
- Дизайн інтерфейсу та UI Kit;
- Адаптивний дизайн (планшет: 1000px, 768px; мобільний: 480px, 360px; або інші);
- Анімація;
- Знання HTML5/CSS3.

Програмне забезпечення:
- Figma (вільно, використовую в даний час);
- Adobe Photoshop (просунутий, використовую в даний час);
- Adobe Illustrator (просунутий, використовую в даний час);
- Adobe InDesign (просунутий, використовую в даний час);
- Adobe After Effects (середній, використовую в даний час)."
201,Маю досвід у розробці Landing pages та редагуванні дизайну мобільного додатку E-commerce під час роботи в Startup з жовтня 2021 по січень 2022. У рамках стажування в Softengi з липня 2022 по січень 2023 займалася дизайном функціональностей для проектів. У PGM з лютого по квітень 2023 працювала над Landings pages та рекламою сервісу. Мета моєї кар'єри - отримання корпоративного досвіду для подальшого розвитку.
202,"Пройшов міні-курс від WayUp та GoIT, а також курс від Hillel IT School. Наразі активно працюю над створенням портфоліо. Маю намір розвиватися в компанії як Trainee/Junior."
203,"Trainee UI/UX designer з 04.2022 по нині.
- Дизайн веб-сайтів, додатків, ігор (створення нових та робота з вже існуючими проєктами).
- Створення email-банерів для рекламних розсилок.
- Робота у Figma (з компонентами, стилями, варіантами й т.д).
- Прототипування.
- Адаптивний дизайн.
- Робота з растровою та векторною графікою."
204,"UI/UX дизайнер з Києва, Україна з досвідом у дослідженні, розробці, створенні та підтримці дизайн проєктів для різних галузей. Маю досвід у створенні маркетингової продукції, що супроводжує проєкт.

Технічні навички:
- Проєктування і розробка
- Wireframing і прототипування
- Адаптивний веб-дизайн
- GUI для Android і iOS
- Методології UX і CX
- Аналітика досліджень
- Просування та оптимізація
- Композиція, колір, типографія

Особисті якості:
- Естетичний художній смак
- Креативне мислення
- Самостійність
- Адаптованість та гнучкість
- Презентація продукту
- Комунікабельність
- Жага знань

Досвід роботи:
- UI/UX Designer в ""UAZMI"" - агрегатор новин
- UI/UX Designer в ""Barbaricum"" - науково-дослідна лабораторія
- Freelance UI/UX Designer - розробка дизайну для різних проєктів

Займався аналізом конкурентів та ЦА, розробкою архітектурної структури сайту та навігації, створенням ескізів та прототипів, розробкою чистого мінімалістичного дизайну та лого буків. Співпрацював з розробниками для створення адаптивного дизайну.

Будь ласка, врахуйте ці зміни у вашому резюме."
205,"UI/UX Designer, Web Designer
Arifmetica, Marketing agency
Aug 2017 - Jan 2022 - 5 years, Ukraine
- Conducted marketing research and competitor analysis for clients based on collected data.
- Analyzed client input data.
- Understanding user and their goals through client interviews.
- Analyzed user behavior, created User flow.
- Worked with Google Analytics and user touch map.
- Designed based on collected data and functionality.
- Created mood boards.
- Conducted product audits and optimized existing interfaces.
- Conducted interviews with users and clients to evaluate and improve product usefulness. Optimized the website, increased conversion rates, and user retention time. Simplified information retrieval for wholesale clients.
- Collaborated with clients, project defense, and presentation.
- Collaborated with developers and tested the final product.
- Created technical documentation.
- Worked in a team of designers, had experience in setting tasks for the entire team. Acted as a project manager.
- Collaborated with developers and SEO specialists.
- Developed concepts for future projects and selected references for clients.
- Identified ""problem space"" - what hinders task completion, how tasks or processes can be improved.
- Requirements gathering, alternative development, prototyping, and evaluation.
- Brand book development.
- Created identity and web banners.
- Packaging design for the product. From sketching, visualization to printing/assembly for a medical product.
- Worked with the SMM department. Design concept creation.

Digital Marketing
GAF, Kyiv (Telecommunications)
Aug 2015 - Aug 2017 (2 years)
- Company data analytics.
- Marketing and communication analytics.
- Competitor analysis and online representation.
- Report and lead improvement plan creation.
- Establishment of the first line sales department.
- Script writing for the sales department.
- Development of company promotion strategy on social media, forums. Strategy presentation to management.
- Development, testing of advertising strategy.
- Preparation of advertising materials.
- Sales reports, planning.
- Collaboration with the design department.
- Website update work. Data collection on user behavior on the site. Blind spot identification.
- Visual concept development for social media.

Web designer, Freelance
Aug 2015 - Aug 2017 (2 years)
- Created design."
206,"Mobios School - жовт 2021 - бер 2021 
UI/UX Design & Mob

IT Labs - вер 2020 - лист 2020 
Web Design 

Відкритість та бажання освоїти нові знання, комунікабельність, здатність до самоаналізу, вміння вислухати та сприйняти конструктивну критику, швидконавчання 

UI/UX Designer - серп 2021 - по теперішній час 
Мережа Ланет 
Обов’язки: 
UX: аналіз конкурентів, розробка wireframe, розробка навігаційних карт, створення прототипів. 
UI: створення UI kit, дизайн мобільних додатків, дизайн landing page, дизайн інтернет магазинів, дизайн корпортивних сайтів. 

Freelancer - січ 2021 - серп 2021 
Обов’язки: 
UX: аналіз конкурентів, часткова аналітика GA, розробка wireframe, розробка навігаційних карт, створення прототипів. 
UI: створення UI kit, дизайн мобільних додатків, дизайн landing page, дизайн інтернет магазинів, дизайн корпортивних сайтів. 

UI/UX Дизайнер (Проектна робота) - трав 2021 - лип 2021 
Aventus Group 
Робота над новим проектом, в сфері онлайн кредитування 
Обов’язки: 
UX: аналіз конкурентів, часткова аналітика GA, створення прототипу 
UI: створення UI kit, дизайн мобільного додатку, дизайн онлайн карти, участь у створенні дизайна, фізичної карти 

UI/UX Дизайнер - квіт 2015 - квіт 2016 
Qwert-Media 
Обов’язки: 
UX: аналіз конкурентів, створення wireframe, часткове проектування, вже існуючих сайтів 
UI: створення UI kit, дизайн web сайтів, дизайн адаптивних версій, дизайн та підтримка вже існуючих проектів 
Аналіз та проектування, створення сучасного дизайну, як для Web так і для мобільних додатків, підтримка вже існуючих проектів. Співпраця із командою як дизайнерів, так і розробників. Підготовка макету до верстки."
207,"UI/UX дизайнер: Розробка творчих ідей, концепцій та задумів для веб-сайтів, лендінгів та мобільних додатків. Досвід роботи з Tilda для створення веб-сайтів. Побудова інформаційної архітектури, user flows, wireframes та сценаріїв взаємодії з користувачем. Проектування екранів інтерфейсу та прототипів. 

Графічний дизайнер freelance: Створення логотипів, банерів та ілюстрацій для різних компаній та студій. Володіння програмами Figma, Adobe Photoshop, Adobe Illustrator, Sketch, Miro та InVision.

Мета: Потрапити у команду, де зможу застосовувати свої навички та постійно розвиватись."
208,"UI/UX Designer | Фрілансові проекти:
- Дизайн лендінгів, інтернет магазинів, редизайн, адаптивний дизайн, кастомні сторінки, екрани та графічні елементи;

UI/UX Designer | ITSC.CO:
- Аналіз поведінки користувачів і товару клієнта;
- Створення макетів і прототипів;
- Розробка сайтів, графічних елементів, стилів, робота зі шрифтами, кольорами та розмірами."
209,"- Володію високим рівнем експертизи в UI/UX дизайні, веб-дизайні та адаптивному дизайні.
- Маю успішний досвід співпраці з міжнародними компаніями.
- Ефективно працюю в різних напрямках, не обмежуючись лише дизайном."
210,"- Розробка інтерфейсу каси самообслуговування
- Побудова системи сервісу по найму приватних тренерів на дому в Америці
- Вебсайти, айдентика
- UI
- UX
- IA
- WEBDESIGN"
211,"Участь у розробці ecommerce сервісу для близького сходу в Дубаї, ОАЕ.
Досвід управління командою дизайнерів як засновник регіональної дизайн студії.
Співпраця з замовниками з Швеції, Англії, Швейцарії, Дубаї, Франції.
Навички у UI, UX, мобільному дизайні для Android та IOS додатків.
Графічний та руховий дизайн, ілюстрація, фотографія.
Бажання розвиватися, цікаві проекти, комфортні умови."
212,"UI/UX-дизайнер
з 09.2020 по 12.2022 (2 рік 3 місяці)
Fiverr, Дистанційно (Дизайн)

Розробляв інтерфейси користувачів, макети веб-сайтів та додатків для телефонів, прев'ю відео на YouTube, логотипи, посадочні сторінки.

Я UI/UX дизайнер. Мої навички - знання Adobe Photoshop, Figma, Illustrator, знання технологій друку. Досвід роботи з фотографією та студійним обладнанням. Крім того, я легко вписуюся в будь-яку команду.
Також у мене є досвід у дизайні веб-сайтів та мобільних додатків. Я розумію, де і як можна застосовувати анімацію, і де цього робити не варто, а також знаю, в чому відмінність адаптивного дизайну від респонсивного. Мій досвід у дизайні внутрішніх документів (форми, презентації), матеріалів для розміщення в Інтернет-ресурсах (банери, креативи в соціальних мережах, відеоінфографіка, email-розсилки). Досвід у розробці і розробці інтерфейсів користувачів та досвід користувачів.

Навички:
- дизайн UI/UX;
- веб-дизайн;
- дослідження та збір даних;
- типографіка;
- розуміння принципів дизайну;
- робота над кількома проектами одночасно;
- базове розуміння HTML та фреймворків.

Особисті якості:
- увага до деталей;
- відповідальність;
- уважність;
- стресостійкість та здатність правильно сприймати критику;
- пунктуальність;
- добросовісність;
- бажання вчитися та самовдосконалюватися;
- комунікативні навички та здатність працювати в команді;
- прагнення до вдосконалення у роботі;
- розвинене уявлення та просторове мислення;
- почуття смаку та креативність.

Хобі та інтереси:
- Рок-музика;
- волейбол;
- настільний теніс;
- відпочинок."
213,"UI/UX дизайнер з досвідом у проектуванні та розробці мобільних і веб-інтерфейсів. Володію навичками використання Figma, Adobe Photoshop, Illustrator та CorelDRAW. Досвід у проведенні досліджень та інтерв'ю на внутрішніх проектах, а також у роботі в продуктовій команді. Маю досвід у управлінні продуктовою командою з розробки мобільного додатку, використанні Scrum та роботі з вимогами до задач. Також маю досвід у розробці web-інтерфейсів, включаючи інтернет-магазини та корпоративні сайти, а також у створенні POS-матеріалів."
214,"• UI дизайнер
з 11.2018 по 02.2022 (3 роки 2 місяці)
Група компаній ""РемонтЕкспресс"", дистанційно.
– Розробка адаптивних макетів веб-сторінок відповідно до дизайн-системи компанії
– Підтримка існуючих сторінок
– Створення банерів
– Оформлення інстаграм
– Розробка лого, бренд-буку, каталогів продукції, фірмової документації, буклетів.

• UI дизайнер
з 09.2015 по 11.2018 (3 роки 2 місяці)
ФОП ""Скай"", дистанційно (салони краси, аптеки)
– Створення сторінок для салонів краси, гриль-бару, бюро нерухомості тощо
– Розробка міні-порталу Prokurs
– Розробка веб-додатку для салонів краси ""SalonProf""

• Помічник веб-дизайнера
з 04.2015 по 09.2015 (5 місяців)
Damira Dovlatova, Кривий Ріг (створення веб-сайтів)
– Робота над внутрішніми сторінками сайту на основі домашньої сторінки.

• Дизайнер
з 11.2006 по 11.2011 (5 років)
Aries (поліграфія)
– Розробка макетів різної складності (від візиток до каталогів) та підготовка до друку.

• Вища освіта, спеціалізація ""Графічний дизайн"""
215,"Unilime (з січня 2023) 
Веб-дизайнер, UI/UX designer, бренд-дизайнер.

POZITIFF (жовтень 2019 – січня 2022) 
Графічний дизайнер, веб-дизайнер 
- оформлення рекламних матеріалів 
- створення графіки для сайтів 
- створення концепцій візуальної айдентики 
- створення ілюстрацій

IDEST agency (квітень 2019 – жовтень 2019) 
Графічний дизайнер 
- створення концепцій візуальної айдентики 
- оформлення соцмереж 
- робота з поліграфією та створення рекламних матеріалів

WSwallpaper (грудень 2017 – березень 2019) 
Графічний дизайнер 
- розробка дизайну шпалер 
- верстка каталогів 
- створення рекламних матеріалів

Провела курс ""Основи Photoshop"" для менеджерів та створила методичний посібник для оптимізації роботи у графічних редакторах."
216,"UX/UI Designer та веб-дизайнер з досвідом роботи над проектами на конструкторах Tilda та Wordpress. Володію навичками роботи з програмами Adobe Photoshop, Adobe Illustrator, Adobe Premier, Figma, Word/Pages/Documents, Excel. Маю великий досвід роботи з конструкторами Wordpress та Tilda. Розробив освітній додаток для школярів ""Нова Школа"" та створив власний онлайн журнал Cultural Magazine. Маю досвід роботи в якості СЕО-спеціаліста з навичками в Google Search Console, Adwords, Analytics, Serpstat. Готовий займатися дизайном сайтів та мобільних додатків."
217,"UX/UI дизайнер з досвідом роботи в компаніях Selzy (Unisender.UA) by Ecomz та OneDome, а також як фрілансер. Маю навички розробки дизайну та архітектури нових сторінок сайтів, редизайну існуючих сторінок, дизайну промо-сторінок на Tilda. 

Також працював як викладач курсу Web & UI/UX дизайн в Prog.kiev.ua, де підготовлював навчальний матеріал та проводив лекції з роботи у програмах Figma, Sketch, Photoshop, Illustrator. Надавав менторську допомогу студентам у виконанні домашніх завдань.

У минулому працював у державному секторі в КП «Центр публічної комунікації та інформації», де займався розробкою дизайну для друкованої продукції, створенням інфографіки для соцмереж, підготовкою презентацій та редагуванням звітів.

Маю досвід у проведенні UX досліджень, дизайні іконок, банерів, а також у ребрендінгу сайтів та додатків компаній. Крім того, займався створенням айдентики для нових бізнесів, розробкою логотипів та фірмового стилю, а також створенням сайтів за допомогою Tilda."
218,"UX/UI дизайнер з дворічним досвідом. Співпрацюю з розробниками, продуктовими менеджерами та тестувальниками для аналізу даних та створення інтерфейсів для мобільних додатків та веб-сайтів, з урахуванням потреб користувачів."
219,"Web Designer
Компанія iPromo

• Досвід проектування Web і Mobile інтерфейсів
• Проведення UX research
• Побудова User Flow
• Створення wireframes та прототипів
• Володіння програмами Figma, Adobe XD, Photoshop, Illustrator, Miro, Axure
• Знання основ HTML та CSS

Обов'язки:
• Створення банерів та розсилок
• Розробка презентацій
• Створення landing page на платформі Tilda
• Розробка рекламних оголошень для Facebook та Instagram
• Розробка айдентики та фірмового стилю

Будь ласка, виправте мене, якщо я помилився."
220,"У мене є досвід у веб-дизайні, який я отримала через проєкт IT Generation. Я продовжую вдосконалювати свої навички, працюючи над створенням CRM системи та сайтів для фотографа та сервісного центру. Я також вивчаю UX Design на платформі Coursera. Мій досвід роботи включає створення творчих сайтів для арт галерей та музеїв, а також редизайн сайту для сервісного центру. Я відкрита до нових можливостей та хочу спробувати працювати з мобільними додатками."
221,"Адміністратор онлайн занять  -  IMT-Academy (2017-2020)
- Адміністрування онлайн знять
- Підтримка онлайн та офлайн студентів
- Створення відео контенту для внутрішньої системи академії (LMS)

Motion designer - Фріланс (2020-2023)
- Анімування елементів інтерфейсу сайтів та мобільних додатків
- Створення відеоматеріалів для рекламних компаній контекстної реклами та для таргетованої реклами в соціальних мережах
- Створення відеоматеріалів для офлайн реклами

UI/UX designer - Фріланс (2022-2023)
- Аналіз цільової аудиторії та ніші, ресерч референсів
- Розробка портретів користувачів, сценаріїв використання і логіки роботи проектів
- Розробка прототипів дизайну сайтів
- Розробка UI дизайнів сайтів
- Проведення UX аудиту та оптимізація існуючих інтерфейсів
- Розробка UX дизайнів сайтів
- Розробка адаптивних для мобільних пристроїв
- Співпраця та комунікація з замовниками, front-end розробниками та SEO спеціалістами
- Створення іконок, ілюстрацій, логотипів, банерів та інших графічних елементів

Додатково: Створення 3D моделей елементів дизайну сайту та високополігональних моделей"
222,"- Адміністратор у ресторані: відповідальність за фінансову звітність, керування персоналом, ефективна комунікація з клієнтами та співробітниками, вирішення конфліктних ситуацій.
- Рекрутер: досвід у підборі кваліфікованих кандидатів для вакансій, вміння знаходити найкращі рішення для обох сторін - роботодавця та працівника.
- Помічник PMa: організація ефективного товарообігу, забезпечення безперебійної роботи процесів.

Мета: створення комфортних умов праці та досягнення високих результатів у будь-якій сфері діяльності."
223,"Адміністрування серверів на ОС Windows Server
Адміністрування мережевого обладнання
Ремонт і налаштування комп'ютерного парку (близько 40 ПК) і периферії
Профілактичні роботи та участь у закупівлі нового обладнання
Створення резервних копій даних та відновлення даних
Навчання користувачів
Адміністрування доменних служб Active Directory
Адміністрування сайту закладу
Вивчення ui/ux дизайну з метою розвитку в цій професії, з багатьма ідеями та енергією."
224,"Андрій, 22 роки.
Досвід у створенні різноманітних типів веб-сайтів, співпраця зі студіями та фріланс. Досвід у графічному дизайні та поліграфії. Відповідальний, працьовитий, здатний до співпраці в команді. Вміння спілкуватись та писати англійською. Володіння програмами: Figma, Illustrator, Photoshop, Blender. Готовий до віддаленої роботи (мак і монітор)."
225,"Маю базові навички у використанні Figma та таргету в Facebook. Володію активними навичками використання та опануванням системи чату GPT для навчання, аналітики та пошуку інформації. Маю досвід у редагуванні та створенні відеороликів."
226,"Резюме:

- Досвід роботи на фрилансі з хорошими відгуками від клієнтів.
- Внесення правок в готові проекти та розробка макетів лендінгів.
- Розробка візиток та банерів для приватних осіб.
- Бажання працювати в колективі та навчатися новому.
- Очікування отримання досвіду від проектів різного плану та масштабу."
227,"Досвідний дизайнер з більш ніж 10-річним стажем у сфері дизайну. Експерт у напрямках UI/UX та Web, Графічного дизайну, motion дизайну та 3D (blender), з основним фокусом на UI/UX. Двічі отримував підвищення до Арт директора в різних компаніях. Постійно вдосконалюю навички та шукаю нові ідеї для реалізації в проєктах. Портфоліо доступне на вказаному в контактах веб-сайті."
228,"Досвід у E-commerce на західних майданчиках у якості CEO протягом понад 7 років.
Глибокий аналіз ринку та конкурентів, дослідження користувачів продуктів.
Пошук нових продуктів та взаємодія з замовниками та користувачами продуктів.
Вільне володіння англійською мовою.
Постійне навчання та розвиток нових навичок.
Вміння працювати в команді та знаходити рішення для будь-яких поставлених завдань."
229,"Закінчив курси з дизайну від Genius, Creative Practice, Udemy і Dotli. Понад півтора року досвіду роботи в компанії, де створив дизайн для понад 20 додатків на різні теми. Досвід у створенні Lottie Анімацій для мобільних додатків. Більше року досвіду на посаді UI/UX Дизайнера в аутсорс компанії, де працював над дизайнами для мобільних застосунків для компанії та зовнішніх замовників. Також маю досвід як куратор в онлайн школі на курсі UI/UX Дизайну, де працював зі студентами та проводив їх через хащі інформації у світ дизайну. Відкритий до навчання та розвитку, завжди готовий вчитися новому та працювати над цікавими проектами з цікавими людьми."
230,"Веб-дизайнер, UI/UX
- Вміння працювати з програмами Figma, Adobe Photoshop, Adobe Illustrator
- Постійне вдосконалення дизайнерських навичок
- Творчий підхід до роботи
- Швидкість та якість в роботі з великими обсягами інформації
- Розвинене почуття стилю
- Організованість та відповідальність
- Комунікабельність"
231,"Навчався UI\UX дизайну в Beetroot Academy з лютого по липень 2023 року. Обрав повний редизайн сайту з консалтингових послуг як курсову роботу, оскільки вважав UI\UX частину застарілою. Провів дослідження цільової аудиторії, аналіз конкурентів та трендів. Розробив дизайн лендінгу для Dating-ресурсу та low-fidelity wireframes для магазину солодощів. Працював над User persona, Empathy map, User flow, Customer journey map та Information architecture. В даний момент співпрацюю з ментором для покращення навичок та отримання досвіду в реальному бізнесі. Шукаю дружній колектив, конкурентну заробітню плату та можливість кар'єрного росту, а також бажаю мати ментора для швидшого та ефективнішого розвитку у цій професії."
232,"Створення інстаграм постів та дизайну сайтів, використання програм Figma і Adobe Photoshop для роботи над проектами. Навички веб-дизайну набуті за останні 1-2 місяці. Постійне вдосконалення навичок у програмах Figma і Adobe Photoshop. Активно працюю над створенням власного портфоліо."
233,"Опановую графічний та веб-дизайн протягом 3 років, працюючи як фрілансер. Маю намір знайти постійну роботу в цій галузі, щоб щоденно отримувати практичний досвід та вдосконалювати свої навички. Мета - працювати в молодому колективі дизайнерів, спрямованих на створення сучасних продуктів, які вирішують реальні бізнес-задачі.

Займаю посаду куратора в телеграм-чаті онлайн курсу графічного дизайну в спільноті CREO протягом понад 3 років. Взаємодію зі студентами, допомагаючи їм освоювати графічні програми від Adobe.

Маю досвід роботи оператором цифрового та широкоформатного друку в типографії. Добре орієнтуюся у всіх процесах: підготовка до друку, друк та післядрукарські роботи."
234,Виконав 3 не комерційні та 1 комерційний проекти для портфоліо. 6 місяців працюю на фрілансі. Маю велике бажання розвиватися у сфері веб дизайну! Силку на портфоліо скину в приват! Дякую за увагу моєї кандидатури!
