Unnamed: 0,resume
2655,"Experience with contracts.
Good communication and soft skills.
I am able to create and develop strong and long-term relationships with partners and colleagues.
Analytical mindset, cause and effect relationships
The ability to make your own decisions.
Confident user of MS Office.
Good Excel skills.
Ability to work in Google Workspace.
Knowledge of 1C and other accounting programs
Working with the Client-Bank system.
Understanding of work in Scrum, Agile principles.
Good understanding of business concepts.
Self-motivation, self-improvement, setting high goals.
Punctuality, attention to detail, responsibility.
Extensive experience in stress/conflict resolution.
Commercial experience as a project manager from 3 years
IT project manager in a startup ~1 year

February 2021 - present
PM on IT start-up, online web service
Plan and control the execution of tasks.
Scope, schedule and budget management;
Providing statistical or detailed information to management to evaluate the effectiveness of the project.
Responsible for helping the team deliver work to the product owner.


Director
 2020 - January 2021
OOO Interlagos,
Hotels / Restaurants / Entertainment complexes
Analysis, development and implementation
plan according to goals and objectives
Development of business processes for production, constant monitoring of reporting, analysis
competitors.

HR manager
April 2016 - May 2019
PrAT Hotel Salut Hotels / Restaurants / Entertainment complexes Search and attraction of new
staff.
Working with a large amount of information.
Personnel records management: Registration, transfer, dismissal, filling out work books.
Working with 1C 8.3. Admission under the MED program ok
"
2656,"Additional work experience:

I have experience in managing a team in the position of Head of the department in the field of media buying, namely, our department was engaged in providing resources for advertising specialists.
There were 4 people in my team, I worked in the position for about 4 months (I stopped working because the company changed direction).

My second experience of working with the team was a news project. I was engaged in everything from planning, ending with recruitment, interviews, checking the quality of work, paying salaries and accruing bonuses, etc. Then my team had from 8 to 10 employees. The project was obviously created for a short time - for 3 months - later it was closed, having reached the goal.
Sales / Account Manager
PAYADMIT
MARCH 2022 - NOW

Lead generation, first contact with the client, sale of payment solutions
Accompanying the client at all stages, resolving disputes and conflict situations
Calculation and preparation of an offer


Account Manager (Media-buying)
ACIDBRO
JANUARY 2021 - MARCH 2022

Preparing and setting up advertising accounts
Running ads (high-risk verticals)
Assistance to the technical department (purchase of servers / proxies, hosting sites, downloading applications on Google Play and AppStore, farming accounts and much more)
The direction that is of the greatest interest to me is high risk, namely Gambling and Betting."
2657,"
I have experience at testing from specification analyze till re-testing. Created sites using semantic languages (HTML, CSS) and adding interactivity with JavaScript and libraries like jQuery and using React. I have understanding of application development, agile development processes, project management tools and processes, experience in creation of technical documentation, fill out a Gantt chart and Roadmap, participation in the creation of mockups, invoice, negotiations 

Ready to interview in English.
"
2658,"
McCann Kyiv (Client – Vodafone, Unicef, Carlsberg)
Role: Senior account/project manager

Core responsibilities:
•	project coordinating and managing at all stages;
•	TVC (local shooting), OOH, video production;
•	tender holding, briefing. Work with vendors, budgeting. Payment terms control, timing control;
•	work with the internal creative team, selection of resources for project implementation, control and coordination;
•	daily, weekly, monthly reports to client and agency;
•	finance data control.


Cheil Ukraine (Samsung Electronics Ukraine)
Role: Project manager
	
Core responsibilities:
•	project coordinating and managing at all stages;
•	TVC, OOH, Retail (POSM), digital, BTL, video adaptation.
•	tender holding, briefing. Work with vendors, budgeting. Payment terms control, timing control.
•	work with the internal agency team, selection of resources for project implementation, control and coordination.
•	daily, weekly, monthly reports to client and agency;
•	finance data control.
"
2659,"New engineering outsourcing business from scratch
	New customers with projects
	More staff on existing projects
•	Project management in IT banking, digital marketing, aerospace and automotive industry for 6 years
•	Frameworks: ITIL, Kanban, PMBoK, BPMN	Tools: Omnitracker, Jira, MS Project, Visio
•	Experience in negotiations and sales, regulations and business processes description
•	PM Master Degree Diploma, IPMA certified
•	British Council Diploma - Business English Advanced 95%
•	US on-site job experience for 3 years
Mature corporate culture, big intresting projects, friendly open-minded team"
2660,"
My personal experience in IT insdustry started with a position of Sales manager in a small startup company when I was a student. I also worked as a recruiter, yet it wasn't something I wanted to do, so I kept looking for the position which will allow me to use my management skills. 

Recently I attanded PM courses. It helped me to make sure managing projects, dealing with risks, negotiating with customers - is something I can and want to do. Due to my previous experience I am familiar with technical side of the industry, even though I did not work directly with code. I am also a real one fast learner.

Currently I hold a position of Regional Director, which doesn't really require a lot of my time, since I mostly deal with documentation and managing the communication between the team and the company owner abroad. I also work as a Customer Support Manager a few days a week.

Due to an average result of the English tests I passed, my level is between Upper-Intermediate and Advanced. 

My main skills are: Business Communications, Business Negotiations, Solving issues, Requirements Analysis, Risk Management, Solving Conflicts, Customer Service, Public relations, International/Intercultural relations, Recruiting, Talent Acquisition, Translations.
I am looking for a position of Project Manager / Project Coordinator/ Account Manager or similar. Will gladly consider Business Analysis or Business Development Manager positions as well."
2741,"Personal rewards & recognitions: CEO Award 2014; CBN Award 2013
A, A+ class facilities start-up sum. 4500 sq.m., in 5 locations.
Negotiations with authorities, lowering rental rate for land from 13% to 6% and saving 37% of general plant cost (2017-2018). Optimization of operating expenses & utilities (-23% FYTD).
Leading 6 external audits without critical observations, 3rd and 4th site phase development 2015-2018
Unit restructuring and merging into one department of several units
2013 - 2015
Operations Technology Project Leader in international projects: startup of new production lines for Tide, Ariel, Gala and discontinuation of brands DAX, BONUX (2015-2017)
Optimization of manufacturing capacities & support departments at the factory (raw & pack materials) Feb’13 - May’14
Production optimization: process reliability 84%, unplanned downtime less then 2%, scrap less than 1% in 2015.
Restructuring of the plant's infrastructure, transfer warehouses to 3PL, production facilities start-up, boiler house & compressors renovation.
During last year I'm leading administrative function of Dev-Pro.net as Head of Facilities, Ukraine Operations (Kyiv, Lviv, Dnipro, Kharkiv, 5 development centers)
Main responsibilities: business continuity, launch lead, oversee all aspects of services & operations of existing 5,000+ sq.m. facility, across development centers in Ukraine and additional space of the Company; Management of team 15+ people.
And previous 6 years I was a manager in the company Procter & Gamble LCC as site TS Program Manager, HS&E Department Leader (team 43 empl.) etc.
Operations Management
Administrative Facilities Manager
Managed Services
Head of Customer Service
Project Management
Startup Management
System integration
Team management
Change management
Business development
Product Management"
2766,"- Led seven figures marketing campaigns, trafficking and optimisation.
- Increased yield by 20% on CEE markets by introducing new targeting capabilities.
- Created the concept, architecture and managed the development of rich media building platform, to widen advertising capabilities.
- Increased viewability of certain ad units by 40%, as a measure to fight banner blindness.
Over 8 years of diverse experience in digital marketing field, working with such a giants as Ubisoft, Sony, Nintendo, Samsung, Apple and many others. 

Have experience in both Performance marketing as well as Ad Operations on publisher side, led multiple projects across global markets oriented on revenue growth and yield optimisation.
"
2793,"I’m finished a course of advertising in Hillel school
Before I worked like art-director, it similar with (Project Manager), so that also type of work what I looking for
Have a lot of experience in a team work
2022 - Completed courses in Advertising - Hillel School
2022 - Now - Model 
2018 - 2021 - Art-Director/Stage Manager - Synergy Group
2018 - Now - Disc Jokey

Work Experience and Skills:
1. Working with Ads platforms: Google ads, FB Ads, Mytarget, Taboola, Capterra, Linkedin Ads with EU and USA market 
2. Analyse ads performance, analyse competitors ads on FB library, create ads performance reports, media planing.
3. Keywords planing and optimization in search campaigns, optimization of ads extensions, ads and search terms.
4. Organize teamwork (Tasks for Designers, Content Writers, Freelancers)
5. Deep research product and competitors
6. SEO tasks - keywords, titles, descriptions
7. Analytical skills - creating reports, analyzing competitors, teem work and implementing new ways for better results.
8. Communication with partners, meetings, project discussion and implementation
And other necessary skills. 


- Team player, good organization skills, following deadlines
- Speak English, Ukrainian, Russian
- Education - Computer Technology 

- Interesting tasks
- good and positive atmosphere at the online office
"
2810,"
SUPPORT SPECIALIST (FINANCE)
NDA (GAMBLING)
2021 - 02.2023
- Technical support for financial issues;
- financial statements.

Project Manager
COWBOY ART
(ADVERTISING AND PR SERVICES)
 
- Analysis of the advertising market of Ukraine and the world;
- performing the functions of a brand ambassador;
- control of customer protection;
- preparation and detection of profits;
- formation of proposals;
- control and maintenance of the project from the moment of receipt to its implementation.

Project Manager
SICORE
(ADVERTISING AND PR SERVICES)
04.2018 - 02.2020
- Studying the outdoor advertising market;
- implementation of the corresponding planned indicators for sales;
- Search for customers;
- holding meetings, presentations, and negotiations;
- interaction with other departments of the enterprise.
"
2824,"I have been working as an Affiliate Manager for more than 7 years. I have launched Affiliate Programs from scratch several times in different niche markets. Also I worked as an Account Manager at one Advertising Ad Network where I worked with advertisers and affiliates.

I have a small team and we offer quality management of your existing affiliate management programs as well as management of affiliate marketing program launches from the very first stages. With extensive experience of management of a variety of affiliate platforms; in both third-party networks and in-house programs, and in a variety of areas including but not limited to e-commerce, nutra, health and beauty, CBD, forex, dating, software, food, social media, we provide three distinct stages to our service, whereby we primarily provide detailed personalised consultation and assessment, followed by comprehensive affiliate program management.

We also have some experience in the following areas: email marketing, social activities, b2b activities, A/B testing, PPC, SEO.

We drive revenue and results by recruiting and managing top affiliates for you.
Marketing Analyst
• Investigated data collection market (surveys, forms). • Provided competitor analysis. • Coordinated marketing communications with customers (prepared webinars, email campaigns). • Collaborated with Brand, Project Management departments. • Engaged in partner programs. • Promoted company's web sites in internet (SEO, PPC, email marketing). • Developed marketing materials. • Improved company's web sites. • Conducted A/B tests. 

Affiliate / Account Manager
• Search for new sources of traffic and launch new partnership projects. • Analysis of the daily, weekly and monthly trend for Affiliates campaigns, maintaining and improving current projects. • Responsible for the day-to-day communication with internal and external customers, monitoring campaign delivery. • Well-written letters, proposals and documents to management and partners. • Coordination of benefits in accordance with the agreements and contracts signed. • Creation and coordination of the development of text slogans, banners, HTML creatives and Landing pages for new projects. • Gather the necessary information about competitors, their features and benefits, pricing, analysis of their market position. • B2B activities: finding new partners, increasing brand awareness, email marketing. • Social activities: launched corporate Facebook, Twitter and Google+ accounts and focusing on creating conversation with other accounts to drive traffic to the website: - daily posting, - engaging with fans on fan pages, - interacting with other similar or complimentary pages, - sharing and retweeting relevant content, - responding to comments, direct messages, - networking with other fan pages, - monitoring click through rate.

• Gathering the information about competitors, their features and benefits, pricing, analysis of their market position.  • Experience with CPA Networks: Commission Junction, LinkShare, Linkconnector, Webgains, Shareasale.   • Launched Affiliate Program from scratch .  • Searching for new affiliates and create lists with their contact information, launch new partnership projects.  

Project Manager
I just finished a Project Management course from Laba and got an EADL diploma.
I would like to try myself as a project manager. I don't have experience in it but I have 10 years of IT experience and I managed different IT projects and usually I had 2-3 subordinates. I got an EADL diploma ""Project Management"".

Also, I can help with affiliate marketing or general marketing as well."
3002,"
Order checking, handling calls,chats and other tasks connected to the process
Organization of working process
Mentoring new members of the team
Finding new ways of service improvement
I worked as the support agent for a quite long time,so now look for the manager's position to receive new experience and improve the skills
I am always ready to work with something new,but not sales usually."
3021,"ensured a new project’s survival without active outdoor advertising during the pandemic restrictions, arranged constant raising of visitors. (details in CV) 
while managing the working group of IT & Cyber Security it got a “committee” status within one year. (details in CV)
Goal -to get a position of the Affiliate Manager /Project Manager in an international company/organization.

Head of project - position at the previous place of work. (2020-2021)
Business development manager The German-Ukrainian Chamber of Industry and Commerce (2019-2020) 

	creation, planning and implementation of complex projects from scratch
	4+ years of successful experience in management, strong focus of results and deadlines
	content preparation and organization of online & offline events
	management of teams up to 8 people 
	coordination of working groups & communities
	building relations with local & international partners.
routine work"
3093,"
My experience in the IT business for nine years, working with many startups (mobile apps, B2B, SaaS applications) and people from various cultures/ nationalities, including internal and outsourced employees. 
I have been working at a scale-up for the last four years that went through hyper-growth when I joined. I have proven that I can leverage my skills to lead transformation and growth. I consider myself a manager, coach and mentor.
I have driven Agile and Lean mindsets within my teams by coaching, supporting, and guiding teams towards delivering business value. Creating the space for people to be their greatest selves. I have developed a clear and concise communication style of communication, effectively evaluating information/data to make decisions that help me provide insights and observations and build strong relationships with people. Leveraged tools like Jira, confluence, GitHub, and Code Climate to bring transparency and organise processes for continuous improvements.
"
3105,"Established and improved PMO, Delivery management (50+ empl.), Pre-sales, Risk Management, Budgeting and cost-controlling,Process Improvements,  Quality management, Leadership, People management, Lean Agile, Rolling wave planning
10+ years on management and technology roles in IT outsource and outstaff. History of strengthening compliance; improving processes; and elevating output, quality, customer satisfaction and employee morale to all-time bests. Conceptualize and execute program vision from start to finish, managing complex milestones while adapting to changes and shifting priorities. Lead international, cross-functional and distributed engineering teams in delivering strategic initiatives proven to improve systems, processes and bottom-line results. Highly effective at managing stringent budgets, fueling cost savings, improving delivery, and forecasting for additional needs.
Stimulating and rewarding lucrative career with many opportunities for professional and personal development. 
Working in close relationship with a clients nationally and internationally.
Ability to travel."
3113,"
- 10+ years in IT
- certified Project Manager by PMI (PMP)
- certified Product Owner by ScrumAlliance (CSPO)
- certified Scrum Master by ScrumAlliance (CSM)
- certified SAFe advances Scrum Master (SASM)
-  KSD (KMP1) by Kanban University
- Kanban Maturity Model course by Kanban University
- Kanban Coaching Practices course by Kanban University 
- certified Agile Coach by ICAgile (ICP-ACC)
- Certified trainer ICAgile
- registered product owner at scale (RPOAS) by Scrum at Scale 
- registered scrum at scale fundamentals (RSASF) by Scrum at Scale
- facilitator, member of IAF (International Association of Facilitators)
- RUP,  Waterfall  and Agile  experience
- web/mobile projects for healthcare, education, social media, insurance areas 
- experience of working in product
- BA experience 
- SQL,  BPMN, UML (base level), MS Office: MS Project, Word, Excel, PowerPoint, Outlook
- Tools: Miro, Microsoft Power BI, Postman, Jira (including its administration), Confluence, Azure DevOps (TFS) Asana, PivotalTracker,  Xmind (tool for mind-mapping), Balsamiq Mockups, draw.io
- English: Upper-Intermediate
"
3118,"- Won a study grant and entered Warsaw University of Technology ( WUT ) for a period of one year and six months, faculty of Computer Science,(studied in english). 
- Worked on giant website listed in Fortune TOP 500 with USA stakeholders .Biggest achievement was launching of 8 new domains instead on just one.  - Spoke on 3 annual conferences with lectures about Project Management,planning, approving, customer understanding, creating friendly atmosphere in a team, transforming customers desires into real projects
Front-end -developer (4months)
Project Manager(1 year)
Tech lead Project Manager Dept.(1 year and 3 months)
Single Point of Contact (2 months)
Cozy office and friendly atmosphere in team
I can send more detailed CV with list of technical skills and info about previous projects."
3120,"
• Time and material project/fixed price
• Enterprise/ E-commerce / Financial development / Big Data
• Risk management / time management / cost management/ scheduling
• Leadership / communication / negotiation
• Agile/Scrum/Kanban
• Jira/Confluence/Trello/Redmine/VSTS/Salesforce/Kimble
"
3122,"
-  Agile Delivery Management - version planning, building versions via Jenkins and GitHub Actions, deploying to Azure and AWS environments (dev and production);
- Set upping and streamlining delivery and release processes from the scratch; 
- Organising and leading Scrum Events, taking care of Scrum Artifacts;
- Creating roadmaps, resource plans, project charter, reports, mitigating risks and focusing on regular and timely delivery of value;
- Writing Business Requirements, User and Job stories, performing investigation research in the project domain to collect important information;
- Close collaboration with devs, UI\UX team, stakeholders to contribute to developing projects;
- Taking part in pre-sales, participating in meeting with clients, preparing estimations and proposals;
 - Being involved in set-upping company processes, writing role descriptions, interviewing stakeholders, day to day collaboration with CTO.
 - Leading teams: daily stand-ups, 1:1 meetings, retrospectives, task management, skills development, resolving issues, creating supporting documentation.
- I don't afraid of challenges, I am sure that with a great team everything is possible. 
- The domain area of the project really does matter, I would like to contribute to making the world a bit better. I decided not to dive into betting, gambling and also banks and dating domains.
- I am looking for an opportunity where all my different experiences can help and support me to achieve results and where I can continue learning and self-develop."
3123,"Certified Agile PM 
Scrum Master Certified
Creating IT-project from scratch
Discovered a new Western markets
Hiring developers
Startups growing
Conducting medical, business, educational projects/products
Business analysis stage implemented in customers relations
Dozens successfully finished projects (PM, UX, BA, QA roles)
Leading long-term products
Project management experience in 80+ members’ size projects
Ability to engage with the client in technology discussions
Change/Risk management
Remote team management experience
Powerful tech background
Certified Agile Project Manager, Certified Scrum Master, Kanban, DSDM,Agile, Jira, iOS, Android, Team management, Advanced Business English, Business Analysis, Sales & Account management, Scope clarification and prioritisation, Influencing,  Leading,  Delegating abilities, Prototype, Redmine, UI/UX, Business Development, Axure, Mindmap, Remote management, PhP,  Drupal
Неформальная обстановка. Адекватный менеджмент. Продуктовая компания. Профессиональный рост. Офис возле метро."
3133,"
8 years of PM/BA/Scrum master experience in outsourcing and product environments.  

- Agile project management expertise (Scrum, XP, Kanban). 
- Product/BA expertise. 
- Presale experience (solution design and estimation process). 
- Managing multiple dev teams (3-9 members each) / multiple projects.  

- Helping teams and customers in adopting Agile mindset and context-appropriate Agile practices (MVP, feedback loops, CI, PP, TDD, CR). 
- Helping with organization-wide processes (Presale, Hiring, Onboarding, Feedback). 
- 1:1 coaching and group facilitation skills  (certified coach). 

Business domains: Web, E-commerce, Gaming.

Ensuring transparency in communications and simplicity in processes.
1-3 simultaneous projects/teams max 
OR 
1-2 projects/teams + Presale involvement."
3134,"Bitbay.Market
~ 01/2018 - 06/2018 + Kharkiv Blockchain project
- Suite of free-to-use, multi-platform
applications including the world’s first fully-
functional Decentralized Marketplace
- We successfully delivered MVP two weeks
ahead of schedule
- After MVP, the client received a large
investment Over $1 million)
- Agile: Scrum, Kanban, Lean, XP
- Waterfall  
- PMO
- Briefs, Estimation, Project Plan, Reports, Gantt Chart... 
- Risks Management
- Resource Management
- Touch Typing

Project Manager/Scrum Master
Sensorama Lab ~ 07/2018 - 06/2028 + Kiev
VR, AR, MR, AI development company
- Implement agile methodologies and principles across the
organization. Manage sprint planning, stand-ups, reviews, and
retrospectives with team and Product Owner.
- Work with Product Owner to define, document, maintain and
communicate roadmap across the organization.
- Create Briefs, Estimations, Project Plans and other docs.
- Translate discussions into detailed user stories, epics and task.
Manage the story writing, prioritization, tracking, and acceptance of
the product backlog.
- Manage the release scope schedule while focusing on regular and
timely delivery of value. Prepare, maintain, and communicate
schedules, documentation, and statuses.
- Ensure product backlog is prioritized, groomed and refined to avoid
ambiguity in specifications.
- Work with management and other leaders to continually identify and
implement team processes and workflow improvements.
- Define and refine agile metrics and reporting to understand and
communicate team performance.

Project Manager 
Maybe.Works ~ 01/2017 - 06/2018 + Kharkiv Outsourcing IT company
- Lead a team of developers, designers, 3D artists and QA testers
through the entire project lifecycle using Agile development
methodologies
- Act as the main client contact for all project-related communication,
building a strong relationship along the way
- Create and manage schedules, user stories, risk mitigation plans,
scope and budget tracking, and other production-related items to ensure that your team stays on track to meet delivery and launch milestones
- Source and manage external partners, ensuring a clear transfer of project requirements and timeline and closely tracking progress for out-of-office teams
- Review contracts and author change orders that may arise
"
3135,"Certified SAFe® 5 Agilist

Completed Product Owner Mentoring Program hosted by Pentalog
Endava, December 2021 — Present

Agile Project Manager

FinTech & Banking Project
 As an Agile Project Manager completed the main part of the Product’s Annual Roadmap on time and within
budget. Resolved issues with scope creep, managed dependencies with third-party vendors.
 Communication, stakeholder management & reporting - created a trustworthy and transparent environment.

Data centre to AWS migration Project
 Created a roadmap for Discovery and Migration Strategy.
 Facilitation of the Discovery process - communication plan, workshops planning.
 Resources management - Team ramp up & onboarding process.


Key IVR, March 2020 — November 2021

Technical Project Manager

 As project manager delivered 15+ projects on time and within budget.
 Proficient knowledge of major International Gateways (Barclays EPDQ, WorldPay, Global Payments).
 High-level technical review of the specifications.


Zeroqode, March 2019 — March 2020

Project / Product Manager
 Backlog management - improving the Backlog Health Status by introducing the DoR & DoD, improved the
accuracy of the estimations.
 Completed a new landing page for the new company product, set up metrics and customer behaviour tracking.
The data was used to increase the conversion by 10% and reduce CPA.
 Completed a growth-hacking company which brought 15% new clients with different subscription plans.
 Customer Development - direct communication with customers, creation of surveys and etc.

Enticon.app, December 2018 - February 2019

Project Manager
 Configuration of the workflow for the first Kanban development team.
 Decomposition of the technical assignments into estimable tasks.
 Creation and management of the onboarding process for the new team members.
 Reporting for the C-Level management.

EBS Integrator, September 2018 - December 2019

Project Manager
 Created a complete project plan for the Fix Price project: Scope management, Time management, Cost
management, Quality management, HR management, Communication management, RAID management.
 Tracking major project metrics
 Communication - weekly reporting for the client, facilitating & leading demo sessions.

GoSocial, February 2018 - September 2018

Project Manager
 Delivered 2 Web Projects within budget and time. Managed on-site & outsource development teams.
 Collaborated with internal departments (Design, SMM) to achieve post-launch goals.
Opportunities for professional growth and development

A collaborative and supportive work culture - a workplace that values teamwork, open communication, and mutual support.

Competitive compensation and benefits

Work-life balance"
3136,"Build a great and successful team under difficult circumstances.
I have been working in IT starting from 2009, I started as a web developer, and four years ago I switched to project management. I've participated in various projects web, data-driven, mobile e.t.c
with a team of 2 to 24 developers in size. 
My strong sides are people management and scrum process knowledge.
Middle sized project around 18 people with the ability to grow.
One of the major things is to have an exciting project that can be useful for people around the globe."
3137,"I built and followed the best Agile practices in 14 teams and set up Scrum from scratch in 5.
Worked on live projects and had more than 100 successful production releases.
Performed as Crisis Manager and guided a team from zero releases to regular releases once per month.
Also, I built processes from idea to development, testing, and release.
I'm working as an Agile Project manager, had experience working as a PO and Scrum Master. I've built Scrum in teams from scratch, started and maintained Scrum in a few teams simultaneously. Generally, my responsibilities include scope, release, people, risk, quality, and stakeholder management. Most of the time I’m responsible for successful delivery of my teams. Also, I'm working on process standards, approaches, culture development, and implementation within development teams. Building PM department. I conduct PM interviews and have experience interviewing tech specialists in Project management interviews to make sure that a new person fits a team and company values. I coordinate the work of the design and development departments. I've been working with Scrum, Kanban, and Nexus, and I am familiar with SAFe. 
I've experience in fintech, health, e-commerce, social networks, education, and other spheres.
I'm willing to find a job with the ability to work either from the office or from home, so I would like to avoid strict restrictions related to the workplace. 
I would love to work in a product company with a healthy atmosphere where I could participate in process creation and decision-making activities. I'm looking for a place to implement all my knowledge and experience in enhancing the development process's quality, speed, and transparency."
3138,"
I've worked as a project manager for the last 3 years, adding value to my projects by minimizing wasted effort and focusing the team on the client's actual goals. I've been working in management, continually operating close to software development teams and coaching upper management on the best practices for implementing Scrum and Agile principles across the company. I have defined the Jira environment with components and swimlanes and helped developers to have an easy life in the management platform.

Please don't hesitate to contact me. I am available from MON-FRI at GMT+4 time zone.

Thank you for reviewing my account.

Best regards,
Karine
"
3139,"- Certificates: Scrum (issued by SAFe), Soft skills and Project management (issued by ITEA).
- Successfully completed Web solution of financial analysis, at the same time in the work of 2 large projects and 3 small ones.
- Participating in the launching IT Project Management Process in scrum methodology from scratch.
- Good feedback from a client.
- Recently I have attended the course “PMP Exam Preparation” for applying worldwide project management practices in everyday`s work.
Main responsibilities:
- Managing full project lifecycle (web development), maintaining budget for a project. 
- Project discovery. 
- Coordinating and delivering high quality product releases according to agreed timelines. 
- Facilitating team stand ups, retrospectives, estimations, sprint planning meetings. 
- Planning sprints in Jira and Confluence, creating tacks, trekking time. 
- Maintaining working environment and staff by developing personal growth opportunities, reviewing the team members' performance.
- Working with a remote team.
- Scrum Master, Team size – 19 members.  
- Preprinting PSRs with expanded information about the Project.
I expect interesting projects, friendly team, opportunities for self-development."
3140,"CSM
Management 3.0
More than 4 years in the Game industry in the positions of Scrum Master, Scrum Coach, Project Manager and Group Manager. 

Responsibilities and achievements in previous workplaces: 

- Grew company department from 10 to 40 employees
- Successful adoption of Agile values and principles (40+ people)
- Drove usage of scaled Agile best practices and tools for the highest business and product value delivery on the company level
- Promoted a culture of quality (zero defects approach) across teams
- Managed and professionally developed people in matrix-like organizational structure, owned individual HR process in teams 
- Led continuous improvement in process and engineering practices on the company level
- Managed day-to-day dispersed teams in Kiev, Kharkov, and Dnipro (20+ people)
- Supported and empowered teams growth in becoming a Scrum self-organized teams, capable of execution according to plan and meeting commitments
- Coached and guided Scrum Masters with team ceremonies (sprint plannings, demos, retrospectives), as well as release planning, dependencies and risk management, impediments and issues resolution
- Supported development processes and measuring team performance
My desire is to find a job where I can express myself fully and achieve incredible results."
3141,"
More than 5 years of experience in agile project management for iOS, Android, and WEB developing with teammates around all world.
New interesting projects and new experiences."
3142,"In Pacto Systems, I started my way as a Scrum Master, but since it's a small company and as the company owner likes to say: ""In this company, everyone has to wear many hats"". With this in mind, my responsibilities have been extended from usual carrying out daily standups, sprint planning, sprint reviews and retrospective meetings to much wider. With time I was involved in things like backlog grooming, lead generation, customer relations and business analysis. I liked that mainly because I had a chance to learn project management from all angles. Over the years I have amassed a wealth of team management, operations management and client relationship management skills. I have managed the development of cloud platforms and web applications. I have a solid knowledge of SDLC and strong communication skills.
Pacto Systems, Ltd, UK
Scrum Master/Agile Project Manager
08/2017 – Present
•	Using Agile values and principles when approaching project management to integrate the methodology into day to day operation.
•	Carrying out daily standups, sprint planning, sprint reviews and retrospective meetings. 
•	Organizing Agile teams, helping the company embrace agile as a culture shift.
•	Tracking team velocity.
•	Removing impediments that obstruct the pursuit of sprint goals.
•	Carrying out research and development functions related to industry practices and managing good customer relationships. 
•	Eliciting, elaborating and documenting requirements.
•	Data discrepancy investigation.
•	Facilitating and coordinating demos with a Client;
•	Identifying and documenting relationships between different datasets.
•	Solution modelling.
•	Produce business requirements documents (BRD) based on outputs from meetings with business representatives.
•	Ensuring the requirements map to the real business need is approved by all relevant stakeholders and meet essential quality standards.
•	Identification of change requirements during discussions with a Client and updating the backlog according to new requirements.
•	Analysing processes, root causes, business impacts, and identify opportunities for improvement.
•	Ensuring compliance with policies, standards and best practices.
•	Analyse and evaluate processes, products and services.


Tungus, LLC, Clermont, FL, USA
Agile Project manager
10/2015 – 10/2017
Build the company operations from the ground up. Automating the processes, managing day to day tasks like documents flow, collaboration with existing and new clients, coaching and motivating the team, making sure the team has all that needed for healthy operation. As the project manager, I was responsible for the effective and successful team management, also for providing feedback and advice to the project team.
In my job search, I’m more interested in finding a position that’s a good fit for my skills and interests. In my opinion, a nice place to work is not where you get the most money, it's a place where you are valued as a person and professional. Unfortunately, in some big companies, the developers and staff are often treated as a resource. Good organizational culture is when people come to work smiling and leave tired but satisfied like after a good day gym. I hope to find a company that shares my values."
3143,"
•	Project manager and scrum master with practical experience in different IT areas: quality assurance, business analysis, project management
•	5+ years experience in leading and coaching of agile teams
•	3+ years of experience in quality assurance and test automation
•	Proficient in SDLC and CI tools (Jira, Confluence, Jenkins), Agile (Scrum, Kanban) and Scaled Agile Framework
•	Strong skills in setting up development and QA processes tailored for specific organizational needs, implementation of Scrum and Kanban ceremonies
•	Participated in scaling agile for multiple teams (up to 100 people in total), set up cross-team communication, synchronization and release procedures
•	Experienced in people management, personal development planning, hiring and on-boarding new team members
Less bureaucracy, more agility and common sense.
Product quality should be a priority for a company"
3144,"
- Running an Agile team from scratch
- Facilitating daily scrum, sprint planning, sprint demo and retrospective meetings.;
- Coaching the team how to follow scrum;
- Demo presentation for the clients;
- Facilitating the estimation and project planning process;
- Onboarding newcomers, who joined during the project execution;
- Helps product owner to make the product backlogs, prioritizing, keeping US template.;
- Removing impediments for the scrum team;
- Risks assessment/tracking
- Analyzing user stories and requirements;
- Mentoring new team members.
Сложные задачи. Профессиональный рост. Офис возле метро."
3145,"1. Created and developed start-up Agrifinance.io from idea to successful product, at CTO position.
2. Gathered team and developed the first crypto-bank in the world in minexsystems.com, at Head of PMO position.
3. Created and developed a lot of small projects in state reformatory startup prozorro.sale, at Senior Project Manager position.

And also:
- Сertified project manager in TUV Rheinland Academy (Cologne, Germany)
- Сertified specialist in ISO 9001 (Cologne, Germany)
Summary:
• Certified Project Management Professional (by TUV Rheinland).
• Scrum Master
• Teams: up to 160 persons (technical guys)
• Fixed Price or Time & Material contracts. 
• Scrum, Kanban, Waterfall.

Forward-thinking senior executive technical guy with proven record of accomplishment in high-tech field during over 10-year career. Driven and ambitious change manager dedicated to continuous business improvement focused on enhancing revenue and streamlining business operations. Focused on profit maximization through multifaced business approaches.
"
