Unnamed: 0,Modifiedgpt4o-on3.5
12503,"[Your Name]  
[Your Address]  
[City, State, ZIP Code]  
[Your Phone Number]  
[Your Email Address]  

**Objective**  
Aspiring Business Analyst with foundational skills in IT business analysis, seeking to leverage practical experience in stakeholder analysis, project requirement documentation, and competitive analysis to contribute effectively to a dynamic team.

**Education**  
[Course Name] in Business Analysis in IT  
[Institution Name], [Year of Completion]

**Skills**  
- Stakeholder Analysis: Proficient in forming Stakeholder maps and maintaining Stakeholder registers.
- Business Model Canvas: Skilled in utilizing this tool for strategic management and lean startup development.
- Project Requirements: Experienced in identifying, presenting, and documenting project requirements.
- Competitor Analysis: Capable of conducting thorough analysis of competitors to inform strategic decisions.
- MVP Development: Competent in drawing up Minimum Viable Products for projects.
- Specification Writing: Adept at specifying Epics, User Stories, and Use Cases.
- Diagram Compilation: Experienced in creating UML diagrams (sequence and ERD) and BPMN diagrams.

**Certifications**  
- [Certification Name, if applicable]

**Professional Experience**  
[Your Job Title]  
[Company Name], [Location]  
[Month, Year] – [Month, Year]

- [Responsibility/Task 1]
- [Responsibility/Task 2]
- [Responsibility/Task 3]

**Projects**  
- [Project Name]: [Brief description of the project and your role in it]

**Additional Information**  
- [Any relevant information such as languages spoken, volunteer work, etc.]

**References**  
Available upon request."
12504,"**[Your Name]**  
[Your Address]  
[City, State, ZIP Code]  
[Your Phone Number]  
[Your Email Address]  

---

**Professional Experience**

**Auditor/Business Analyst**  
Roshen  
[Month, Year] – Present (4 years)

- Conducted visits to retail outlets to ensure optimal product representation and equipment availability.
- Delivered presentations to customers, set strategic goals, and facilitated meetings to drive business objectives.
- Collaborated with distributors to optimize product assortment and enhance market presence.
- Conducted comprehensive competitor research and marketing analysis to inform strategic decisions.
- Managed policy compliance and ensured adherence to company standards.
- Led and managed a small team to achieve operational goals.
- Conducted research on potential premises and managed existing locations to maximize efficiency.
- Analyzed sales data and collaborated with vendors to improve sales performance.
- Developed and implemented advertising strategies to enhance brand visibility.
- Successfully attracted new customers, contributing to business growth.

---

**Career Objectives**

- Engage in interesting and challenging projects that foster professional growth.
- Seek opportunities for advancement and skill development.
- Join a team that values collaboration and innovation.
- Secure a position with competitive compensation.
- Work with modern technologies to drive business success.

---

**Education**

[Your Degree]  
[Your University/College]  
[Year of Graduation]

---

**Skills**

- Strong analytical and problem-solving skills
- Excellent communication and presentation abilities
- Proficient in market research and competitor analysis
- Team leadership and management
- Strategic planning and goal setting
- Vendor and customer relationship management
- Advertising and brand development

---

**References**

Available upon request."
12505,"**[Your Name]**  
[Your Address]  
[City, State, ZIP Code]  
[Your Phone Number]  
[Your Email Address]  

---

**Professional Summary**  
Dedicated LIMS Specialist with over seven years of experience in project implementation, support, and integration within laboratory information management systems. Proven expertise in gathering user requirements, configuring systems, and providing comprehensive user training and support. Adept at developing integration solutions and effectively communicating with stakeholders to ensure seamless project execution.

---

**Professional Experience**  

**LIMS Specialist**  
TerraLab IT, LTD, Khmelnytskyi, Ukraine  
June 2014 – December 2021  

**Project Implementation**  
- Gathered and analyzed user requirements to inform project design.
- Contributed to the design and execution of LIMS implementation plans.
- Configured and maintained database management systems and laboratory equipment.
- Managed input of reference laboratory data and LIMS configurations.
- Designed reports using FastReport software.
- Trained end users and developed comprehensive user guides and manuals.
- Provided ongoing laboratory support.

**Project Support and Maintenance**  
- Maintained and administered laboratory information management systems.
- Conducted software and database maintenance and initial diagnostics of technical issues.
- Resolved user questions and issues, providing onsite client consulting.
- Assisted the development team with software process improvements.
- Designed printing forms and reports.

**Project Integration and Maintenance**  
- Developed and implemented new and existing integration solutions.
- Configured, customized, and developed new solutions.
- Participated in technical integration planning and presales discussions.
- Gathered requirements for new solutions and troubleshot code and configuration issues.
- Communicated effectively across multiple channels with team members and stakeholders.

---

**Education**  
[Your Degree]  
[Your University/College], [Location]  
[Year of Graduation]  

---

**Skills**  
- LIMS Configuration and Maintenance  
- Database Management  
- User Training and Support  
- Report Design (FastReport)  
- Integration Solutions Development  
- Technical Issue Troubleshooting  
- Effective Communication  

---

**Certifications**  
[List any relevant certifications]  

---

**Languages**  
[List any languages you speak]  

---

**References**  
Available upon request."
12506,"**[Your Name]**  
[Your Address]  
[City, State, ZIP Code]  
[Your Phone Number]  
[Your Email Address]  

---

**Professional Summary**  
Dynamic and results-driven professional with extensive experience in developing and managing a successful trading platform and a solid background in banking. Proven track record in business growth, risk management, and credit operations. Seeking a Junior Business Analyst/Project Manager Assistant position to leverage expertise in banking and project management while contributing to process automation and team success.

---

**Professional Experience**  

**Owner and Maintainer**  
Trading Platform Based on Social Networks and Messengers  
2015 - Present  

- Developed and implemented the platform concept and monetization strategies.  
- Spearheaded business growth initiatives, risk diversification, and new feature development.  
- Successfully grew the platform to over 85,000 users.  

**Banking Experience**  
2007 - 2013  

*Head of Corporate Business Credit Operations Administration Department*  
- Led projects to centralize credit administration functionality.  

*Head of Small and Medium Enterprises Credit Risks Analysis Department*  
- Coordinated department activities and analyzed documents for lending operations.  
- Provided recommendations on lending operations and contributed to product/process/method development.  

*Credit Expert, Small and Medium Business Services Department*  
- Searched for new clients and provided consultancy on loan ability.  
- Analyzed documents for deals and assessed borrowers' financial states.  
- Participated in lending committees to support decision-making processes.  

---

**Education**  
[Your Degree]  
[Your University/College Name]  
[Year of Graduation]  

---

**Skills**  
- Business Development  
- Risk Management  
- Credit Operations  
- Project Management  
- Process Automation  
- Team Collaboration  

---

**Objective**  
Eager to transition into a Junior Business Analyst/Project Manager Assistant role to gain experience and professional growth in a new area, while applying my knowledge and skills from commercial banking and personal projects. Passionate about contributing to the automation of banking products and processes as a collaborative team member."
12507,"Recent IT graduate with a robust foundation in managing and enhancing technology resources. Committed to staying updated with technological advancements and eager to contribute fresh perspectives and innovative ideas to the organization. Quick learner and adept problem-solver, ready to address challenges and support smooth IT strategy integration. Seeking an opportunity to apply knowledge and drive positive impact in IT Management."
12508,"**[Your Name]**  
[Your Address]  
[City, State, ZIP Code]  
[Your Phone Number]  
[Your Email Address]  

---

**Professional Summary**  
With a strong background in business analysis and project management, I possess a comprehensive understanding of coordinating diverse teams and stakeholders. My effective communication skills with both internal and external parties, including suppliers, enable me to build strong working relationships founded on trust and collaboration. I am committed to delivering projects on time, within budget, and scope, while consistently maintaining a high standard of quality.

---

**Professional Experience**  

**Business Analyst / Project Manager**  
[Company Name], [Location]  
[Month, Year] – [Month, Year]

- Collaborated proactively with business stakeholders to achieve a common understanding of solutions addressing their needs.
- Collected, defined, and translated business objectives into detailed and understandable requirements and tasks.
- Supported functionality development through to production.
- Managed the development of clinical outcome assessments for use in clinical trials, treating each as a separate project with its own objectives, stakeholders, timelines, and budget.

---

**Education**  
[Your Degree] in [Your Field of Study]  
[Your University], [Location]  
[Year of Graduation]

---

**Skills**  
- Business Analysis  
- Project Management  
- Stakeholder Coordination  
- Effective Communication  
- Relationship Building  
- Budget Management  
- Quality Assurance  

---

**Certifications**  
[List any relevant certifications]  

---

**References**  
Available upon request."
12509,"**WORK EXPERIENCE**

**CRM System Administration and Implementation**
- Managed and administered CRM system operations, ensuring smooth functionality and user accessibility.
- Implemented CRM solutions for foreign markets, including setting up business processes, defining rules, and conducting system testing.
- Gathered and analyzed information and requirements for launching CRM in new markets.

**Technical Support and Testing**
- Tracked and reported system bugs to contractors, facilitating timely resolutions.
- Created detailed test cases for contractors to ensure system reliability and performance.
- Conducted manual testing to verify system functionality and user experience.
- Led technical support applications, drafting technical specifications for system improvements and new functionalities.

**Training and Prototyping**
- Trained staff on CRM system usage and best practices to enhance productivity and efficiency.
- Developed prototypes for new features using MS Visio to visualize and plan enhancements.

**Data Management and Reporting**
- Uploaded discounts, bonuses, and coupons into the CRM system, ensuring accurate and timely updates.
- Monitored product receipts in CRM, performing revisions and checks to maintain data integrity.
- Managed customer data uploads into the database, ensuring accuracy and compliance.
- Prepared and analyzed monthly and weekly reports using Excel to track performance and identify trends.

**Technical Skills**
- Proficient in using Postman for API testing and development.
- Basic knowledge of SQL for database management and queries.
- Experienced in tracking logs and identifying issues using JSON.
- Developed comprehensive business analysis for projects from inception."
12510,"**[Your Name]**  
[Your Address]  
[City, State, ZIP Code]  
[Your Phone Number]  
[Your Email Address]  

---

**Professional Summary**  
Experienced Business Analyst and Project Manager with over 5 years of expertise in diverse projects across banking, mobile applications, event-driven architecture, healthcare, and web development. Proficient in agile methodologies and skilled in a variety of tools and technologies.

---

**Work Experience**

**ValueTek**  
*Banking/Mobile Application*  
**Business Analyst/Project Manager**  
- Led cross-functional teams to deliver mobile banking solutions.
- Collaborated with stakeholders to define project scope and objectives.
- Managed project timelines and ensured alignment with business goals.

**Viseven**  
*Event-Driven Architecture*  
**Project Manager/Business Analyst**  
- Oversaw the implementation of event-driven architecture projects.
- Facilitated communication between technical teams and business units.
- Conducted requirement analysis and documentation.

**Implementation ISD**  
*Healthcare/Product*  
**Business Analyst**  
- Analyzed business processes to improve healthcare product offerings.
- Developed detailed documentation and user stories.
- Coordinated with development teams to ensure product alignment with client needs.

**PrivatBank**  
*Web Development*  
**IT Analyst**  
- Supported web development projects through detailed analysis and reporting.
- Assisted in the design and implementation of web-based solutions.
- Engaged with stakeholders to gather and refine requirements.

---

**Skills**  
- Agile Methodologies: Scrum, Kanban  
- Tools: Draw.io, UML, Hibob, Miro, Figma, Jira, Confluence  
- Technical: SQL, Photoshop  

---

**Education**  
[Your Degree] in [Your Field]  
[Your University], [Year of Graduation]  

---

**Certifications**  
[List any relevant certifications]  

---

**References**  
Available upon request."
12511,"**Professional Experience**

**OVR360**  
*May 2020 - Present*  
- **Projects:**  
  - App for real-estate photographers ""Schlep""  
  - Healthcare Digital Wallet  
  - App for handmade suits creators  
- **Responsibilities:**  
  - Requirements collection  
  - Drawing up technical specifications  

**JV “OptimaPharm LTD”**  
*December 2019 - May 2020*  
- **Projects:**  
  - Training of employees in jobs with high risk  
    - **Software:** DA Directum  
    - **Processes:** Training organization, data integration  
    - **Responsibilities:**  
      - Requirements collection  
      - Drawing up technical specifications  
      - Drawing up test-cases  
      - Processes testing  
      - Drawing up user instructions  
  - 1C WMS  
    - **Software:** 1C, DA Directum  
    - **Processes:** Product management, data integration  
    - **Responsibilities:**  
      - Requirements collection  
      - Drawing up technical specifications  
      - Drawing up test-cases  
      - Processes testing  
      - Drawing up user instructions  
  - Weekend standby for drivers  
    - **Software:** Application “Logistics”, DA Directum  
    - **Processes:** Data management  
    - **Responsibilities:**  
      - Requirements collection  
      - Drawing up technical specifications  
      - Drawing up test-cases  
      - Processes testing  
      - Drawing up user instructions  

**CIT Global Consulting**  
*September 2019 - December 2019*  
- **Project:** Application Polycard  
  - **Software:** Polycard, Poster, BP automation tool  
  - **Processes:** Product management, data integration  
  - **Responsibilities:**  
    - Requirements collection  
    - Drawing up test-cases  
    - Processes testing  

**SmartVillage**  
*August 2019 - December 2019*  
- **Software:** BP automation tool  
- **Processes:** Data integration, smart home management  
- **Responsibilities:**  
  - Requirements collection  
  - Drawing up technical specifications  
  - Drawing up test-cases  
  - Processes testing  

**Web-application for online store of children’s goods**  
*July 2019*  
- **Processes:** E-commerce  
- **Responsibilities:**  
  - Requirements collection  

**Web-application for description manual therapy and work of master**  
*June 2019*  
- **Processes:** E-commerce  
- **Responsibilities:**  
  - Requirements collection  
  - Drawing up technical specifications  

**Expert Order Management**  
*March 2018 – September 2018*  
- **Software:** BP automation tool  
- **Responsibilities:**  
  - Requirements collection  
  - Drawing up technical specifications  
  - Processes testing  "
12512,"**[Your Name]**  
[Your Address]  
[City, State, ZIP Code]  
[Your Phone Number]  
[Your Email Address]  

---

**PROFESSIONAL SUMMARY**  
Dynamic and versatile professional with extensive experience in production management, marketing, IT operations, and business development. Proven track record in expanding company presence and managing complex projects. Seeking opportunities that offer flexible hours and the ability to leverage diverse skill sets.

---

**EXPERIENCE**

**Local Coordinator**  
Kyiv Branch, 15x4 Science Communication Project  
- Coordinated local events and initiatives to promote science communication.

**Producer / Line Producer / Production Manager / Assistant Director**  
Generator Productions / Kiev Design Works / Freelance  
2003—2006, 2019—Present  
- Managed production schedules, budgets, and logistics for various film projects.

**Regional Marketing and Customer Relations Agent**  
World’s End Motorcycles (UK)  
2012—Present  
- Spearheaded marketing and customer relations across Ukraine, Russia, Belarus, Moldova, Kazakhstan, and Kyrgyzstan.  
- Engaged in IT operations and business development to enhance market presence.

**Regional Manager**  
Infopulse Ukraine (a TietoEVRY subsidiary)  
2016—2019  
- Reported to EVP Business Development and expanded company presence in Ukraine and the EU.

**IT Specialist**  
Mindspeed Technologies UDC (now MACOM Technologies)  
2009—2014  
- Managed IT assets, procurement, and infrastructure projects.

---

**EARLIER EXPERIENCE**

**Sole Trader**  
Motorbike Parts Online Dealership and Trade Sales  
2007—2014  

**Founder**  
Kiev Design Works  
2003—2014  

**Founder and Editor-in-Chief**  
Motomania Magazine (ISSN 1993-8306)  
2007—2008  

**Freelance Web Developer**  
2003—2006  
- Developed web applications using PHP, JS, MySQL, and Apache stack.

**Project Manager**  
Various Web Design Studios  
2000—2003  

---

**EDUCATION**

**MSc Computer Sciences**  
National Technical University of Ukraine  
1994—2000  
- Focus: Applied Math, System Analysis, Mathematical Modelling, Statistics

---

**COMPENSATION EXPECTATIONS**  
- Full-time: $3000-4000  
- Part-time: Negotiable, depending on workload and flexibility.

**AVAILABILITY**  
- Part-time / Flexible hours preferred."
12513,"**Project Management**

- Collaborated with the Project Management Office to enhance project execution.
- Analyzed project implementation processes to minimize delays and ensure achievement of key results.
- Reviewed project manager reports for accuracy and completeness.
- Prepared quarterly and yearly project portfolio reports for the National Bank of Ukraine (NBU).
- Tested configurations in Jira and Confluence.
- Developed and implemented three courses on Project Management using Jira and Confluence for diverse participant groups.

**Compliance Specialist**

- Contributed to the Anti-Money Laundering (AML) team.
- Ensured bank compliance with local and Group AML and compliance legislation by updating and creating internal banking documents and procedures.
- Prepared and submitted statistical forms to the National Bank of Ukraine.
- Initiated IT developments to streamline processes and eliminate manual work by preparing business requests, collaborating with analysts on functional specifications, and participating in user testing.
- Supported Credit Agricole Group initiatives and projects.

**Business Analyst**

- Gathered and consolidated requirements from stakeholders.
- Worked with Financial Business Logic (FBL) and Data Model.
- Possessed basic knowledge of management tools (JIRA and Confluence), Python, and SQL.
- Participated in user testing."
12514,"**Experience**

**Product Owner/Business Analyst/Project Manager**  
Crypto-Based Outsource Company  
*1.5 years*  
- Led multiple projects involving crypto and blockchain  
- Managed the development and adaptation of NFT SaaS products  
- Conducted client discovery and idea development  
- Created business requirements, user stories, and backlogs  
- Defined acceptance criteria and provided time and cost estimations  
- Communicated with clients and conducted pre-sales activities  
- Organized sprint planning, daily meetings, and other project management tasks  
- Brainstormed ideas for revenue generation  
- Prepared reports for senior management  
- Conducted courses on 'Blockchain for Project Managers'  

**Product Owner/Business Analyst**  
Blockchain Startup  
*1 year*  
- Conducted market research for similar products  
- Brainstormed new ideas and systematized existing ones  
- Documented project requirements  
- Managed backlogs and user stories  
- Created Business Requirement Documents (BRD)  

**Project Manager**  
Blockchain-Based Travel Industry Startup  
*10 months*  
- Managed project timelines, resources, and deliverables  
- Oversaw release management and R&D activities  
- Conducted micro-management tasks to ensure project success  

**Project Manager/Product Owner**  
Out-Stream Commercials Service  
*10 months*  
- Developed project management processes  
- Made decisions on new product launches based on research and feasibility  
- Led quality assurance efforts for a team of 2  
- Managed project delivery and release processes  

**Project Manager and Head of QA**  
Silicon Valley-Based Blockchain Trading Platform and ICO Launcher  
*15 months*  
- Oversaw project management and release processes  
- Led a team of 4 in quality assurance efforts  
- Communicated with clients to ensure project success  

**Skills**  
- Strong project management skills  
- Extensive experience in the crypto and blockchain industry  
- Proficient in client communication and pre-sales activities  
- Skilled in market research and idea development  
- Experienced in documentation and backlog management  
- Knowledgeable in release management and quality assurance  
- Proficient in sprint planning and agile methodologies  

**Additional Information**  
- Thrives in a blockchain ecosystem  
- Strong preference for working with a tech lead  
- Dislikes Microsoft products  "
12515,"Business Analyst, Project Manager, and Business Developer with extensive experience in web project management. Proficient in gathering and documenting high-level business requirements, risk mitigation, backlog grooming, and composing WBS and BRD. Expertise in people management, change management, risk management, crisis management, project execution and control, estimating, and cost control. Skilled in stakeholder communication, WDLC, SDLC, pre-sale activities, negotiations, marketing research, and R&D. Demonstrated ability to enhance team productivity and velocity, deliver successful projects, and maintain positive client relationships globally. Eager to pursue career growth, acquire new skills, and explore new opportunities."
12516,"[Your Name]  
[Your Address]  
[City, State, ZIP Code]  
[Your Phone Number]  
[Your Email Address]  

**Professional Summary**  
Dynamic and results-driven manager with 7 years of experience in one of Ukraine's largest retail companies. Expertise in advanced product management, market research, and new product implementation. Proven ability to create and exploit growth opportunities, train staff, and implement technology roadmaps with R&D. Strong track record of building effective teams and consistently exceeding sales targets through innovative strategies.

**Education**  
**Master's Degree in Economics**  
National Technical University of Ukraine 'Kyiv Polytechnic Institute'

**Bachelor's Degree in Metrology and Measurement Technologies**  
National Technical University of Ukraine 'Kyiv Polytechnic Institute'

**Key Skills**  
- Advanced Product Management  
- Market Research  
- New Product Implementation  
- Staff Training  
- Emerging Technologies  
- Technology Roadmap Development  
- Team Building  
- Sales Growth Strategies  

**Professional Experience**  
**Manager**  
[Company Name], [Location]  
[Month, Year] – Present  

- Led a team in one of the largest retail companies in Ukraine, focusing on product management and market research.
- Developed and implemented innovative strategies that consistently exceeded sales targets.
- Created and exploited growth opportunities through effective market analysis and product development.
- Trained and mentored staff, fostering a culture of continuous improvement and excellence.
- Collaborated with R&D to create and implement technology roadmaps, integrating emerging technologies to enhance business operations.

**Achievements**  
- Successfully built and led high-performing teams that drove significant sales growth.
- Recognized for consistently exceeding sales targets through strategic planning and execution.

**Certifications**  
[List any relevant certifications here]

**Languages**  
[List any languages spoken here]

**References**  
Available upon request."
12518,"Versatile Manager with 5 years of experience in product development, project management, business development, and product marketing. Skilled in blockchain, Google Analytics, Microsoft Office, Jira, Azure, HTML5, CSS, Agile methodologies, Excel, and PowerPoint. Passionate about technology and driven by intellectual curiosity. Eager to leverage expertise in project management and explore new techniques."
12519,"**[Your Name]**  
[Your Address]  
[City, State, ZIP Code]  
[Your Phone Number]  
[Your Email Address]  

---

**Professional Summary**  
Dynamic and results-oriented professional with extensive experience in business analysis, project management, and risk and compliance. Proven track record of successfully implementing information systems and CRM solutions in multinational environments. Adept at working with diverse teams and driving process improvements. Currently leading sales support operations with a strong inclination towards business analysis and project management roles.

---

**Professional Experience**  

**Head of Sales Support**  
[Company Name], [Location]  
2016 - Present  
- Lead sales support operations, focusing on enhancing business processes and customer satisfaction.
- Collaborate with multinational teams to achieve strategic objectives and drive business growth.
- Preferentially engage in business analysis and project management tasks to optimize sales processes.

**Project Manager / Business Analyst / Risk and Compliance**  
[Company Name], [Location]  
2009 - 2016  
- Successfully implemented a new information system and CRM system, leading a multinational team to transform and adopt all business processes.
- Spearheaded the integration of multiple satellite applications into the company’s information system.
- Worked collaboratively with Indian, French, and Spanish team members to deliver high-impact projects.

---

**Skills**  
- Project Management  
- Business Analysis  
- Risk and Compliance  
- Multinational Team Collaboration  
- Information Systems Implementation  
- CRM Solutions  

---

**Education**  
- [Your Degree, if applicable]  
- [Your University, if applicable]  
- [Year of Graduation, if applicable]  

---

**Additional Information**  
- Confident in contributing to IT projects despite the absence of formal IT education.
- Passionate about working on innovative projects in roles such as Business Analyst or Project Manager.
- Enjoys working in diverse, multinational teams and is committed to achieving outstanding results."
12520,"**[Your Name]**  
[Your Address]  
[City, State, ZIP Code]  
[Your Phone Number]  
[Your Email Address]  
[LinkedIn Profile URL]  

---

**Professional Summary**  
Results-driven Project Manager with over 5 years of experience in web and mobile (Android) development projects. Proven ability to manage teams of 7-10 people and deliver complex projects in e-commerce, B2B, corporate, and media sectors. Skilled in aligning project objectives with company goals, maintaining budgets, and fostering strong partnerships with stakeholders. Proficient in business requirements analysis, project planning, and risk management.

---

**Professional Experience**  

**Project Manager**  
[Company Name] - [Location]  
[Month, Year] - Present  

- Successfully managed web and mobile development projects, ensuring alignment with company goals and customer expectations.
- Led teams of 7-10 members, fostering a collaborative environment and ensuring clear communication of project objectives.
- Oversaw e-commerce, B2B, corporate, and media projects with integrated account programs such as 1C and Капитал.
- Conducted business requirements analysis to ensure project deliverables met client needs.
- Created and managed detailed project plans, defined schedules, and monitored progress to ensure timely delivery.
- Assisted project teams with design and development tasks, leading the process of issue identification and resolution.
- Managed risk tracking processes and monitored project scope to maintain project integrity.
- Efficiently allocated resources to keep projects on schedule and within budget.
- Prepared comprehensive project reports and communicated progress to stakeholders.
- Successfully managed multiple projects simultaneously, maintaining a customer-focused mindset.

---

**Skills**  

- Project Management  
- Business Requirements Analysis  
- Risk Management  
- Budget Management  
- Team Leadership  
- Communication and Collaboration  
- Business & IT Strategy  
- Customer Relationship Management  

---

**Technical Proficiencies**  

- Jira  
- Teamwork  
- Trello  
- Photoshop  
- MS Office  

---

**Education**  

[Your Degree] in [Your Field of Study]  
[Your University/College Name] - [Location]  
[Year of Graduation]  

---

**Certifications**  

- [Certification Name]  
- [Certification Name]  

---

**Languages**  

- [Language 1]  
- [Language 2]  

---

**References**  

Available upon request."
12521,"[Your Name]  
[Your Address]  
[City, State, ZIP Code]  
[Your Phone Number]  
[Your Email Address]  

**Professional Summary**  
Results-driven project manager and business analyst with over 5 years of experience in leading project teams and implementing IT projects within the telecommunications and banking sectors. Possess advanced education in project management and expertise in waterfall, skirmish, and agile methodologies. 

**Core Competencies**  
- Multitasking and managing multiple projects  
- Strong analytical, research, and organizational skills  
- Task breakdown and priority setting  
- Resource evaluation and project planning  
- Effective communication and problem-solving  
- Team collaboration and independent work proficiency  

**Professional Experience**  

**Project Manager / Business Analyst**  
[Company Name], [Location]  
[Month, Year] – Present  

- Lead and manage project teams in the successful implementation of IT projects in telecommunications and banking sectors.  
- Utilize waterfall, skirmish, and agile methodologies to ensure project success.  
- Break down complex tasks, set priorities, and evaluate resources for optimal project planning and execution.  
- Communicate effectively to resolve issues and ensure smooth project progression.  
- Thrive in both team-oriented and independent work settings, consistently delivering high-quality results.  

**Education**  
[Your Degree or Certification in Project Management]  
[Institution Name], [Location]  
[Year of Completion]  

**Technical Skills**  
- Proficient in project management software and tools  
- Familiarity with industry-specific IT solutions  

**References**  
Available upon request."
12523,"**[Your Name]**  
[Your Address]  
[City, State, ZIP Code]  
[Your Phone Number]  
[Your Email Address]  
[LinkedIn Profile URL]

---

**Professional Summary**

With 17 years of experience in the banking industry, I specialize in digital retail banking. I have a proven track record of successfully implementing projects as a Product Owner and Business Analyst. My expertise includes developing front-office systems, tokenization systems, and internet banking platforms. I am passionate about digital banking and fintech projects and am open to new opportunities.

**Professional Experience**

**Banking Professional**  
[Your Company Name]  
[Location]  
[Month, Year] – Present

- Spearheaded the development of a front-office system for the bank's retail business, enhancing credit card sales, cash loans, refinancing, account management, and CRM functionalities.
- Collaborated with Visa and MasterCard to implement a tokenization system for Google Pay, Apple Pay, and Garmin Pay.
- Led the creation of an internet banking platform for retail business, facilitating p2p transactions, account management, currency exchange, and online account opening.

**Key Skills**

- Business Requirements Document (BRD) creation
- Business Process Modeling in BPMN 2.0 notation
- Project planning and backlog management
- UX/UI team supervision
- Proficient in Jira, Confluence, and Figma
- Familiar with Software Development Life Cycle (SDLC)
- Skilled in agile methodology and Agile framework

**Education**

[Your Degree] in [Your Field of Study]  
[Your University/College Name]  
[Location]  
[Year of Graduation]

**Certifications**

- [Certification Name]  
  [Issuing Organization]  
  [Year]

**Professional Affiliations**

- [Professional Organization Name]  
  [Role/Title]  
  [Year] – Present

**Additional Information**

- Passionate about digital banking and fintech projects
- Open to new opportunities

---

**References available upon request**"
12525,"[Your Name]  
[Your Address]  
[City, State, ZIP Code]  
[Your Phone Number]  
[Your Email Address]  

**Professional Summary**  
Dynamic and results-driven Product Owner with a proven track record of organizing teams to deliver optimal solutions for customers. Skilled in facilitating idea generation, conflict resolution, and removing obstacles to foster a collaborative and enjoyable work environment. Adept at bridging the gap between customers and teams, transforming business ideas into effective solutions.

**Professional Experience**  

**Product Owner**  
[Company Name], [Location]  
[Month, Year] – [Month, Year]  

- Gathered needs and vision from the client’s strategic Product Owner.
- Contributed to the global roadmap in collaboration with the strategic Product Owner.
- Managed the product backlog, including specification, prioritization, and testing of new features, evolutions, and bug fixes.
- Led product development discussions within the team.
- Organized releases and communicated short-term roadmap knowledge across the team.
- Collaborated on UX and UI improvements with the strategic Product Owner.
- Provided support and ensured customer satisfaction.

**Technical Experience**  
- Printing and Publishing
- Retail
- CRM / ERP
- E-commerce
- Healthcare
- VR/AR Entertainment

**Expectations for Future Opportunities**  
- Mentorship and guidance from the company.
- Access to courses and training for professional development.
- Engagement in interesting and challenging projects.
- A friendly and collaborative company and team atmosphere.
- Opportunities for creativity and idea implementation.
- Regular performance appraisals with potential for wage revisions.

**Education**  
[Your Degree] in [Your Field of Study]  
[Your University], [Location]  
[Year of Graduation]

**Skills**  
- Strong leadership and team organization
- Effective communication and conflict resolution
- Strategic planning and roadmap development
- Product backlog management
- UX/UI collaboration
- Technical expertise in various industries

**References**  
Available upon request."
12526,"**Projects:**

- Spearheaded the development of the company's core system from inception to completion.
- Executed internet marketing and sales strategies.
- Directed supply chain operations.

**Responsibilities:**

- Managed scope for three teams.
- Planned sprints and quarterly project timelines.
- Acted as Scrum Master for agile development processes.
- Gathered and translated requirements for team implementation.
- Developed solutions by evaluating alternative workflow options.
- Established specifications to control solution outcomes.
- Collaborated with cross-functional teams for seamless business process integration.
- Created documentation for new and modified features.

**Key Skills and Competencies:**

- Proficient in JIRA, Rally, MS Office, e-Commerce, CRM, SAP ERP.

**Personal Qualities:**

- Demonstrates initiative, analytical thinking, responsibility, proactivity, creativity, accuracy, sociability, quick learning ability, ambition, strong work ethic, and eagerness for new knowledge."
12527,"**Certifications:**
- PSM 1
- SAFe 5 Agilist
- SAFe Scrum Master
- SAFe Product Owner & Product Manager

**Professional Experience:**

**Sales Manager / Business Analyst**  
Galaxy IT  
Dec 2017 - May 2018
- Developed business opportunities by identifying potential customers on Upwork, Freelancer.com, and LinkedIn.
- Gathered and translated business requirements into actionable tasks for the development team.
- Set up JIRA and managed projects using Agile methodologies (SCRUM/Kanban).
- Conducted demo sessions of sprint results for customers.
- Facilitated sprint planning sessions with the development team.

**Business Analyst**  
Nix Solutions  
May 2018 - Nov 2019
- Translated stakeholder requirements into deliverables such as requirements specifications, user stories with acceptance criteria, and workflow diagrams.
- Assisted Product Owner in prioritizing work for the development team and maintaining a backlog.
- Provided ongoing requirements support to the development team.
- Supported sales and presales activities by gathering initial requirements for project estimation.
- Conducted UX research of competitors and created UI prototypes for web and mobile interfaces using Axure.

**Middle Business Analyst**  
GlobalLogic  
Nov 2019 - Present
- Created detailed and clear requirements in the US format.
- Organized and facilitated scrum ceremonies, including daily meetings, sprint planning, and estimation sessions.
- Developed UX prototypes for web interfaces using Wireframepro and Axure.
- Managed requirements through elicitation, clarification, documentation, and updates.
- Assisted in removing impediments to the development team's progress.

**Senior Business Analyst**  
EPAM  
Dec 2020 - Present
- Led the discovery phase and successfully scoped solutions for the quarter.
- Utilized UX prototyping tools to validate requirements and provide UX recommendations.
- Established a well-organized Confluence space for all project requirements.
- Organized workshops with end-user focus groups to elicit requirements and align expectations.
- Researched insurance products to enhance business value for the customer."
