Unnamed: 0,Modified_openai/gpt-4o-mini_of_Modified_openai/gpt-4o-mini_of_resume_Modelopenai/gpt-4o-mini_Modelopenai/gpt-4o-mini
12529,"[Your Name]  
[Your Address]  
[City, State, Zip]  
[Your Phone Number]  
[Your Email Address]  
[LinkedIn Profile]  

**Professional Summary**  
Dynamic and results-oriented professional with experience in project management and business analysis. Proven track record of driving project success through effective team management, stakeholder engagement, and process improvement. Adept at identifying opportunities for enhancement and delivering solutions that align with business objectives.

**Experience**  

**Project Manager / Business Analyst**  
[Your Company Name] - [City, State]  
[Month, Year] – Present  

- Developed project MVP with one Agile team in 4 months.  
- Introduced Scrum practices to the project, resulting in improved planning and work organization.  
- Strengthened stakeholder relationships, resulting in a higher level of trust and collaboration.  
- Developed team members, fostering their professional growth and development.  
- Led the analysis and documentation of requirements for a new system, collaborating with development teams to ensure alignment with business needs and successful implementation.  

**Key Responsibilities**  
- Drive project success by ensuring timely completion, adherence to budget, and alignment with client objectives.  
- Manage project team, stakeholders, risks, and changes effectively.  
- Identify opportunities for improvement and develop solutions that add value to the organization.  
- Facilitate communication between stakeholders and technical teams to ensure project alignment with business goals.  
- Conduct project planning, prioritization, team management, budgeting, risk management, quality management, change management, and reporting.  
- Gather and analyze requirements, develop solutions, and document processes.  
- Communicate with project stakeholders to keep them informed, engaged, and aligned with project goals, progress, and results.  
- Continuously evaluate and improve processes and systems to drive efficiency, productivity, and profitability.  
- Work towards eliminating wasteful processes to maximize value delivery to the project and product.  

**Skills**  
- Project Management  
- Business Analysis  
- Agile Methodologies (Scrum)  
- Stakeholder Engagement  
- Team Development  
- Requirements Gathering and Analysis  
- Solution Development  
- Process Improvement  
- Risk Management  
- Communication  

**Education**  
[Your Degree]  
[Your University] - [City, State]  
[Year of Graduation]  

**Certifications**  
[Relevant Certification]  
[Year Obtained]  

**Professional Interests**  
Seeking a position that allows for deductive product development and contributes to product success. Interested in actively participating in product strategy and collaborating with teams to ensure alignment with business goals and customer needs. Committed to addressing customer problems, deriving solutions, and making data-driven decisions to enhance product value."
12530,"Amdocs Israel  
Program Manager  
2020 - Present  

Pasha Bank Georgia  
IT Section Manager  
June 2018 – Dec 2019  
- Managed 3 units in the section:  
  - IT Operations  
  - Software Development  
  - Business Analysis and Service Quality  

Geocell – TeliaCompany – Telecommunications  
Technology Division, Services – Products and IT Section Manager  
February 2015 – June 2018  
- Managed 5 units in the section:  
  - Billing and Charging  
  - Product and Services  
  - Software Development  
  - Enterprise IT  
  - Business Support and Reporting  

Geocell – TeliaCompany – Telecommunications  
ICT Division, Service Network Department Manager  
January 2006 - February 2015  
- Systems under team responsibility:  
  - Prepaid Charging System  
  - Ericsson Billing Gateway Platform  
  - VAS Platforms – SMSC, CRBT, WAP GW, Voice Mail  
- Main responsibilities:  
  - Technical helpdesk (1st and 2nd line support)  
  - Systems administration and maintenance  
  - Implementation and deployment of new products  

Geocell LLC - Telecommunications  
Service and Product Operations Team Coordinator (Technical Department)  
March 2004 – January 2006  
- Systems under team responsibility:  
  - Prepaid Charging System  
  - Ericsson BGW (EMM) Platform  
  - Value Added System – SMSC, CRBT, WAP GW, Voice Mail  
- Main responsibilities:  
  - Technical helpdesk (1st and 2nd line support) with 24x7 support of internal customers  

Geocell LLC - Telecommunications  
Prepaid Charging System Engineer (Technical Department)  
March 2000 - March 2004  
- Administration and maintenance of Ericsson (PPL) Prepaid Charging System  
- Technical helpdesk, 24/7 1st and 2nd line support  
- Configuration and implementation of new products and tariff plans  

New Net Georgia LLC  
Digital PSTN Switching Center Technical Manager  
February 1997 – March 2000  
- Administration and maintenance of PSTN switching center  
- Shift staff planning and management  
- Technical helpdesk, 24/7 1st and 2nd line support  

Last 5 Year Projects:  

Retail Bank Launch (Cash-Loan and TopCard)  
Aug 2018 – August 2019  
- Project was complex and consisted of the following subprojects:  
  - Processing Center swap and Core Banking integration, migration of clients to new PC  
  - Existing Core Banking system release upgrade  
  - Deployment of CRM and Sales Force (BPM platform from Terrasoft)  
  - Internet Banking and Mobile Banking  
  - Contact Center PBX system swap  
  - Integration with Terminal Payment system (TBC Pay)  

Prepaid Billing System Swap from Amdocs/Comverse One to Peter-Service BSS  
Aug 2017 – Dec 2017  
- Swapped Amdocs/Comverse One Prepaid Billing System to Peter-Service BSS with online credit and balance control  

Post-paid Billing and Interconnect Systems Swap from CBOSS to Peter-Service BSS  
May 2016 – Dec 2016  
- Swapped Post-paid and Interconnect Billing System from CBOSS to Peter-Service BSS with online credit and balance control  

Geocell Deep Packet Inspection, Policy and Charging Rules Function Platform Swap  
Jan 2017 – Dec 2017  
- Performed PCRF/PCEF swap tender  

Prepaid Billing System Swap  
Jan 2014 – Sep 2014  
- Swapped Prepaid Billing System from Orga OPSC Classic to Comverse ONE BSS.  "
12531,"**[Your Name]**  
[Your Address]  
[City, State, Zip]  
[Your Phone Number]  
[Your Email Address]  

---

**Objective**  
Dedicated professional with over 10 years of experience in Project Management and B2B Sales within the agribusiness sector, seeking a long-term position in the IT industry to leverage and enhance my skills through engaging projects.

---

**Education**  
**IT Education Academy (ITEA)**  
Certificate in IT Project Management  

**BA Space School**  
Courses in IT Business Analysis  

---

**Professional Experience**  

**Project Management and B2B Sales**  
- Over 10 years of experience in managing projects and driving sales in the agribusiness sector.  
- Developed a strong understanding of the software development lifecycle and basic software development methodologies.  
- Gained expertise in risk management and project planning, ensuring successful project delivery.  

---

**Skills**  
- Strong analytical and planning abilities.  
- Excellent organizational and communication skills.  
- Proficient in creating well-structured and easy-to-read documents and presentations.  

---

**Career Goals**  
Seeking a position in the IT sector where I can apply my skills effectively and continue to grow professionally by working on innovative projects."
12532,"[Your Name]  
[Your Address]  
[City, State, Zip]  
[Your Phone Number]  
[Your Email Address]  
[LinkedIn Profile]  

**Professional Summary**  
Results-driven Project Manager and Business Analyst with extensive experience in SAP ERP implementation and team leadership. Proven track record of successful project rollouts, effective communication between stakeholders, and fostering professional growth within teams. Seeking a role as a Business Analyst or Project Manager in a fast-paced organization to leverage my skills and contribute to organizational success.

**Professional Experience**  

**Metinvest-SMC**  
*Head of SAP Project Team*  
[Month, Year] – Present  
- Led the SAP ERP implementation project for a metallurgical company, fulfilling roles of Project Manager, Business Analyst, QA, and Customer Support Manager.  
- Organized team operations and communicated with stakeholders, including top management and technical managers, to ensure business needs were met and solutions were implemented effectively and on time.  
- Prioritized the Product Backlog and defined business needs, preparing requirements for Sales, Marketing, Finance, and Procurement departments.  
- Conducted testing of IT solutions, system improvements, and bug fixes.  
- Managed the migration process from 1C: Enterprise 8.2 to SAP ERP.  
- Provided first-line support for users and prepared instructional materials, conducting training sessions.  
- Recognized for outstanding performance and recommended for the Staff Roster based on staff assessments from 2015-2017.  

**OSCE SMM in Ukraine**  
*Project Manager*  
[Month, Year] – [Month, Year]  
- Successfully extended contract based on high-performance evaluation.  

**Business Analyst**  
*Beauty Sector*  
[Month, Year] – [Month, Year]  
- Customized software (YClients, now Altegio) and organized working processes for over a year.  

**Additional Experience**  
- 1.5 years of civil international working experience in administrative duties, contract management, and Human Resources.  
- Over 1 year of experience in sales and marketing.  

**Skills**  
- Proficient in MS Office (Word, Excel, Project, Outlook, Skype for Business)  
- Experienced with user stories, use cases, scenarios, and project documentation  
- Knowledgeable in SDLC, Agile, and Scrum methodologies  
- Familiar with testing systems of SAP ERP  
- Proficient in JIRA, Confluence, Miro, Basilique, BPMN  
- Experienced in RACI matrix, Product Vision Boards, and Story Mapping  

**Education**  
[Your Degree]  
[Your University]  
[Year of Graduation]  

**Certifications**  
[List any relevant certifications]  

**Languages**  
[List any languages you speak]  

**References**  
Available upon request.  "
12533,"[Your Name]  
[Your Address]  
[City, State, Zip]  
[Your Phone Number]  
[Your Email Address]  
[LinkedIn Profile]  

**Professional Summary**  
Dedicated project manager with extensive experience in developing web platforms and solutions for Telecom companies. Demonstrated ability to manage projects efficiently, ensuring compliance with deadlines and budgets while delivering exceptional results.

**Professional Experience**  

**Project Manager**  
[Your NFT Project Name]  
[Location]  
[Month, Year] – Present  
- Directed the development of an NFT project, emphasizing meticulous project management and adherence to timelines and budgets.  
- Applied Agile frameworks and development methodologies to ensure successful project outcomes.  
- Maintained effective communication with stakeholders, ensuring all parties were informed and satisfied throughout the project lifecycle.  

**Scrum Master**  
[Current Company Name]  
[Location]  
[Month, Year] – Present  
- Facilitated Scrum ceremonies and supported the development team in achieving project objectives.  
- Encouraged a business-oriented mindset within the team, aligning project results with organizational goals.  
- Utilized project management software to optimize processes and improve team collaboration.  

**Skills**  
- Project Management  
- Agile Methodologies  
- Scrum Mastering  
- Stakeholder Communication  
- Problem Solving  
- Time Management  
- Technology Awareness  

**Education**  
[Your Degree]  
[Your University]  
[Location]  
[Year of Graduation]  

**Certifications**  
[Relevant Certification]  
[Issuing Organization]  
[Year]  

**References**  
Available upon request.  "
12565,"**[Your Name]**  
[Your Address]  
[City, State, Zip]  
[Your Phone Number]  
[Your Email]  
[LinkedIn Profile]  

---

**PROFESSIONAL SUMMARY**  
Results-driven professional with 4 years of experience in business analytics and 5 years in sales. Proven track record in managing cross-functional teams and delivering successful projects in dynamic environments.

---

**EXPERIENCE**  

**Business Analyst / Scrum Master**  
[Your Company Name]  
[City, State]  
[Month, Year] – Present  

- Managed two teams: a 15-member team (2 iOS developers, 2 Android developers, 4 Front-End developers, 5 Back-End developers, 2 QA) and a 9-member team (2 mobile developers, 2 Front-End developers, 3 Back-End developers, 2 QA).
- Implemented at least 5 integrations and successfully released the MVP in the second project.
- Facilitated Scrum events including sprint planning, Gantt building, grooming, estimations, retrospectives, and provided support to developers during sprints.
- Developed and maintained project timelines and ensured timely delivery of planned scope.
- Produced regular progress reports and presented updates to Product Owners and stakeholders.
- Enriched user stories, created detailed documentation, and maintained updates in Confluence.
- Monitored team performance and provided visibility to clients, ensuring transparency in backlogs and dashboards.
- Analyzed change requests and prepared updates to the changelog, proposing solutions to meet project outputs.

**Sales Manager**  
[Your Company Name]  
[City, State]  
[Month, Year] – [Month, Year]  

- Managed and coordinated a sales department consisting of 8 sales and pre-sales managers.
- Established and implemented an Affiliate Program and Sales Strategy.
- Developed strong client relationships, effectively solving problems and maintaining communication with clients and team members.
- Experienced in launching projects from scratch and working with start-up companies and outsourcing projects.

---

**EDUCATION**  

- IT Project Management, [Institution Name], April 2019  
- Quantitative and Qualitative Market Research, [Institution Name], November 2019  
- Private Courses in MS SQL, MySQL, HTML, CSS, and PHP, March 2020 - July 2020  

---

**SKILLS**  

- Client communication (USA/EU)  
- Identification, gathering, and analysis with businesses and Product Owners  
- Development process management  
- Technical requirements production (UML, Use Cases, Functional & Non-Functional Specifications, Sequence diagrams)  
- Budgeting and project expense planning  
- Risk management  
- Strong problem-solving and solution-finding abilities  

---

**ADDITIONAL INFORMATION**  

- Committed to continuous learning and improvement of technical skills.  
- Seeking a company that values teamwork and growth.  
- Preferred working hours starting at 11 AM.  

---  

**REFERENCES**  
Available upon request.  "
12656,"[Your Name]  
[Your Address]  
[City, State, Zip]  
[Your Phone Number]  
[Your Email]  
[LinkedIn Profile]  

**Professional Summary**  
Results-driven Web Analyst and Business Analyst with extensive experience in project management, data analysis, and team collaboration. Proven track record of enhancing reporting processes, increasing project analysis capacity, and driving significant traffic growth. Committed to leveraging analytical skills and business acumen to contribute to innovative projects and foster effective teamwork.

**Experience**  

**Current Position**  
Web Analyst / Business Analyst  
[Company Name], [Location]  
[Month, Year] – Present  

**Business Analyst / Web Analyst**  
[Company Name], [Location]  
2021 – 2022  
- Restructured company reporting into a dynamic format for approximately 10 projects.  
- Automated daily reporting and packaged it in a universal algorithm.  
- Established inter-departmental interactions, accelerating internal process exchanges.  
- Increased the number of new projects for analysis by 2.5 times.  

**Lecturer**  
Ukrainian University (Part-time)  
2020 – 2023  
- Authored over 10 scientific and expert publications indexed in Scopus, Web of Science, and other scientometric databases.  
- Implemented the concept of an educational YouTube channel.  

**Chief Executive Officer**  
Own Online IT Project  
2017 – 2021  
- Developed a unique business model achieving an average monthly profitability of approximately 90%.  
- Fully automated the project within 14 months, covering technical, managerial, and business processes.  
- Transitioned the project to content manager support.  

**Project Manager (Remote)**  
[Company Name], [Location]  
2016 – 2021  
- Increased the site's monthly traffic nearly fivefold, from 1.5 million to 7 million users over four years.  
- Tripled the total number of advertising partners.  
- Transferred project support to a freelance developer.  

**Education**  
[Your Degree]  
[Your University], [Location]  
[Year of Graduation]  

**Skills**  
- Data Analysis  
- Project Management  
- Reporting Automation  
- Team Collaboration  
- Business Development  
- Content Management  

**Professional Goals**  
Seeking to explore an interesting and promising career path that fosters high-quality and effective collaboration with employers and a team of professionals."
12674,"[Your Name]  
[Your Address]  
[City, State, Zip]  
[Your Phone Number]  
[Your Email]  
[LinkedIn Profile]  

**Professional Summary**  
Results-driven IT professional with over 10 years of experience, including 8+ years as an Analyst and Proxy Product Owner, and 4+ years as a Project Manager. Proven expertise in Agile methodologies, particularly Scrum, with a strong focus on software selling and support processes in a global environment. Adept at building and leading teams, creating project documentation, and managing requirements.

**Experience**  

**Project Manager / Proxy Product Owner**  
[Company Name] – [Location]  
[Month, Year] – Present  
- Gathered, understood, described, and automated software selling and support processes across 15 global offices.  
- Built scrum team processes from scratch and acted as Scrum Master for the team.  
- Created comprehensive project documentation, including use case diagrams, use cases, user stories, and cascaded requirements.  
- Managed requirements validation and change management processes.  
- Collaborated with cross-functional teams to ensure alignment and successful project delivery.  

**Analyst / Proxy Product Owner**  
[Company Name] – [Location]  
[Month, Year] – [Month, Year]  
- Acted as a proxy product owner, facilitating communication between stakeholders and development teams.  
- Developed software requirements and participated in testing activities.  
- Gained knowledge in various development processes, including Waterfall, Agile (Scrum), and Kanban.  

**Skills**  
- Agile Methodologies (Scrum, Kanban)  
- Project Management  
- Requirements Gathering and Documentation  
- Software Testing  
- Team Leadership and Facilitation  
- Multitasking and Working Under Pressure  
- Mobile and Desktop Application Development  

**Education**  
[Your Degree]  
[Your University] – [Location]  
[Year of Graduation]  

**Certifications**  
- [Relevant Certification]  
- [Relevant Certification]  

**Preferences**  
- Seeking opportunities in small, enthusiastic, product-oriented teams.  
- Prefer to avoid frequent project switching and large departmental environments.  "
12687,"**Andrii [Last Name]**  
[Your Address]  
[City, State, Zip]  
[Your Phone Number]  
[Your Email Address]  
[LinkedIn Profile or Personal Website]  

---

**Professional Summary**  
Visionary Engineer and Top Rated Plus Upwork Freelancer with over a decade of experience in automation development and process optimization. Proven track record of delivering successful projects across various industries, including finance, marketing, and education. Fluent in English, Ukrainian, and Russian, with strong communication and negotiation skills.

---

**Core Competencies**  
- Automation Development  
- Process Analysis and Optimization  
- Data Processing and Transformation  
- Workflow Creation and Management  
- Financial Modeling and Data Analytics  
- Public Speaking and Presentation Skills  
- Project Management  

---

**Education**  
**Erasmus+ MA Student**  
Krakow, Poland  
- MA with Honors – Financial Management  

**Bachelor of Arts**  
- English Translation  

**Bachelor of Arts**  
- Corporate Finance  

---

**Professional Experience**  

**Top Rated Plus Upwork Freelancer**  
- Successfully completed over 50 long-term projects for more than 2500 clients across the US, Canada, UK, and Australia.  
- Collaborated with crypto traders, investors, stockbrokers, CEOs, CFOs, and senior management in various industries.  

**IT Project Manager**  
ThinkWider App  
- Managed the application for submitting ideas from factory workers to improve manufacturing processes, overseeing the full idea processing cycle from review to implementation.  

**Manager and Developer**  
IShare Educational Platform  
- Developed a digital educational platform featuring training materials and live online training sessions.  

---

**Technical Skills**  
- **Primary Skills:**  
  - Microsoft Excel & Google Sheets Development  
  - Advanced VBA / Google Apps Script  
  - Workflow Optimization and Digital Integrations  
  - Data Visualization and Dashboard Creation  
  - Financial Modeling and Forecasting  

- **Additional Digital Skills:**  
  - Airtable, Google Data Studio, Power BI  
  - Microsoft Flow, Zapier, IFTTT  
  - WordPress, HTML, CSS, JavaScript, PHP  
  - Trello, Jira, Confluence  

---

**Languages**  
- Fluent English (IELTS C1)  
- Native Ukrainian  
- Native Russian  

---

**Reviews**  
- ""Andrii has exceptional knowledge in business and technology. We were able to successfully work towards our end goal. Our solution now works flawlessly!""  
- ""Exceptional Work! His strategic thinking and problem-solving skills undeniably far outreach anyone in business/IT logic.""  
- ""His attention to getting the project done right is a huge benefit. Thank you, Andrii!!""  
- ""He really took the time to understand the scope of the project, asked great questions, and improved our vision.""  

--- 

**Personal Statement**  
I am passionate about automation and dedicated to eliminating routine processes. My goal is to leverage technology to enhance efficiency and provide valuable insights through data-driven decision-making."
12736,"Creating a new company and successfully entering the foreign market with a turnover of $20,000 in the first year.

**Experience:**

**Co-founder and Business Manager, Whales of Design**  
- Led project teams of 4-12 people.  
- Organized business management and attracted potential partners at specialized conferences.  
- Built relationships with external contractors and designers as needed.  
- Resolved conflicts with customers and maintained orders from the initial to the final stage.  

**Recruiter and Manager**  
- Conducted staff recruitment.  
- Ensured quality control of work performance.  
- Partially organized events, including concerts for ""Ocean Elzy,"" ""Atlas Weekend,"" and ""Imagine Dragons.""  

**Objective:**  
Seeking a position in a large company that offers opportunities for intellectual and professional growth."
13078,"Yelyzaveta  
[Your Contact Information]  
[City, State]  
[Email Address]  
[Phone Number]  

**Professional Summary**  
Dedicated IT professional with a diverse skill set and a proven track record in project management and financial expertise.

**Professional Experience**  

**Project Manager**  
[Company Name]  
[Location]  
[Dates of Employment]  
- Developed a strong understanding of the technical aspects of project development, effectively resolving complex issues that arise during the project lifecycle.

**Business Development Manager**  
[Company Name]  
[Location]  
[Dates of Employment]  
- Addressed challenges by utilizing a comprehensive understanding of technical project development to resolve intricate issues.  
- Managed client interactions, providing additional services and upselling solutions while handling invoicing and time tracking inquiries with professionalism.  
- Worked closely with Delivery Managers to enhance client-side project management processes, ensuring effective documentation and data exchange.  
- Calculated the cost of specialized resources for projects, ensuring profitability and feasibility for the company.  
- Analyzed project margins to assist the company in assessing overall profitability and making informed decisions for future growth.

**Skills**  
- Project Management  
- Financial Management  
- Client Relations  
- Technical Issue Resolution  
- Resource Cost Calculation  
- Project Margin Analysis  

**Objective**  
To advance as a qualified specialist in IT project management and financial solutions, consistently seeking opportunities to add value and drive success.  

Feel free to connect to explore collaboration and discuss contributions to your projects."
13080,"[Your Name]  
[Your Address]  
[City, State, Zip]  
[Your Phone Number]  
[Your Email Address]  
[LinkedIn Profile]  

**Professional Summary**  
Results-driven IT professional with 7 years of experience in business development and analysis. Proven track record in managing full-cycle sales processes, client requirements elicitation, and cross-departmental collaboration to drive project success.

**Experience**  

**Business Development Manager**  
[Company Name] – [Location]  
[Month, Year] – Present  
- Managed the full cycle sales process: generated leads, qualified prospects, developed opportunities, and closed deals.  
- Prepared contract documentation including Estimates, Proposals, MSA, and SOW.  
- Utilized various CRM systems (Salesforce, Zoho, Dynamics, Act!) and email marketing tools (SendGrid, Reply, Outreach).  
- Experienced with tracking systems such as Jira and Trello.  
- Collaborated with multiple departments during the pre-sale stage, including recruiters, PMs, and company executives.  
- Elicited clients' requirements during sales calls.  
- Served as the key contact coordinating with PMs and clients to ensure project smoothness.  
- Acted as the primary point of contact for prospects during the pre-sale stage, including setting up and participating in tech interviews, gathering client feedback, and addressing objections.  
- Managed full-cycle email campaigns.  
- Created marketing materials including case studies, press releases, and website content.  
- Participated in screening and interviewing new team members for the Sales & Marketing department.  
- Tutored and educated junior team members, including remote teams in other company offices in Ukraine and abroad.  

**Business Analyst**  
[Company Name] – [Location]  
[Month, Year] – [Month, Year]  
- Conducted client requirements elicitation and evaluation.  
- Created Software Requirements Specifications.  
- Maintained and updated project documentation.  
- Communicated effectively with customer representatives and developers.  
- Prepared user guides.  
- Developed UI wireframes.  

**Education**  
[Your Degree]  
[Your University] – [Location]  
[Month, Year]  

**Skills**  
- Full Cycle Sales  
- Client Requirements Elicitation  
- Project Documentation  
- CRM Systems (Salesforce, Zoho, Dynamics, Act!)  
- Email Marketing Tools (SendGrid, Reply, Outreach)  
- Tracking Systems (Jira, Trello)  
- Team Collaboration  
- Marketing Material Creation  
- UI Wireframing  "
13146,"Dean's Honor List for Outstanding Academic Achievements  
American University in Dubai  

ISO 22000 - Certified Internal Auditor  

Over 7 years of experience in Ukraine and various international companies (Qatar, UAE, Lebanon) in managerial positions ranging from Assistant to Project Manager to Director of Business Development & Production.  

Fluent in English, capable of expressing complex ideas, compiling detailed reports, and delivering product presentations. Experienced in handling international documents, including supply contracts and logistics agreements, while adhering to NDAs.  

Managed teams of up to 15 individuals, including engineers, designers, and sales managers, along with oversight of approximately 10 personnel from third-party service providers. Skilled in deconstructing complex tasks into manageable components and providing clear instructions.  

Utilized modern management principles: planning, organizing, leading, and controlling. Facilitated communication and collaboration within teams and across departments using tools such as Trello and Google Docs, among others as needed.  

Demonstrated loyalty as an employee, with over 5 years at one of my previous companies. Additionally, I have successful experience with personal projects in eCommerce and online news publications.  

I look forward to discussing my motivation and qualifications in detail."
13147,"[Your Name]  
[Your Address]  
[City, State, Zip]  
[Your Phone Number]  
[Your Email]  
[LinkedIn Profile]  

**Professional Summary**  
Dynamic project manager with over 3 years of experience in project management and 2 years in business development within the IT sector. Proven ability to develop partnerships and manage multiple projects effectively. Strong communicator with a passion for tackling new challenges and fostering growth.

**Experience**  

**Partnership Manager**  
[Outsourcing/Outstaffing Agency Name]  
[City, State]  
[Month, Year] – Present  
- Developed a partnership network with 150+ IT companies across Ukraine, Poland, Bulgaria, and other regions.  
- Successfully managed over 10 projects along with numerous support tasks.  
- Conducted meetings with clients and suppliers to clarify tasks and promote collaborative growth.  
- Facilitated communication and onboarding processes for new clients.  
- Managed a team of developers and designers to ensure project success.

**Skills**  
- Project Management  
- Business Development  
- Strong Communication Skills  
- Team Management  
- Agile Methodologies  
- Tools: Trello, Notion, Slack, Jira, CRM, ActiveCampaign  

**Objective**  
Seeking a team-oriented environment where I can continue to learn and grow as a professional."
13148,"[Your Name]  
[Your Address]  
[City, State, Zip]  
[Your Phone Number]  
[Your Email Address]  
[LinkedIn Profile]  

**Professional Summary**  
Results-driven Business Development Manager and Fundraiser with 5 years of experience in establishing and maintaining relationships with stakeholders to drive investment and growth in startup environments. Proven track record of raising funds and identifying new business opportunities.

**Professional Experience**  

**Business Development Manager & Fundraiser**  
[Current Company Name]  
[City, State]  
[Month, Year] – Present  

- Established and maintained relationships with stakeholders, successfully raising $30,000 in one week for the startup.
- Communicated new product developments to prospective clients.
- Contacted potential clients to establish rapport and arrange meetings.
- Identified new business opportunities to drive growth.
- Attended conferences, meetings, and industry events to network and promote the company.
- Developed goals for the development team and ensured they were met.
- Researched organizations and individuals to find new opportunities.

**Business Development Manager**  
[Previous Company Name]  
[City, State]  
[Month, Year] – [Month, Year]  

- Set goals for the business development team and developed strategies to meet those goals.
- Met with stakeholders to discuss project progress and opportunities.
- Trained business development staff to enhance team performance.
- Researched prospective accounts in target markets to identify potential clients.

**Project Manager**  
[State Enterprise Name]  
[City, State]  
[Month, Year] – [Month, Year]  

- Determined and defined project scope and objectives to ensure alignment with organizational goals.
- Tracked project costs to meet budgetary constraints.
- Monitored project progress and made adjustments as needed to stay on track.
- Measured project performance to identify areas for improvement.

**Skills**  
- Business Development  
- Fundraising  
- Stakeholder Engagement  
- Project Management  
- Team Collaboration  
- Market Research  
- Strategic Planning  

**Education**  
[Your Degree]  
[Your University]  
[City, State]  
[Year of Graduation]  

**References**  
Available upon request."
13149,"[Your Name]  
[Your Address]  
[City, State, Zip]  
[Your Phone Number]  
[Your Email]  
[LinkedIn Profile]  

**Professional Summary**  
Dynamic project manager with over 2 years of experience in managing international partnerships and telecommunications interconnections. Proven track record of establishing new interconnections and identifying fraudulent activities. Adept at communicating with diverse clients and stakeholders across various regions, including Europe, Asia, America, CIS, and Africa. Passionate about fostering collaboration and driving successful project outcomes in a multilingual environment.

**Experience**  

**Project Manager**  
[Company Name] – [Location]  
[Month, Year] – Present  
- Established 48 new interconnections with companies across Europe, CIS, America, and Asia over the last 6 months.  
- Identified and reported 5 fraudulent companies, enhancing the integrity of partnership networks.  
- Managed projects with international partners, focusing on B2C and B2B client relationships globally.  
- Oversaw interconnection processes and expanded the partnership network within the telecommunications sector for 1.5 years.  
- Conducted market research to identify potential partners, negotiated agreements, and calculated business cases.  
- Ensured seamless communication between new partners and all internal departments regarding commercial, technical, and legal aspects of projects.  
- Engaged directly with customers through various channels, including telephone, email, Skype, and LinkedIn, utilizing both cold and warm calling strategies.  

**Skills**  
- Excellent communication and collaboration abilities with structured thinking.  
- Strong stress resistance and capability to manage multiple tasks in a fast-paced environment.  
- Self-motivated and efficient with a focus on problem-solving.  
- Proficient in Pipedrive CRM, Odoo, Confluence, Jira, and Mattermost.  
- Committed to continuous learning of new technologies, tools, and methods.  

**Education**  
[Your Degree]  
[Your University] – [Location]  
[Month, Year]  

**Professional Development**  
- Participated in training programs and English classes to enhance communication skills.  

**Interests**  
- Passionate about communication, helping others, and working in a collaborative, international environment.  
- Seeking opportunities that challenge and excite, with a focus on project management and teamwork.  "
13150,"**[Your Name]**  
[Your Address]  
[City, State, Zip]  
[Your Phone Number]  
[Your Email]  
[LinkedIn Profile]  

---

**PROFESSIONAL SUMMARY**  
Results-driven Enterprise Sales Professional, Project Manager, and Business Development expert with 9 years of experience in sales, project management, and business development across Enterprise, B2B, and B2C sectors. Demonstrated ability to exceed goals, cultivate profitable partnerships, and enhance customer lifetime value. Recognized for strong communication skills, innovative problem-solving, and a proactive entrepreneurial mindset.

---

**PROFESSIONAL EXPERIENCE**  

**Business Development, Sales and Project Manager**  
[Current Company Name] | [Location] | [Start Date] - Present  
- Developed product concepts for CRM, encompassing business concept, ToR, roadmap, UX/UI, RM, and commercial and social marketing strategies.  
- Formulated commercial and marketing strategies for all company products, crafting value propositions for new clients.  
- Contributed to the development of marketing strategies aimed at brand promotion, customer loyalty, lead generation, and media engagement.  
- Oversaw the implementation of IT solutions for humanitarian projects, including value conception design, CRM, website, and fundraising initiatives.  
- Integrated project management and business analysis standards and methodologies into strategic corporate sales.  
- Managed 10 active customers and over 40 prospects, achieving a total ARR of $1M across FMCG, Agro, and Manufacturing sectors.  
- Closed 15 deals in 1.5 years, consistently surpassing sales targets.  
- Developed account strategies for top clients in FMCG, leading to improved sales conversion rates.  
- Engaged annually with over 10 clients, contributing to an annual sales turnover of €300,000.  
- Established and managed partner relations, involving 5+ partners per year, with a sales turnover in the partner network of €220,000 annually.  

---

**SKILLS**  
- Sales Strategy Development  
- Project Management (Agile and Waterfall)  
- Business Development  
- Account Management  
- Cloud Computing Solutions (SaaS, API, Cloud Services)  
- Digital Transformation  
- Negotiation and Persuasive Communication  
- Team Leadership and Collaboration  
- Change Management  

---

**EDUCATION**  
[Your Degree]  
[Your Major]  
[Your University] | [Location] | [Graduation Year]  

---

**CERTIFICATIONS**  
[List any relevant certifications]  

---

**LANGUAGES**  
[List any languages you speak]  

---  

**REFERENCES**  
Available upon request.  "
