,Modified_openai/gpt-4o_of_Modified_openai/gpt-3.5-turbo_of_resume_Modelopenai/gpt-3.5-turbo_Modelopenai/gpt-4o
12458,"- Gathered requirements from stakeholders.
- Wrote and determined forward user stories and use cases.
- Created roadmap and user flow for SaaS platform, and described permission structure from scratch.
- Collaborated closely with designers to improve UX.
- Managed the Product and Sprint Backlogs.
- Conducted daily stand-ups, grooming, and retrospective meetings.
- Decomposed user stories into tasks and prioritized them.
- Described specifications for data delivery from the data science department to the backend.
- Supported product documentation."
12459,"Managed 16 diverse projects, each with teams of 3-5 members, ensuring successful execution and delivery. Maintained consistent and effective communication with clients to foster strong relationships and ensure project alignment with client needs. Elicited and documented comprehensive requirements for all projects, facilitating clear understanding and execution. Oversaw project development from initial idea generation through to detailed planning and execution. Actively seeking opportunities in Business Analysis to leverage my skills and experience."
12460,"[Your Name]  
[Your Address]  
[City, State, ZIP Code]  
[Your Phone Number]  
[Your Email Address]  

**Professional Summary**  
Dynamic and results-driven professional with 4 years of experience in sales management, project management, and business analysis. Proven track record in client nurturing, engagement, and management, as well as managing development teams and stakeholders. Skilled in interactive prototyping and wireframing using MockingBot and Figma, BPMN using draw.io and Camunda, and requirements elicitation and definition. Adept at preparing user stories and use cases, up-selling, and developing and validating technical documentation. Eager to embrace new challenges and processes.

**Professional Experience**  

**Sales Manager / Project Manager / Business Analyst**  
[Company Name]  
[Location]  
[Month, Year] – Present  

- Cultivated and maintained strong client relationships through effective engagement and management strategies.
- Led development teams and coordinated with stakeholders to ensure project alignment and success.
- Utilized MockingBot and Figma for interactive prototyping and wireframing to enhance project visualization.
- Applied BPMN methodologies using draw.io and Camunda for process modeling and improvement.
- Conducted thorough requirements elicitation and definition to meet client and project needs.
- Prepared comprehensive user stories and use cases to guide development and project execution.
- Identified opportunities for up-selling and implemented strategies to increase revenue.
- Developed and validated technical documentation to ensure accuracy and compliance.

**Education**  
[Your Degree] in [Your Field of Study]  
[Your University/College Name], [Location]  
[Month, Year] – [Month, Year]

**Skills**  
- Client Nurturing and Management
- Team and Stakeholder Management
- Interactive Prototyping and Wireframing
- BPMN and Process Modeling
- Requirements Elicitation and Definition
- User Stories and Use Cases
- Up-selling Strategies
- Technical Documentation Development

**Certifications**  
[List any relevant certifications]

**References**  
Available upon request."
12461,"[Your Name]  
[Your Address]  
[City, State, ZIP Code]  
[Your Phone Number]  
[Your Email Address]  

**Professional Summary**  
Results-driven project manager with extensive experience in overseeing project implementation, ensuring alignment with customer requirements, timelines, and budget constraints. Skilled in requirement analysis, team collaboration, and client communication to deliver high-quality solutions.

**Professional Experience**  

**Project Manager**  
[Company Name], [Location]  
[Month, Year] – Present  

- Lead the implementation of projects, ensuring customer requirements are met within agreed timelines and budget.
- Conduct detailed analysis of client requirements, documenting business and functional needs through user stories, flow diagrams, and wireframes.
- Collaborate with developers, engineers, and QA teams to discuss solution architecture, estimation, and acceptance criteria, ensuring team alignment with client expectations.
- Prototype solutions and present them to clients and team members for feedback and approval.
- Manage client requirements, including new and change requests, using Confluence, and secure client approvals for scope and estimations.
- Plan project scope for sprints in Jira, prioritize tasks, and participate in sprint planning and retrospectives to maintain alignment with priorities and timelines.
- Monitor project progress and provide regular updates to stakeholders.
- Develop use cases and test scenarios, review test results with QA, and conduct testing of custom solutions prior to deployment.
- Present solutions to clients and assist with user acceptance testing to ensure satisfaction and acceptance.

**Education**  
[Your Degree] in [Your Field of Study]  
[Your University], [Location]  
[Year of Graduation]  

**Skills**  
- Requirement Analysis  
- Project Management  
- Team Collaboration  
- Client Communication  
- Solution Prototyping  
- Jira and Confluence  
- User Acceptance Testing  

**Certifications**  
[List any relevant certifications]  

**References**  
Available upon request."
12462,"Innovative Technical Solutions Specialist

- Achieved up to 90% reduction in estimated time through innovative technical solutions.
- Proactively challenged and successfully defended alternative ideas to top management.
- Streamlined company processes by reducing manual work in technical documentation.
- Served as a system analyst for application templates, server management, and front-end libraries.
- Authored Business Requirements Documents (BRD), Software Requirements Specifications (SRS), API Specifications, and User Guides.
- Designed database structures and estimated backlog requests.
- Led Demo and Retrospective meetings.
- Conducted API, manual, and automated testing.
- Developed smoke tests, regression tests, test cases, and test scenarios.
- Composed release notes and delivery protocols.
- Assumed team lead responsibilities in the absence of the team leader."
12463,"**[Your Name]**  
[Your Address]  
[City, State, ZIP Code]  
[Your Phone Number]  
[Your Email Address]  

---

**Education**  
**LPNU**  
- Completed three comprehensive BA projects focused on problem definition, solution suggestion, solution development, company current state analysis, and requirement elicitation techniques.

---

**Professional Experience**  

**Java Developer Intern**  
**Novomind, Germany**  
- Developed solutions for various small-scale projects.
- Collaborated effectively within an Agile team environment.
- Utilized English for professional communication.

---

**Skills**  
- Proficient in machine learning techniques and applications."
12464,"**[Your Name]**  
[Your Address]  
[City, State, ZIP Code]  
[Your Phone Number]  
[Your Email Address]  

---

**Professional Summary**  
Dynamic and results-driven professional with a diverse background in project management, business analysis, entrepreneurship, and efficiency management. Proven ability to manage complex projects, optimize business processes, and drive operational excellence. Strong communicator with a talent for transforming stakeholder requirements into actionable plans.

---

**Professional Experience**

**Project Manager/Business Analyst**  
[Company Name], [Location]  
[Month, Year] – Present  

- Managed the lifecycle processes of multiple projects, ensuring timely delivery and adherence to quality standards.
- Gathered and analyzed requirements using various methods to align project outcomes with stakeholder expectations.
- Maintained and coordinated development processes according to established methodologies.
- Tracked progress, monitored risks, and managed changes using a variety of tools to ensure project success.
- Transformed stakeholder requirements into user stories, use cases, and other technical documents.
- Facilitated communication between multiple stakeholders to ensure alignment and collaboration.
- Composed technical standards for development processes to enhance consistency and quality.

**Business Owner**  
[Your Business Name], [Location]  
[Month, Year] – [Month, Year]  

- Successfully sold products in the USA market with production based in China.
- Executed day-to-day operations of an online shop, including customer support, procurement, promotions, and logistics.
- Negotiated effectively with suppliers and contractors to optimize costs and ensure quality.
- Adapted to an ever-changing market environment to maintain competitive advantage.

**Efficiency Manager**  
[Company Name], [Location]  
[Month, Year] – [Month, Year]  

- Re-engineered business processes using various methods to improve efficiency and productivity.
- Designed new functionality for the internal ERP system to enhance operational capabilities.
- Developed and implemented a routing system for Sales Departments to streamline operations.
- Authored Technical Tasks for the development team to guide project execution.
- Conducted training sessions for employees during the change integration process to ensure smooth transitions.

---

**Education**  
[Your Degree] in [Your Field]  
[Your University], [Location]  
[Month, Year] – [Month, Year]  

---

**Skills**  

- Project Management  
- Business Analysis  
- Process Re-engineering  
- Stakeholder Communication  
- Technical Documentation  
- Negotiation  
- Market Adaptation  

---

**Certifications**  
[List any relevant certifications]  

---

**Languages**  
[List any languages you speak]  

---

**References**  
Available upon request."
12465,"Business Analyst / Project Manager

Proactive and skilled Business Analyst / Project Manager with over 6 years of commercial experience across various domains. Highly motivated and disciplined, with strong technical, communication, and organizational skills, dedicated to achieving company goals and results.

Experience:

- Over 2 years in IT outsourcing
- 2 years in project management
- 5 years in ERP/CRM systems
- 6 years in retail
- 2 years in healthcare
- 2 years in sales and marketing

Skills:

- Technical proficiency
- Excellent communication
- Strong organizational abilities
- Results-oriented focus"
12466,"**[Your Name]**  
[Your Address]  
[City, State, ZIP Code]  
[Your Phone Number]  
[Your Email Address]  

---

**Professional Summary**  
Dynamic and detail-oriented professional with extensive experience in data analysis, project management, and business process optimization. Proven ability to manage multiple projects, communicate effectively, and deliver results in fast-paced environments. Fluent in English and Russian, native Ukrainian speaker, with basic proficiency in German.

---

**Skills**  
- Strong analytical skills for complex problem-solving  
- Project management expertise  
- Proficient in statistics and data analysis  
- Business process optimization and modeling  
- Excellent communication and presentation abilities  
- Effective in both independent and team settings  
- Skilled in negotiation and conflict resolution  
- Experienced in learning and teaching  
- Advanced proficiency in Excel and PowerPoint  
- Fluent in English and Russian, native Ukrainian speaker, basic German proficiency  

---

**Professional Experience**  

**[Your Job Title]**  
[Your Company Name], [Location]  
[Month, Year] – Present  

- Developed Terms of Reference and technical requirements for projects  
- Implemented data processing procedures to enhance efficiency  
- Verified and compiled data for accuracy and reliability  
- Created specifications for construction and equipment needs  

**[Previous Job Title]**  
[Previous Company Name], [Location]  
[Month, Year] – [Month, Year]  

- Conducted research and analytics, producing comprehensive analytical reports  
- Analyzed the functionality and effectiveness of business processes  
- Identified, analyzed, and interpreted data trends and patterns  
- Described and optimized business processes for improved performance  
- Analyzed best practices and international experiences of central purchasing bodies  
- Developed strategic proposals for the Central Purchasing Body in Ukraine  

**[Earlier Job Title]**  
[Earlier Company Name], [Location]  
[Month, Year] – [Month, Year]  

- Analyzed public procurement procedures in Ukraine using QlikView & QlikSense BI tools  
- Monitored the e-procurement system, ProZorro, ensuring compliance and conducting research  
- Contributed to the development of terms of references and technical tasks for e-procurement systems  
- Conducted data gathering and processing of catalogues and information  
- Communicated with BI users, procurers, suppliers, controllers, and clients  
- Participated in public events, conferences, and lectures as a speaker and BI expert  
- Supported the development of e-procurement risk indicators system  
- Conducted reporting and trend analysis of public procurement procedures for government institutions  

---

**Education**  
[Your Degree] in [Your Field of Study]  
[Your University], [Location]  
[Year of Graduation]  

---

**Languages**  
- English: Fluent  
- Russian: Fluent  
- Ukrainian: Native  
- German: Basic Proficiency  

---

**References**  
Available upon request."
12467,"**[Your Name]**  
[Your Address]  
[City, State, ZIP Code]  
[Your Phone Number]  
[Your Email Address]  

---

**Professional Summary**  
Dynamic and client-oriented professional with a strong background in business analysis and project management within the IT sector. Experienced in pre-sales processes and delivery, with a proven track record in the FMCG industry as a marketing analyst and coordinator. Seeking opportunities in a fast-paced environment with dynamic projects.

---

**Certifications**  
- Agile Certified Professional (IC Agile)

---

**Skills**  
- **Business Analysis & Project Management**:  
  - SRS (Use Cases, UML)  
  - Backlog Management (User Stories, Acceptance Criteria)  
  - UX Design  
  - Agile Methodologies  
  - Scrum Practices  

- **Technical Skills**:  
  - Basic proficiency in MySQL  
  - Basic proficiency in HTML & CSS  

---

**Professional Experience**  

**Business Analyst & Project Manager**  
[Current Company Name], [Location]  
[Month, Year] – Present  

- Engage in pre-sales processes and delivery, performing business analysis and partial project management functions.
- Collaborate with cross-functional teams to ensure project alignment with client requirements and business objectives.
- Utilize agile methodologies to enhance project efficiency and team collaboration.

**Marketing Analyst & Marketing Coordinator**  
[Previous Company Name], [Location]  
[Month, Year] – [Month, Year]  

- Developed and implemented marketing strategies in the FMCG industry, focusing on client-oriented solutions.
- Coordinated marketing campaigns and analyzed market trends to drive business growth and customer engagement.

---

**Education**  
[Your Degree] in [Your Field of Study]  
[Your University/College Name], [Location]  
[Year of Graduation]  

---

**References**  
Available upon request."
12468,"Business Analyst and Project Manager with three years of experience in the Healthcare domain and proficiency in BI tools. Adept at delving into technical project details, leveraging professional skills to meet project objectives, and facilitating team execution. Experienced soft skills trainer with a talent for fostering a positive team environment and adeptly managing conflicts."
12469,"**[Your Name]**  
[Your Address]  
[City, State, ZIP Code]  
[Your Phone Number]  
[Your Email Address]  

---

**Professional Summary**  
Experienced language specialist with a strong background in translating and proofreading for the healthcare and pharmaceutical industries. Skilled in delivering high-quality translations and educational services, with a focus on accuracy and clarity.

---

**Professional Experience**  

**Freelance Translator & Proofreader**  
- Translated and proofread reports, presentations, and websites for leading healthcare and pharmaceutical companies, including Novo Nordisk, Bayer, Parexel, and EURORDIS.
- Ensured accuracy and consistency in translations from and into English, maintaining the integrity of the original content.

**English Language Instructor**  
- Conducted English language lessons for students using the Zoom platform and various online resources.
- Developed and implemented individualized educational plans tailored to each student's needs.
- Assessed and evaluated student progress to ensure effective learning outcomes.

---

**Skills**  
- Translation and proofreading expertise in the healthcare and pharmaceutical sectors
- Proficient in using online teaching platforms and digital tools
- Strong communication and interpersonal skills
- Ability to create customized educational plans and assessments

---

**Education**  
[Your Degree] in [Your Field]  
[Your University], [Year of Graduation]  

---

**Languages**  
- English (Fluent)  
- [Other Languages, if applicable]  

---

**References**  
Available upon request."
12470,"Experience:

- Collaborated with startups and established companies to enhance product offerings.
- Assisted founders in validating and refining product ideas through strategic insights.
- Conducted comprehensive user research to inform product development and improvements.
- Developed and implemented effective product strategies to drive business growth.
- Led and managed a design team to ensure alignment with product goals and objectives.

Skills:

- Expertise in business analysis to identify opportunities and optimize processes.
- Proficient in product validation techniques to ensure market fit and viability.
- Skilled in conducting user research to gather actionable insights.
- Strong ability to formulate and execute product strategies for successful outcomes.
- Experienced in team management, fostering collaboration and productivity."
12471,"Experienced Business Analyst / Project Manager with over 7 years of expertise in IT project management and business analysis. Proficient in customer service, strategic planning, user experience, user interface, SEO, event management, and public speaking. Demonstrated success in program and project management, with a strong track record in team leadership, process development, and project execution.

Specialized across diverse industries such as education, educational tourism, medical tourism, sailing, tourism, showbiz, and e-commerce. Skilled in engaging with both B2C and B2B clients, facilitating product introductions to domestic and international markets. Competent in Agile, SCRUM, Kanban, Jira, Confluence, Asana, CRM, ERP, BPMN, SEO, and various design and analytics tools.

Goal-oriented, efficient, and adaptable professional with a focus on project development methodologies. Open to full-time or part-time roles, with experience in both in-office and remote work environments. Ready to embrace new challenges and contribute to a dynamic team."
12472,"[Your Name]  
[Your Address]  
[City, State, ZIP Code]  
[Your Phone Number]  
[Your Email Address]  
[LinkedIn Profile URL]

---

**Professional Summary**

Dynamic and results-driven professional with 9 years of experience in managing a successful web studio. Proven track record as a founder and leader, adept at combining roles from sales management to development. Expertise in project management and business analysis, with a strong ability to manage teams ranging from 5 to 20 employees. Successfully delivered diverse projects including online stores, B2B web applications, billing systems, and cryptocurrency exchanges.

---

**Core Competencies**

- Project Management
- Business Analysis
- Product Management
- Agile & Scrum Methodologies
- User Stories & Product Roadmap
- Manual Testing & Quality Assurance
- UX/UI Design
- Marketing & Analytics
- B2B Solutions
- HTML, MySQL, PHP
- Tools: Jira, Trello, Mockups

---

**Professional Experience**

**Founder & Manager**  
[Web Studio Name]  
[Location]  
[Year Started] - [Year Ended]

- Spearheaded the establishment and growth of a web studio, overseeing all aspects from sales to development.
- Managed a dynamic team of 5 to 20 employees, fostering a collaborative and innovative work environment.
- Led the successful delivery of various projects, including online stores, B2B web applications, billing systems, and cryptocurrency exchanges.
- Developed and implemented strategic project management and business analysis processes to enhance efficiency and client satisfaction.

---

**Education**

[Your Degree]  
[Your Major]  
[Your University/College Name]  
[Year of Graduation]

---

**Certifications**

[List any relevant certifications]

---

**Professional Affiliations**

[List any relevant professional organizations]

---

**References**

Available upon request.

---

**Objective**

Seeking new opportunities as a Business Analyst or Project Manager in large IT companies, where I can leverage my extensive experience and skills to drive project success and contribute to organizational growth."
12473,"Business Analyst and Project Manager with over 6 years of experience in non-IT roles. Successfully completed more than 50 projects, managing teams of 2-7 people with budgets up to $250,000. Proficient in Scrum, Kanban, and Waterfall methodologies. Previous experience as a Product Owner in an IT-startup.

**Hard Skills:**
- Scrum, Kanban, Waterfall
- Lean, BPMN, MS Visio
- Jira, Asana, Trello
- Zoom, MS Teams, Google Meet
- Google Docs, Excel
- Basic level proficiency in SQL and Java

**Soft Skills:**
- Leadership
- Goal-oriented and proactive
- Project and people management
- Analytical thinking
- Business systematization
- Ability to think outside the box

**English Proficiency:** B1 (Upper-Intermediate)

Seeking an opportunity to leverage my skills and experience in a project or company that aligns with my values."
12474,"**[Your Name]**  
[Your Address]  
[City, State, ZIP Code]  
[Your Phone Number]  
[Your Email Address]  

---

**Professional Experience**

**Teacher, Software Testing Courses**  
Quality Assurance Group  
November 2019 - February 2020  

- Delivered courses on Quality Assurance basics and Business Analysis basics.

---

**Business Analyst**  
QArtrock  
September 2019 - February 2020  

*Project 1: Corporate Website*  
- Developed the official website for a Turkish international trading company.  
- Responsibilities included project definition, requirements elicitation, concept creation, system modeling, requirements analysis, and documentation.

*Project 2: Store Website*  
- Created a website for an electronics store with online trading capabilities.  
- Responsibilities included project definition, requirements elicitation, concept creation, system modeling, requirements analysis, and documentation.

---

**QA Trainee**  
Quality Assurance Group  
May 2019 – August 2019  

*Project 1: Pharmacy Management System*  
- Developed a web application for managing pharmacies online.  
- Responsibilities included requirements analysis, test design, writing and executing test cases, and writing bug reports.

*Project 2: Online Education Platform*  
- Program for selecting educational courses based on surveys.  
- Conducted performance testing in JMeter, database testing in MySQL, and API testing in Postman.

*Project 3: Construction Online Store*  
- Responsibilities included requirements analysis, writing the test plan, test design, writing and executing test cases, writing bug reports, and writing a test summary report.

---

**Scientific Consultant**  
October 2011 - April 2019  

- Provided diagnostic, improvement, and analytical support for the development and implementation of scientific projects.  
- Focused on the implementation of innovative technologies in educational systems and psychological maintenance of innovative activity.

---

**Education**

[Your Degree]  
[Your University]  
[Year of Graduation]  

---

**Skills**

- Quality Assurance
- Business Analysis
- Test Design and Execution
- Performance Testing
- Database Testing
- API Testing
- System Modeling
- Requirements Analysis and Documentation

---

**Certifications**

[List any relevant certifications]  

---

**Languages**

[List any languages you speak]  

---

**References**

Available upon request."
12475,"**[Your Name]**  
[Your Address]  
[City, State, ZIP Code]  
[Your Phone Number]  
[Your Email Address]  

---

**Professional Experience**

**Project Manager**  
IWIS LLC  
October 2020 – January 2021  

**Project Manager**  
LLC «Politara»  
March 2019 - December 2019  

**Lead Analyst**  
ITek  
2016-2018  

**Implementation Specialist of Accounting Systems, Production, and Trading Processes; System Administrator**  
LLC «Sky»  
2013-2015  

**EDMS Analyst**  
SC «Zovnishtorhvydav»  
2012-2013  

**System Administrator**  
PrJSC «UkrSRINDT»  
2011-2012  

**System Administrator**  
LLC «PIPING INTEGRATION COMPANY»  
2010-2011  

---

**Professional Skills**

- ERP Implementation
- Change Management
- Technical Documentation Drafting
- Requirements Gathering
- User Acceptance Testing
- Reporting
- Conflict Management
- Technical Writing
- Task Setting
- User Manual Writing
- Development of Accounting, Production, and Process Management Systems based on 1C 7.7, 8.2, 8.3 Configurations
- Knowledge of UPP, UTP, UNF, Retail, and Production Configurations
- User Training and Technical Support
- MS Server 2008, 2012 and Unix Systems Administration
- MS SQL Database Administration
- Virtual Systems Administration using VMware and VirtualBox

---

**Education**

**Taras Shevchenko National University of Kyiv**  
Specialist, Department of Theoretical and Applied Mechanics  
2006-2011  

**Institute of Postgraduate Education**  
Master, Common Law  
2014-2017  

---

**Certificates**

**MindsetPM**  
- Big IT Project Management Program, July 2019, Certificate №PM-EDU-20190728-03  
- Manipulations Practice and Defence, August 2019, Certificate №PM-EDU-20190804-07  

---

**Objective**

Seeking a position where I can leverage my skills and knowledge to become an integral part of a team, build a strong team, and work collaboratively towards achieving outstanding results. I am adept at handling complex assignments effectively and possess the confidence to work both independently and as part of a team. I view each new goal as a personal challenge."
12476,"**[Your Name]**  
[Your Address]  
[City, State, ZIP Code]  
[Your Phone Number]  
[Your Email Address]  
[LinkedIn Profile URL]  

---

**Professional Summary**  
With eight years of experience in the ICT sector, I have developed a diverse skill set through roles such as Business Analyst, Project Manager, and Business Intelligence Manager. I am adept at leveraging data to drive business improvements and decision-making. I am seeking remote opportunities in healthcare, energy, manufacturing, marketing, fintech, and retail industries.

---

**Professional Experience**  

**Business Intelligence Manager**  
Helind Company  
- Utilized expertise in data analysis and visualization to enhance decision-making processes.  
- Collaborated with cross-functional teams to implement data-driven strategies.  

**Project Manager**  
Business Insights International Research Group  
- Led a team in evaluating individual and branch KPIs for an insurance company.  
- Collaborated with stakeholders to manage data collection, entry, and preprocessing.  
- Reported insights to the company to inform strategic decisions.  

**Business Analyst**  
Sumaks Technologies  
- Analyzed business needs and identified opportunities for improvement.  
- Worked closely with stakeholders to align business strategies with technological solutions.  

---

**Education & Certifications**  
- Completed ""Data Science with Python"" course, focusing on Python language, machine learning models, and preprocessing methods.  
- Acquired SQL skills for data science applications.  

---

**Skills**  
- Data Analysis & Visualization  
- Project Management  
- Business Analysis  
- Python Programming  
- SQL for Data Science  
- Machine Learning Models  
- Data Preprocessing  
- Self-studying R Language, Deep Learning Algorithms, and NLP  

---

**Professional Development**  
- Continuously enhancing skills through self-study in R language, deep learning algorithms, and natural language processing (NLP).  

---

**References**  
Available upon request.  "
12477,"**[Your Name]**

**[Your Address]**  
**[City, State, ZIP Code]**  
**[Your Phone Number]**  
**[Your Email Address]**  
**[LinkedIn Profile]**

---

**Professional Summary**

Dynamic and detail-oriented professional with extensive experience in product management and development. Proficient in creating comprehensive project documentation and skilled in Agile methodologies. Adept at facilitating teamwork and resolving conflicts, with strong public speaking and presentation skills. Highly interested in emerging technologies such as Big Data, AI, AR/VR, and gaming.

---

**Core Competencies**

- Specification and Feature Breakdown Structure
- Roadmap Development and User Stories
- Change Requests Log and Risk Matrix
- Sprint Release and SWOT Analysis
- Agile Methodologies: Scrum, Kanban, Waterfall, LEAN, RAD
- Communication Planning and Standup Meetings
- Sprint Planning and Retrospective
- UI Best Practices for Android and iOS
- Rest API and Postman
- Relational Databases and SQL
- Microsoft SQL Server Management Studio
- Excel (Pivot Tables, Basic Statistical Calculations)
- Basics of QlikView and QlikSense
- Axure and NinjaMock
- Project Management Tools: Asana, Redmine, Bitrix24, Trello, Jira
- Basics of Google Analytics and Kibana
- Basic Python Understanding
- Magento, WordPress, OpenCart, BPMonline
- WayForPay and Bitcoin
- Product Management and MVP Development
- Brainstorming, Focus Groups, and User Interviews
- Teamwork Facilitation and Conflict Resolution
- Problem Solving and B2B Negotiations
- Public Speaking and Presentation Skills

---

**Professional Experience**

**[Your Most Recent Job Title]**  
**[Company Name]**  
**[Location]**  
**[Month, Year] – Present**

- [Responsibility/Task 1]
- [Responsibility/Task 2]
- [Responsibility/Task 3]

**[Previous Job Title]**  
**[Company Name]**  
**[Location]**  
**[Month, Year] – [Month, Year]**

- [Responsibility/Task 1]
- [Responsibility/Task 2]
- [Responsibility/Task 3]

---

**Education**

**[Your Degree]**  
**[Your Major]**  
**[University/College Name]**  
**[Location]**  
**[Year of Graduation]**

---

**Certifications**

- [Certification Name, if applicable]

---

**Interests**

- Big Data, AI, AR/VR, Gaming

---

**References**

Available upon request."
12478,"[Your Name]  
[Your Address]  
[City, State, ZIP Code]  
[Your Phone Number]  
[Your Email Address]  

---

**Professional Summary**  
Dynamic and results-driven professional with extensive experience in delivering high-quality mobile firmware and implementing comprehensive internal processes. Proficient in UX design and prototyping, with a strong foundation in Agile methodologies. Seeking challenging projects that leverage my expertise for successful product launches, with a preference for international or innovative startup environments.

---

**Experience**  

**Samsung Mobile Firmware Delivery**  
- Successfully delivered Samsung mobile firmware to factories, ensuring timely and efficient deployment.

**Process Implementation**  
- Spearheaded the development and implementation of internal processes and workflows across the company, from development to sales management, enhancing operational efficiency.

---

**Skills**  
- Agile, Scrum, Kanban  
- Project Management, Project Planning, Budget Planning  
- Wireframes, Requirements, Use Cases, Prototyping  
- Tools: Jira, Trello, Axure, MS Project  

---

**Professional Interests**  
- Eager to engage in interesting and challenging projects that utilize my experience for successful launches.  
- Interested in international projects or serious enterprises, with a welcoming attitude towards startups.  
- Not interested in e-commerce projects involving platforms such as Drupal or Magento.  

---

**Education**  
[Your Degree]  
[Your University/College]  
[Year of Graduation]  

---

**Certifications**  
[List any relevant certifications]  

---

**References**  
Available upon request."
12479,"**[Your Name]**  
[Your Address]  
[City, State, ZIP Code]  
[Your Phone Number]  
[Your Email Address]  

---

**Professional Summary**  
Experienced professional with a strong background in business process analysis, requirements management, and project coordination. Proven ability to lead teams, improve processes, and create comprehensive technical documentation to support successful project outcomes.

---

**Core Competencies**  
- Business Process Analysis and Description  
- Elicitation of Customer Needs and Requirements  
- Creation of Technical Documentation (User Stories, Use Cases, SRS)  
- Requirements Management throughout the Software Development Life Cycle (SDLC)  
- Team Leadership and Mentoring  
- Project and Team Management  
- Process Improvement and Project Coordination  

---

**Professional Experience**  

**[Your Job Title]**  
[Your Company Name], [Location]  
[Month, Year] – Present  

- Conduct detailed analysis and description of business processes to identify areas for improvement.
- Elicit and document customer needs and requirements to ensure alignment with project goals.
- Develop technical documentation, including user stories, use cases, and software requirements specifications (SRS).
- Manage requirements throughout the SDLC to ensure successful project delivery.
- Lead and mentor team members, providing guidance and instruction to enhance team performance.
- Oversee project and team management activities, focusing on process improvement and effective project coordination.

---

**Education**  
[Your Degree] in [Your Field of Study]  
[Your University], [Location]  
[Year of Graduation]  

---

**Certifications**  
[List any relevant certifications]  

---

**Technical Skills**  
[List any relevant technical skills or tools you are proficient in]  

---

**References**  
Available upon request."
12480,"Customer Success Project Manager & Business Analyst  
Revenue Grid  
2023-Present  

Presale Business Analyst  
Soft-Industry Alliance  
2022-2023  
- Conducted elicitation and completed project documentation.  
- Collaborated with a solutions architect to write proposals, solutions overviews, and value propositions.  
- Developed, tested, and structured processes and tools for the Partner Success Management team.  
- Audited company’s business processes.  
- Contributed to the establishment of OKR/KPI base, smart setting, and real-time management across the organization.  

Revenue Operations Analyst (PMBA)  
OpenText Corporation, Waterloo, Canada  
2021–2022  
- Managed the development of CRM and ERP features and supported changes with data.  
- Defined scope, gathered functional requirements, and non-functional requirements (NFRs).  
- Managed Salesforce releases on a CI/CD basis.  
- Partnered with internal customers to troubleshoot and resolve user issues in Salesforce and SAP.  
- Developed and maintained customer reports and dashboards for the executive leadership team (ELT).  

Billing Coordinator (Operations Management)  
OpenText Corporation, Waterloo, Canada  
2018–2021  
- Supported the sales team by reviewing legal, financial, product, and pricing aspects of each deal submitted via Salesforce.  
- Ensured flawless fulfillment of each deal in SAP ERP by working closely with Fulfillment, Customer Support, and Renewals Representatives.  
- Set up, maintained, and audited Changepoint engagements and projects.  
- Supported the finance organization with SAP ERP challenges.  
- Assisted with finance reconciliation projects.  
- Participated in pricing calls.  
- Documented corporate processes specific to each line of business.  
- Provided onboarding to junior team members.  

Customer Records & Entitlements Associate  
Nuance Communications Inc. (Imaging), Waterloo, Canada  
2017  

Order Fulfillment Clerk  
Canadian General Tower, Cambridge, Canada  
2016  "
12481,"Customer Requirements Analyst

- Gathered and analyzed customer requirements, translating them into actionable development plans for teams.
- Negotiated and established product delivery terms and conditions to meet client expectations.
- Conducted comprehensive functional testing to ensure product quality and performance.
- Developed and implemented effective product support procedures to enhance customer satisfaction.
- Delivered presentations and conducted product awareness sessions to educate stakeholders.
- Provided first and second-level product support, resolving customer issues efficiently.
- Coordinated and led small to medium-sized development and QA teams to achieve project goals.
- Proficient in Agile methodologies, including Scrum, with hands-on experience using JIRA and Confluence.
- Possess foundational knowledge of SQL, HTML, CSS, XML, and UNIX-like operating systems."
12482,"Experience:

- Quality Control Engineer with 6 years of experience, incorporating roles as a Business Analyst and team manager.
- Conducted thorough analysis of functional requirements, prepared customer proposals, defined product and project risks, and developed user guides.
- Served as QA Leader for the past 1.5 years, overseeing a QA team of 3-4 members.
- Managed customizations of employee management and timekeeping systems, analyzed user requests, and developed tailored solutions.
- Successfully completed approximately 40-45 customizations with team sizes of 1-4 members.
- Customization projects typically spanned from 2 weeks to 4 months.

Skills:

- Extensive experience in business analysis and project management.
- Proficient communicator through Skype, phone meetings, and emails.
- Skilled in team management and leadership.
- Detail-oriented with a strong focus on fulfilling customer expectations.

Looking for:

- Remote work opportunities with a flexible schedule of 4-5 hours per day.
- Eager to further develop skills in business analysis or project management.
- Seeking to leverage expertise in a new and challenging environment."
